company_name_label,isin,label,symbol,company_name,promoter_total_pct,pct_IndividualsOrHinduUndividedFamily,num_IndividualsOrHinduUndividedFamily,pct_NonResidentIndividualsOrForeignIndividuals,num_NonResidentIndividualsOrForeignIndividuals,pct_DirectorsAndDirectorsRelatives,num_DirectorsAndDirectorsRelatives,pct_KeyManagerialPersonnel,num_KeyManagerialPersonnel,pct_RelativesOfPromotersOtherThanPromoterGroup,num_RelativesOfPromotersOtherThanPromoterGroup,pct_TrustsWhereAnyPersonBelongingToPromoterAndPromoterGroupIsisTrusteeOrBeneficiaryOrAuthorOfTrust,num_TrustsWhereAnyPersonBelongingToPromoterAndPromoterGroupIsisTrusteeOrBeneficiaryOrAuthorOfTrust,pct_CentralGovernmentOrPresidentOfIndia,num_CentralGovernmentOrPresidentOfIndia,pct_StateGovernmentsOrGovernors,num_StateGovernmentsOrGovernors,pct_ShareholdingByCompaniesOrBodiesCorporatewhereCentralOrStateGovernmentIsPromoter,num_ShareholdingByCompaniesOrBodiesCorporatewhereCentralOrStateGovernmentIsPromoter,pct_ForeignGovernment,num_ForeignGovernment,pct_CentralGovernmentOrStateGovernmentS,num_CentralGovernmentOrStateGovernmentS,pct_ForeignInstitutions,num_ForeignInstitutions,pct_ForeignPortfolioInvestor,num_ForeignPortfolioInvestor,pct_OtherForeignShareholders,num_OtherForeignShareholders,pct_OtherIndianShareholders,num_OtherIndianShareholders,pct_AssociateCompaniesOrSubsidiaries,num_AssociateCompaniesOrSubsidiaries,pct_BodiesCorporateIncludingSubsidiaries,num_BodiesCorporateIncludingSubsidiaries,pct_IndianFinancialInstitutionsOrBanks,num_IndianFinancialInstitutionsOrBanks,natural_pct_sum,natural_num_sum,govt_pct_sum,foreign_non_govt_pct_sum,hufi_num,hufi_pct
J.B. CHEMICALS & PHARMA LTD,INE572A01036,Professional,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,48.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IIFL FINANCE LTD,INE530B01024,Owner,IIFL,IIFL Finance Limited,24.85,23.66,6.0,0.0,0.0,0.76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.42,9.0,0.0,0.0,6.0,23.66
CHOLAMANDALAM FINANCIAL HOLD,INE149A01033,Owner,CHOLAHLDNG,Cholamandalam Financial Holdings Limited,46.38,4.22,29.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.15,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2299999999999995,30.0,0.46,0.0,29.0,4.22
LAURUS LABS LTD,INE947Q01028,Owner,LAURUSLABS,Laurus Labs Limited,27.49,3.35,14.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.63,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9899999999999998,16.0,0.0,0.0,14.0,3.35
APAR INDUSTRIES LTD,INE372A01015,Owner,APARINDS,Apar Industries Limited,57.77,46.09,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68,6.0,0.0,0.0,0.0,0.0,0.0,0.0,46.09,10.0,0.0,0.0,8.0,46.09
GILLETTE INDIA LTD,INE322A01010,Mnc,GILLETTE,Gillette India Limited,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.12,1.0,34.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,40.12,0.0,0.0
TATA TELESERVICES MAHARASHTR,INE517B01013,Professional,TTML,Tata Teleservices (Maharashtra) Limited,74.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.36,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
TRIDENT LTD,INE064C01022,Owner,TRIDENT,Trident Limited,73.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.68,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NAVIN FLUORINE INTERNATIONAL,INE048G01026,Owner,NAVINFLUOR,Navin Fluorine International Limited,27.11,1.42,6.0,0.0,0.0,0.1,2.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.69,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,9.0,0.0,0.0,6.0,1.42
CIE AUTOMOTIVE INDIA LTD,INE536H01010,Mnc,CIEINDIA,CIE Automotive India Limited,65.7,0.0,0.0,0.0,0.0,0.81,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,8.0,0.04,65.7,0.0,0.0
BLUE STAR LTD,INE472A01039,Owner,BLUESTARCO,Blue Star Limited,36.49,9.72,16.0,0.18,6.0,0.03,2.0,0.0,1.0,0.0,0.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.58,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99,26.0,0.0,0.0,16.0,9.72
FINOLEX CABLES LTD,INE235A01022,Owner,FINCABLES,Finolex Cables Limited,35.86,5.15,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.71,2.0,14.51,1.0,0.0,0.0,0.0,0.0,5.16,20.0,0.0,0.0,19.0,5.15
MANGALORE REFINERY & PETRO,INE103A01014,State,MRPL,Mangalore Refinery and Petrochemicals Limited,88.58,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ASTER DM HEALTHCARE LTD,INE914M01019,Owner,ASTERDM,Aster DM Healthcare Limited,40.39,0.0,0.0,0.47,5.0,1.6,3.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.92,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,10.0,0.0,39.92,0.0,0.0
JBM AUTO LTD,INE927D01051,Owner,JBMA,JBM Auto Limited,67.53,2.42,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.11,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,7.0,0.0,0.0,5.0,2.42
ELGI EQUIPMENTS LTD,INE285A01027,Owner,ELGIEQUIP,Elgi Equipments Limited,31.19,10.88,8.0,0.0,0.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.31,2.0,0.17,1.0,0.0,0.0,0.0,0.0,10.950000000000001,10.0,0.0,0.0,8.0,10.88
ANGEL ONE LTD,INE732I01021,Owner,ANGELONE,Angel One Limited,28.87,22.19,7.0,0.0,0.0,0.04,1.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.29,10.0,0.0,0.0,7.0,22.19
RHI MAGNESITA INDIA LTD,INE743M01012,Mnc,RHIM,RHI MAGNESITA INDIA LIMITED,56.07,0.0,0.0,0.0,0.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.0,0.0,56.07,0.0,0.0
EIH LTD,INE230A01023,Owner,EIHOTEL,EIH Limited,32.85,2.1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,4.0,0.0,0.0,3.0,2.1
TEJAS NETWORKS LTD,INE010J01012,Professional,TEJASNET,Tejas Networks Limited,53.46,0.0,0.0,0.0,0.0,0.19,1.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,0.0,0.0,0.0,0.0
SONATA SOFTWARE LTD,INE269A01021,Owner,SONATSOFTW,Sonata Software Limited,28.17,26.8,4.0,0.0,0.0,1.16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.96,8.0,0.0,0.0,4.0,26.8
TANLA PLATFORMS LTD,INE483C01032,Owner,TANLA,Tanla Platforms Limited,46.17,39.35,2.0,0.0,0.0,1.76,1.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,10.0,0.0,0.0,0.0,0.0,0.0,0.0,41.23,5.0,0.0,0.0,2.0,39.35
TRIVENI TURBINE LTD,INE152M01016,Owner,TRITURBINE,Triveni Turbine Limited,55.84,28.56,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.56,9.0,0.0,0.0,8.0,28.56
FINOLEX INDUSTRIES LTD,INE183A01024,Owner,FINPIPE,Finolex Industries Limited,52.47,1.11,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.36,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,16.0,0.01,0.0,16.0,1.11
PIRAMAL PHARMA LTD,INE0DK501011,Owner,PPLPHARMA,Piramal Pharma Limited,34.86,0.19,9.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.66,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,10.0,0.0,0.0,9.0,0.19
BIRLASOFT LTD,INE836A01035,Owner,BSOFT,BIRLASOFT LIMITED,40.51,0.0,0.0,0.0,0.0,0.2,1.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21000000000000002,2.0,0.0,0.0,0.0,0.0
POLY MEDICURE LTD,INE205C01021,Owner,POLYMED,Poly Medicure Limited,62.42,35.05,14.0,0.2,2.0,0.0,0.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,35.26,18.0,0.0,0.0,14.0,35.05
JUPITER WAGONS LTD,INE209L01016,Owner,JWL,Jupiter Wagons Limited,68.31,10.73,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.24,1.0,38.34,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.73,8.0,0.0,19.24,7.0,10.73
GREAT EASTERN SHIPPING CO,INE017A01032,Owner,GESHIP,The Great Eastern Shipping Company Limited,30.07,25.47,15.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.47,19.0,0.0,0.0,15.0,25.47
ZENSAR TECHNOLOGIES LTD,INE520A01027,Owner,ZENSARTECH,Zensar Technologies Limited,49.01,0.07,8.0,0.0,0.0,0.15,1.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.94,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,10.0,0.0,0.0,8.0,0.07
SHREE RENUKA SUGARS LTD,INE087H01022,Mnc,RENUKA,Shree Renuka Sugars Limited,62.48,0.0,0.0,0.0,0.0,0.03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.0,0.0,62.48,0.0,0.0
CONCORD BIOTECH LTD,INE338H01029,Owner,CONCORDBIO,Concord Biotech Limited,44.08,39.54,5.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.74,6.0,0.0,0.0,5.0,39.54
JINDAL SAW LTD,INE324A01032,Owner,JINDALSAW,Jindal Saw Limited,63.25,1.18,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.35,6.0,36.72,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,28.0,0.0,25.35,27.0,1.18
PRAJ INDUSTRIES LTD,INE074A01025,Owner,PRAJIND,Praj Industries Limited,32.81,32.81,2.0,0.0,0.0,0.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.86,4.0,0.0,0.0,2.0,32.81
USHA MARTIN LTD,INE228A01035,Owner,USHAMART,Usha Martin Limited,40.52,1.51,5.0,1.74,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,2.0,27.82,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,11.0,0.0,9.45,5.0,1.51
KSB LTD,INE999A01023,Mnc,KSB,Ksb Limited,69.8,0.44,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.54,1.0,28.82,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,5.0,0.01,40.54,5.0,0.44
BLS INTERNATIONAL LTD,INE153T01027,Owner,BLS,BLS International Services Limited,70.39,26.62,12.0,0.0,0.0,0.02,1.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.77,11.0,0.0,0.0,0.0,0.0,0.0,0.0,26.650000000000002,15.0,0.0,0.0,12.0,26.62
RAMKRISHNA FORGINGS LTD,INE399G01023,Owner,RKFORGE,Ramkrishna Forgings Limited,43.13,6.08,5.0,0.0,0.0,0.0,0.0,0.07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15,8.0,0.0,0.0,5.0,6.08
AMBER ENTERPRISES INDIA LTD,INE371P01015,Owner,AMBER,Amber Enterprises India Limited,38.19,38.19,5.0,0.0,0.0,0.01,1.0,0.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.239999999999995,8.0,0.0,0.0,5.0,38.19
ROUTE MOBILE LTD,INE450U01017,Owner,ROUTE,ROUTE MOBILE LIMITED,74.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.85,0.0,0.0
OLECTRA GREENTECH LTD,INE260D01016,Owner,OLECTRA,Olectra Greentech Limited,50.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVS SUPPLY CHAIN SOLUTIONS L,INE395N01027,Owner,TVSSCS,TVS Supply Chain Solutions Limited,43.03,2.51,8.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.52,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,10.0,0.0,0.0,8.0,2.51
ALOK INDUSTRIES LTD,INE270A01029,Owner,ALOKINDS,Alok Industries Limited,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNC INFRATECH LTD,INE195J01029,Owner,PNCINFRA,PNC Infratech Limited,56.07,46.42,13.0,0.0,0.0,0.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.46,15.0,0.0,0.0,13.0,46.42
EID PARRY INDIA LTD,INE126A01031,Owner,EIDPARRY,EID Parry India Limited,41.44,1.96,27.0,0.01,1.0,0.0,0.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.48,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,30.0,0.0,0.0,27.0,1.96
SBFC FINANCE LTD,INE423Y01016,Professional,SBFC,SBFC Finance Limited,52.82,0.0,0.0,0.0,0.0,3.44,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,4.0,0.0,52.82,0.0,0.0
ECLERX SERVICES LTD,INE738I01010,Owner,ECLERX,eClerx Services Limited,54.52,27.33,4.0,27.2,1.0,0.0,0.0,0.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.57,7.0,0.02,0.0,4.0,27.33
SCHNEIDER ELECTRIC INFRASTRU,INE839M01018,Mnc,SCHNEIDER,Schneider Electric Infrastructure Limited,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,1.0,70.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.43,0.0,0.0
ELECON ENGINEERING CO LTD,INE205B01031,Owner,ELECON,Elecon Engineering Company Limited,59.27,3.98,6.0,0.0,0.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,10.0,0.04,0.0,6.0,3.98
GODAWARI POWER AND ISPAT LTD,INE177H01039,Owner,GPIL,Godawari Power And Ispat limited,63.49,49.48,20.0,0.0,0.0,0.01,1.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.02,5.0,0.0,0.0,0.0,0.0,0.0,0.0,49.51,23.0,0.0,0.0,20.0,49.48
TRIVENI ENGINEERING & INDUS,INE256C01024,Owner,TRIVENI,Triveni Engineering & Industries Limited,60.98,24.58,6.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.59,7.0,0.0,0.0,6.0,24.58
JM FINANCIAL LTD,INE780C01023,Owner,JMFINANCIL,JM Financial Limited,56.9,18.39,6.0,0.0,0.0,1.39,3.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.51,5.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,11.0,0.0,0.0,6.0,18.39
MAHARASHTRA SEAMLESS LTD,INE271B01025,Owner,MAHSEAMLES,Maharashtra Seamless Limited,70.28,5.42,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.86,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,14.0,0.0,0.0,12.0,5.42
ACTION CONSTRUCTION EQUIPMEN,INE731H01025,Owner,ACE,Action Construction Equipment Limited,65.42,65.42,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.44,7.0,0.0,0.0,5.0,65.42
DEEPAK FERTILISERS & PETRO,INE501A01019,Owner,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,45.63,0.79,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.84,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,7.0,0.0,0.0,6.0,0.79
GUJARAT AMBUJA EXPORTS LTD,INE036B01030,Owner,GAEL,Gujarat Ambuja Exports Limited,63.84,63.8,4.0,0.0,0.0,0.01,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.809999999999995,8.0,0.0,0.0,4.0,63.8
MINDA CORP LTD,INE842C01021,Owner,MINDACORP,Minda Corporation Limited,64.84,48.16,2.0,0.0,0.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.22,3.0,0.0,0.0,2.0,48.16
RATTANINDIA ENTERPRISES LTD,INE834M01019,Owner,RTNINDIA,RattanIndia Enterprises Limited,74.86,0.13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.73,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,2.0,0.0,0.0,1.0,0.13
RELIGARE ENTERPRISES LTD,INE621H01010,Professional,RELIGARE,Religare Enterprises Limited,26.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.27,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
