company_name_label,isin,label,symbol,company_name,promoter_total_pct,pct_IndividualsOrHinduUndividedFamily,num_IndividualsOrHinduUndividedFamily,pct_NonResidentIndividualsOrForeignIndividuals,num_NonResidentIndividualsOrForeignIndividuals,pct_DirectorsAndDirectorsRelatives,num_DirectorsAndDirectorsRelatives,pct_KeyManagerialPersonnel,num_KeyManagerialPersonnel,pct_RelativesOfPromotersOtherThanPromoterGroup,num_RelativesOfPromotersOtherThanPromoterGroup,pct_TrustsWhereAnyPersonBelongingToPromoterAndPromoterGroupIsisTrusteeOrBeneficiaryOrAuthorOfTrust,num_TrustsWhereAnyPersonBelongingToPromoterAndPromoterGroupIsisTrusteeOrBeneficiaryOrAuthorOfTrust,pct_CentralGovernmentOrPresidentOfIndia,num_CentralGovernmentOrPresidentOfIndia,pct_StateGovernmentsOrGovernors,num_StateGovernmentsOrGovernors,pct_ShareholdingByCompaniesOrBodiesCorporatewhereCentralOrStateGovernmentIsPromoter,num_ShareholdingByCompaniesOrBodiesCorporatewhereCentralOrStateGovernmentIsPromoter,pct_ForeignGovernment,num_ForeignGovernment,pct_CentralGovernmentOrStateGovernmentS,num_CentralGovernmentOrStateGovernmentS,pct_ForeignInstitutions,num_ForeignInstitutions,pct_ForeignPortfolioInvestor,num_ForeignPortfolioInvestor,pct_OtherForeignShareholders,num_OtherForeignShareholders,pct_OtherIndianShareholders,num_OtherIndianShareholders,pct_AssociateCompaniesOrSubsidiaries,num_AssociateCompaniesOrSubsidiaries,pct_BodiesCorporateIncludingSubsidiaries,num_BodiesCorporateIncludingSubsidiaries,pct_IndianFinancialInstitutionsOrBanks,num_IndianFinancialInstitutionsOrBanks,natural_pct_sum,natural_num_sum,govt_pct_sum,foreign_non_govt_pct_sum,hufi_num,hufi_pct
KIRLOSKAR OIL ENGINES LTD,INE146L01010,Owner,KIRLOSENG,Kirloskar Oil Engines Limited,41.08,35.33,13.0,0.0,0.0,0.0,0.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,4.0,0.0,0.0,0.0,0.0,0.0,0.0,35.35,15.0,0.0,0.0,13.0,35.33
ION EXCHANGE (INDIA) LTD,INE570A01022,Owner,IONEXCHANG,ION Exchange (India) Limited,25.58,21.15,12.0,1.1,1.0,0.01,1.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.0,0.01,1.0,0.0,0.0,0.0,0.0,22.28,15.0,0.0,0.0,12.0,21.15
JK LAKSHMI CEMENT LTD,INE786A01032,Owner,JKLAKSHMI,JK Lakshmi Cement Limited,45.12,1.82,17.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,23.0,0.0,0.0,17.0,1.82
RELIANCE POWER LTD,INE614G01033,Owner,RPOWER,Reliance Power Limited,24.98,0.05,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.93,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,9.0,0.0,0.0,5.0,0.05
VAIBHAV GLOBAL LTD,INE884A01027,Owner,VAIBHAVGBL,Vaibhav Global Limited,57.11,1.35,2.0,0.11,3.0,0.0,0.0,0.01,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4700000000000002,8.0,0.0,0.0,2.0,1.35
ANANT RAJ LTD,INE242C01024,Owner,ANANTRAJ,Anant Raj Limited,57.41,52.86,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.86,10.0,0.0,0.0,8.0,52.86
JAIPRAKASH POWER VENTURES LT,INE351F01018,Owner,JPPOWER,Jaiprakash Power Ventures Limited,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.0,0.0,0.0,0.0,0.0
JAI BALAJI INDUSTRIES LTD,INE091G01026,Owner,JAIBALAJI,Jai Balaji Industries Limited,64.84,5.76,11.0,0.0,0.0,0.0,0.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.08,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.779999999999999,13.0,0.0,0.0,11.0,5.76
NETWORK 18 MEDIA & INVTS LTD,INE870H01013,Professional,NETWORK18,Network18 Media & Investments Limited,56.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.89,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NAVA LTD,INE725A01030,Owner,NAVA,NAVA LIMITED,50.1,16.34,10.0,0.0,0.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.76,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53,12.0,0.0,0.0,10.0,16.34
ZEN TECHNOLOGIES LTD,INE251B01027,Owner,ZENTEC,Zen Technologies Limited,48.51,48.51,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.51,12.0,0.0,0.0,12.0,48.51
GRAVITA INDIA LTD,INE024L01027,Owner,GRAVITA,Gravita India Limited,55.88,32.38,1.0,0.0,0.0,0.0,0.0,0.02,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.400000000000006,4.0,0.0,0.0,1.0,32.38
GUJARAT PIPAVAV PORT LTD,INE517F01014,Mnc,GPPL,Gujarat Pipavav Port Limited,44.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,44.01,0.0,0.0
EPL LTD,INE255A01020,Mnc,EPL,EPL Limited,26.38,0.0,0.0,0.0,0.0,0.22,1.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,3.0,0.0,26.38,0.0,0.0
GHCL LTD,INE539A01019,Owner,GHCL,GHCL Limited,19.87,0.91,3.0,0.0,0.0,0.74,5.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99,2.0,12.97,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,9.0,0.0,5.99,3.0,0.91
BOROSIL RENEWABLES LTD,INE666D01022,Owner,BORORENEW,BOROSIL RENEWABLES LIMITED,58.77,9.02,4.0,0.0,1.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03,7.0,0.0,0.0,4.0,9.02
SURYA ROSHNI LTD,INE335A01020,Owner,SURYAROSNI,Surya Roshni Limited,62.89,4.5,9.0,0.0,0.0,0.45,2.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.39,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,13.0,0.0,0.0,9.0,4.5
ELECTRONICS MART INDIA LTD,INE02YR01019,Owner,EMIL,Electronics Mart India Limited,65.17,65.17,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.17,6.0,0.0,0.0,6.0,65.17
FORCE MOTORS LTD,INE451A01017,Owner,FORCEMOT,FORCE MOTORS LTD,61.63,4.25,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,7.0,0.0,0.0,6.0,4.25
AARTI DRUGS LTD,INE767A01016,Owner,AARTIDRUGS,Aarti Drugs Limited,55.03,41.78,28.0,0.0,0.0,5.43,7.0,0.0,0.0,0.35,3.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,11.0,0.0,0.0,0.0,0.0,0.0,0.0,47.63,39.0,0.0,0.0,28.0,41.78
MARKSANS PHARMA LTD,INE750C01026,Owner,MARKSANS,Marksans Pharma Limited,43.87,43.87,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.87,2.0,0.0,0.0,2.0,43.87
GABRIEL INDIA LTD,INE524A01029,Owner,GABRIEL,Gabriel India Limited,55.0,2.36,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,4.0,0.0,0.0,3.0,2.36
JAMNA AUTO INDUSTRIES LTD,INE039C01032,Owner,JAMNAAUTO,Jamna Auto Industries Limited,49.93,12.71,5.0,0.0,0.0,0.05,1.0,0.03,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.790000000000001,8.0,0.0,0.0,5.0,12.71
PG ELECTROPLAST LTD,INE457L01029,Owner,PGEL,PG Electroplast Limited,43.41,43.41,10.0,0.0,0.0,0.0,0.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.58,12.0,0.0,0.0,10.0,43.41
VOLTAMP TRANSFORMERS LTD,INE540H01012,Owner,VOLTAMP,Voltamp Transformers Limited,30.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.05,0.0,2.0,30.0
ARVIND LTD,INE034A01011,Owner,ARVIND,Arvind Limited,39.53,0.01,9.0,0.0,0.0,0.16,3.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.52,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,13.0,0.0,0.0,9.0,0.01
ELECTROSTEEL CASTINGS LTD,INE086A01029,Owner,ELECTCAST,Electrosteel Castings Limited,46.21,8.57,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.65,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,10.0,0.23,0.0,10.0,8.57
CHOICE INTERNATIONAL LTD,INE102B01014,Owner,CHOICEIN,Choice International Limited,53.65,44.89,15.0,0.0,0.0,0.77,4.0,0.04,2.0,0.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,4.0,0.0,0.0,0.0,0.0,0.0,0.0,46.540000000000006,22.0,0.0,0.0,15.0,44.89
HINDUSTAN CONSTRUCTION CO,INE549A01026,Owner,HCC,Hindustan Construction Company Limited,16.72,0.15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.57,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16999999999999998,5.0,0.0,0.0,4.0,0.15
TEXMACO RAIL & ENGINEERING L,INE621L01012,Owner,TEXRAIL,Texmaco Rail & Engineering Limited,48.34,7.08,7.0,0.04,2.0,0.62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.22,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,11.0,0.0,0.0,7.0,7.08
PTC INDIA LTD,INE877F01012,State,PTC,PTC India Limited,16.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.22,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0
RATTANINDIA POWER LTD,INE399K01017,Owner,RTNPOWER,RattanIndia Power Limited,44.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORIENT CEMENT LTD,INE876N01018,Owner,ORIENTCEM,Orient Cement Limited,72.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHOKA BUILDCON LTD,INE442H01029,Owner,ASHOKA,Ashoka Buildcon Limited,54.48,53.26,20.0,0.0,0.0,0.0,0.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,53.28,22.0,0.0,0.0,20.0,53.26
TIME TECHNOPLAST LTD,INE508G01029,Owner,TIMETECHNO,Time Technoplast Limited,47.51,7.12,6.0,0.0,0.0,0.03,3.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.39,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,11.0,0.0,0.0,6.0,7.12
GREAVES COTTON LTD,INE224A01026,Owner,GREAVESCOT,Greaves Cotton Limited,55.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PARAS DEFENCE & SPACE TECHNO,INE045601023,Owner,PARAS,Paras Defence and Space Technologies Limited,53.2,53.2,8.0,0.0,0.0,2.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.06,10.0,0.0,0.0,8.0,53.2
ASHAPURA MINECHEM LTD,INE348A01023,Owner,ASHAPURMIN,Ashapura Minechem Limited,47.88,29.91,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.97,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.91,9.0,0.0,0.0,7.0,29.91
GMR AIRPORTS LTD,INE776C01039,Owner,GMRAIRPORT,GMR AIRPORTS LIMITED,66.24,0.09,12.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.86,1.0,36.29,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,16.0,0.0,29.86,12.0,0.09
HYUNDAI MOTOR INDIA LTD,INE0V6F01027,Mnc,HYUNDAI,Hyundai Motor India Limited,82.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,82.5,0.0,0.0
HITACHI ENERGY INDIA LTD,INE07Y701011,Mnc,POWERINDIA,Hitachi Energy India Limited,71.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.31,0.0,0.0
JINDAL STEEL LTD,INE749A01030,Owner,JINDALSTEL,JINDAL STEEL LIMITED,62.69,2.06,19.0,0.05,1.0,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,7.0,55.75,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1199999999999997,22.0,0.0,4.85,19.0,2.06
VISHAL MEGA MART LTD,INE01EA01019,Owner,VMM,Vishal Mega Mart Limited,40.12,0.0,0.0,0.0,0.0,0.43,1.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,3.0,0.0,0.0,0.0,0.0
WAAREE ENERGIES LTD,INE377N01017,Owner,WAAREEENER,Waaree Energies Limited,64.19,45.85,8.0,0.0,0.0,0.0,0.0,0.72,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.57,12.0,0.0,0.0,8.0,45.85
