symbol,company_name,isin,owner_flag,owner_flag_final,owner_flag_final_hybrid,yaml_classification,yaml_matched_detail,judge,in_rev1,rev1_category,rev1_company_name,promoter_total_pct,natural_pct_sum,hufi_pct,dir_pct,kmp_pct,rel_pct,trust_pct,other_indian_pct,other_foreign_pct,foreign_non_govt_pct,govt_pct,ai_review_needed,owner_flag_ai,ai_confidence,ai_reasoning,promoter_names_full_list
CIGNITITEC,Cigniti Technologies Limited,INE675C01017,ambiguous_holding_indian,OWNER_WEAK,OWNER_WEAK,UNKNOWN,,rev1_outside,False,,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,True,,,,"Rythmos India Private Limited|Coforge Technologies Private Limited (erstwhile Coforge DPA Private Ltd.)|Coforge Solutions Private Limited|Coforge Business Process Solutions Private Limited|COFORGE LIMITED|Xceltrait Inc.|Rythmos Inc.|PT. Coforge Indonesia Services|Coforge, Japan GK|Coforge U.K. Ltd.|Coforge Technologies (Australia) Pty Ltd|Coforge SpA, Santigiago|Coforge Services Pty Ltd (erstwhile known as TMLabs Pty Ltd)|Coforge SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOSCIA|Coforge SF Limited, UK|Coforge SDN. BHD. Malaysia|Coforge S.R.L., Romania|Coforge S.A.|Coforge S.A de C.V, Mexico|Coforge Pte Ltd.|Coforge Limited,Thailand|Coforge Limited - Company One Person (Saudi Arabia)|Coforge Inc|Coforge GmbH|Coforge FZ LLC|Coforge DPA UK Ltd.|Coforge DPA NA Inc. USA|Coforge DPA Ireland Limited|Coforge DPA Australia Pty Ltd.|Coforge BV|Coforge BPS Philippines Inc|Coforge BPS North Carolina LLC|Coforge BPS America Inc.|Coforge BPM Inc.|Coforge Airline Technologies GmbH|Coforge A.B. Sweden"
JSWDULUX,JSW Dulux Limited,INE133A01011,ambiguous_holding_indian,OWNER_WEAK,OWNER_WEAK,UNKNOWN,,rev1_outside,False,,,61.2,0.0,0.0,0.0,0.0,0.0,0.0,61.2,0.0,0.0,0.0,True,,,,JSW PAINTS LIMITED|PANTER B.V.|IMPERIAL CHEMICAL INDUSTRIES LTD|AKZO NOBEL COATINGS INTERNATIONAL B.V|AKZO NOBEL CHEMICALS INTERNATIONAL B.V.|AKZO NOBEL ( C ) HOLDINGS B.V.
KITEX,Kitex Garments Limited,INE602G01020,ambiguous_holding_indian,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,56.66,0.0,0.0,0.0,0.0,0.0,0.0,56.66,0.0,0.0,0.0,True,ai_owner,0.95,"Jacob family (Boby M Jacob, Sabu M Jacob, Renjitha Joseph) + Kitex Childrenswear (家族 holding)",SABU M JACOB|RENJITHA JOSEPH|KITEX CHILDRENSWEAR LIMITED|BOBY M JACOB
RALLIS,Rallis India Limited,INE613A01020,ambiguous_holding_indian,NOT_OWNER,NOT_OWNER,PROFESSIONAL,PROFESSIONAL=[Tata Sons(Tata Sons Private Limited)],rev1_outside,False,,,55.08,0.0,0.0,0.0,0.0,0.0,0.0,55.08,0.0,0.0,0.41,True,ai_professional,0.9,"Tata group 各社 (British Salt, Brunner Mond 等 = Tata Chemicals 関連子会社)。Tata Sons 信託支配",Tata Sons Private Limited|Tata Chemicals Limited|Ncourage Social Enterprise Foundation|Ewart Investments Limited|Winnington CHP Limited|The Block Salt Company Limited|Tata Chemicals South Africa Proprietary Limited|Tata Chemicals Soda Ash Partners LLC|Tata Chemicals North America Inc.|Tata Chemicals Magadi Limited|Tata Chemicals International Pte. Ltd|Tata Chemicals Europe Limited|TCE Group Limited|TC Africa Holdings Limited|Northwich Resource Management Limited|New Cheshire Salt Works Limited|Natrium Holdings Limited|Magadi Railway Company Limited|Indo Maroc Phosphore S.A.|Homefield Pvt. UK Limited|Gusiute Holdings (UK) Limited|Cheshire Salt Limited|Cheshire Salt Holdings Limited|Brunner Mond Group Limited|British Salt Limited|Alcad
SMLMAH,SML Mahindra Limited,INE294B01019,ambiguous_holding_indian,OWNER,OWNER,OWNER,"OWNER=[Mahindra(Mahindra),Bristlecone(Mahindra),Automobili Pininfarina(Mahindra),Classic Legends(Mahindra),Erkunt(Mahindra)]",rev1_outside,False,,,58.97,0.0,0.0,0.0,0.0,0.0,0.0,58.97,0.0,0.0,0.0,True,ai_owner,0.75,SML Isuzu から Mahindra Group 傘下へ移行した銘柄。promoter は Tech Mahindra / Bristlecone 等 Mahindra Group 法人。Anand Mahindra 一族のオーナー企業群の一員,"ZipZap Logistics Private Limited|Velos Hybren Private Limited|V-Link Freight Services Private Limited|Ultrogen Hybren Private Limited|Tech Mahindra Limited|Target Hybren Private Limited|Swaraj Engines Limited|Steer Hybren Private Limited|Smartshift Logistics Solution Private Limited|Shreyas Stones Private Limited (w.e.f. 27.06.2025)|Rhyme Hybren Private Limited|Resurgence Solarize Urja Private Limited|ReNew Sunlight Energy Private Limited|Quest Hybren Private Limited|Pulse Hybren Private Limited|PSL Media & Communications Limited   (w.e.f. 16.09.2025)|Orion Hybren Private Limited|Officemartindia.com Limited.|New Democratic Electoral Trust (w.e.f. 16.09.2025)|Neon Hybren Private Limited|NBS International Limited|Moonshine Construction Private Ltd|Mitsubishi Mahindra Agricultural Machinery co., Ltd.|Migos Hybren Private Limited|Marvel Solren Private Limited|Martial Solren Private Limited|Mahindra-BT Investment Company (Mauritius) Limited|Mahindra eMarket Limited (formerly known as Mriyalguda Farm Solution Limited)|Mahindra World City Developers Limited|Mahindra World City (Maharashtra) Limited|Mahindra World City (Jaipur) Limited|Mahindra Water Utilities Limited|Mahindra Top Greenhouses Private Limited|Mahindra Teqo Private Limited 
(formerly known as MachinePulse Tech Private Limited)|Mahindra Telephonics Integrated Systems Limited|Mahindra Susten Private Limited (formerly known as Mahindra EPC Services Private Limited)|Mahindra Sustainable Energy Private Limited  (formerly known as Mahindra Telecom Energy Management Services Private Limited- name changed )|Mahindra Summit Agriscience Limited|Mahindra Steel Service Centre Limited|Mahindra Solarize Private Limited|Mahindra Rural Housing Finance Limited|Mahindra Overseas Investment Company (Mauritius) Limited|Mahindra Manulife Trustee Private Limited (formerly known as Mahindra Trustee Company Private Limited)|Mahindra Manulife Investment Management Private Limited (formerly known as Mahindra Asset Management Company Private Limited)|Mahindra MSTC Recycling Private Limited  (subsidiary on account of control on composition of majority Board of Directors)|Mahindra Logistics Limited|Mahindra Lifespace Developers Limited|Mahindra Last Mile Mobility Limited|Mahindra Knowledge Park Mohali Limited|Mahindra Integrated Business Solutions Private Limited|Mahindra Insurance Brokers Limited|Mahindra Infrastructure Developers Limited|Mahindra Industrial Park Private Limited (formerly known as Industrial Cluster Private Limited)|Mahindra Industrial Park Chennai Limited|Mahindra Hotels and Residences India Limited|Mahindra Homes Private Limited|Mahindra Holidays & Resorts India Limited|Mahindra Holidays & Resorts Harihareshwar Limited|Mahindra Holdings Limited|Mahindra Happinest Developers Limited [formerly known as Mahindra Happinest Developers Private Limited ]|Mahindra HZPC Private Limited (formerly known as Mahindra Investments (International) Private Limited)|Mahindra Fruits Private Limited ( Formerly known as Mahindra Greenyard Private Limited)|Mahindra First Choice Wheels Limited|Mahindra Finance CSR Foundation|Mahindra Electrical Steel Private Limited|Mahindra Electric Automobile Limited|Mahindra EPC Irrigation Limited (Formerly known as EPC Industrié Limited)|Mahindra Defence Systems Limited|Mahindra Construction Company Ltd|Mahindra Bloomdale Developers Limited (Formerly known as Mahindra Bebanco Developers Limited)|Mahindra Automotive North America Inc.|Mahindra Auto Steel Private Limited|Mahindra Airways Limited|Mahindra Agri Solutions Limited (Formerly known as Mahindra Shubhlabh Services Limited)|Mahindra Aerostructures Private Limited|Mahindra Aerospace Private Limited|Mahindra Advanced Technlogies Limited (w.e.f. 07.04.2025)|Mahindra Accelo Limited (Formerly known as Mahindra Intertrade Limited)|Mahindra & Mahindra Financial Services Limited|Mahindra & Mahindra Contech Limited  (w.e.f. 16.09.2025)|MLL Mobility Private Limited (Formerly Known as MERU MOBILITY TECH PRIVATE LIMITED.|MLL Express Services Private Limited (Formerly known as Meru Travel Solutions Private Limited)|MAHINDRA & MAHINDRA LIMITED|M.I.T.R.A Agro Equipments Private Limited|Lords Freight (India) Private Limited|Layer Hybren Private Limited|Kyros Hybren Private Limited|Kota Farms Services Limited (w.e.f. 16.09.2025)|Knowledge Township Limited|Jade Hybren Private Limited|Industrial Township (Maharashtra) Limited|Illuminate Hybren Private Limited [Formerly known as Icarus Hybren Private Limited]|Hazel Hybren Private Limited|Guestline Hospitality Management and Developement Services Limited|Gromax Agri Equipment Limited (Formerly known as Mahindra Gujarat Tractor Limited)|Gelos Solren Private Limited|Gables Promoters Private Limited|Furies Solren Private Limited|Deep Mangal Developers Private Ltd|Classic Legends Private Limited|Carnot Technologies Private Limited|Bristlecone Worldwide, Inc. (Formerly known as Bristlecone Ltd.)|Bristlecone India Limited|Blue Planet Integrated Waste Solutions Private Limited|Anthurium Developers Limited|2 x 2 Logistics Private Limited|Åre Villa 3 AB [Formerly known as Visionsbolaget 12191 AB (w.e.f. 26.01.2018)]|The Birmingham Small Arms Company Limited|Sampo Rosenlew Oy, Finland|PT Mahindra Accelo Steel Indonesia|PF Holdings B.V.|Ownership Service Sweden Ab|Mahindra do Brasil Industrial Ltda.|Mahindra and Mahindra South Africa (Proprietary) Limited|Mahindra Vehicle Sales and Service Inc.|Mahindra USA, Inc.|Mahindra Two Wheelers Europe Holdings S.a.r.l|Mahindra South East Asia Limited|Mahindra Racing UK Limited (w.e.f 17.11.2025)|Mahindra MiddleEast Electrical Steel Service Centre (FZC)|Mahindra Ideal Lanka (Private Limited)|Mahindra Ideal Finance Limited [Formerly known as Ideal Finance Limited]|Mahindra Europe s.r.l.|Mahindra Emirates Vehicle Armouring FZ-LLC|Mahindra Automotive Mauritius Limited|Mahindra Automotive Australia Pty. Ltd.|Mahindra Armored Vehicles Jordan, LLC.|Mahindra Aerospace Australia Pty. Limited|MLL Global Logistics Limited (w.e.f. 6.12.2022)|MHR Holdings (Mauritius) Limited|MH Boutique Hospitality Limited (subsidiary on account of control on composition of majority Board of Directors)|Kiinteistö Oy Rauhan Liikekiinteistöt 1|Keskinäinen Kiinteistö Oy Salla Star (w.e.f. 03.07.2025)|Infinity Hospitality Group Company Limited|Holiday Club Sweden Ab  Are|Holiday Club Sport and Spa Hotels AB (Formerly known as Visionsbolaget 10088 AB)|Holiday Club Resorts Oy|Holiday Club Canarias Vacation Club SLU  (formerly known as Passeport Sante SL)|Holiday Club Canarias Sales & Marketing S.L.U|Holiday Club Canarias Resort Management S.L.U|Holiday Club Canarias Investment S.L.U|Heritage Bird (M) Sdn Bhd|Erkunt Traktor Sanayii A.S.|Erkunt Sanayi A.S.|Covington S.ar.l.|Bristlecone UK Limited|Bristlecone Middle East DMCC|Bristlecone International AG|Bristlecone Internacional Costa Rica Limited|Bristlecone Inc.|Bristlecone GmbH|Bristlecone Consulting Limited|Bristlecone (Singapore) Pte. Limited|Bristlecone (Malaysia) SDN.BHD|BSA Corporation Limited|BSA Company Limited|B.S.A. Motor Cycles Limited|Automobili Pininfarina GmbH [Formerly known as Blitz 18-371 GmbH]|Automobili Pininfarina Americas Inc.  (formerly known as Harkey Acquisition, L.L.C., USA )"
TRAVELFOOD,Travel Food Services Limited,INE103V01028,ambiguous_holding_indian,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,86.19,0.0,0.0,0.0,0.0,0.0,0.0,36.18,50.01,50.01,0.0,True,ai_owner,0.9,"Kapur family (Sunil, Varun, Karan, Jay, Ved, Veer Kapur 等 16名 + family holding companies)","Wishopedia Services Private Limited|Whiz Edu Centre LLP|Travel Food Works Private Limited|Think Foods Technology Private Limited|Soham Enclaves LLP|SNVK Management Services Private Limited|River F&B Private Limited|Prime Investment Private Limited|Muffin Design Solutions Private Limited|Mogra Projects LLP|Mogra Life (OPC) Private Limited|Mogra Lane LLP|L.K. Talreja Broking Private Limited|Kardar Films Private Limited|Kapur Family Trust* (Represented through it's
Trustee - SNVK Managment Services Private
Limited)|Kapco Caterers|Kapco Banquets and Catering Private Limited|K Investments Trust|K Corporation Trust|Healthy Pantry LLP|Grand Cuisines Private Limited|Global Kitchens Private Limited|Global Kitchens F&B LLP|Films Private Limited|Everest Caterers LLP|Deluxe Caterers Private Limited|Caterhero Technologies Private Limited|Carousel Events LLP|Bombay Brasserie Private Limited|Blue Cliff Restaurants Private Limited|Alabama Estates LLP|Al-Quresh Exim LLP|Al-Noor Global Exports Private Limited|Whistlestop Operators Limited|Whistlestop Foods Limited|Whistlestop Airports Limited|WA Airport Hospitality Pty Limited|Station Food GmbH|Select Service Partner UK Limited|Select Service Partner Spain Financing S.L.|Select Service Partner Singapore Pte Limited|Select Service Partner SAS|Select Service Partner S.A.U|Select Service Partner Retail Catering Limited|Select Service Partner Restaurants Hellas Single Member SA|Select Service Partner Philippines Corporation|Select Service Partner New Zealand Limited|Select Service Partner Malaysia Sdn Bhd|Select Service Partner Lithuania UAB|Select Service Partner Limited|Select Service Partner LLC|Select Service Partner Israel Limited|Select Service Partner Ireland Limited|Select Service Partner Hong Kong Limited|Select Service Partner Finland OY|Select Service Partner Eesti A/S|Select Service Partner Co Limited|Select Service Partner Bulgaria EOOD|Select Service Partner Asia Pacific Limited|Select Service Partner AS|Select Service Partner (Schweiz) AG|Select Service Partner (Cambodia) Limited|Scandinavian Service Partner AB|SSPMY Serai Sdn Bhd|SSP-Mactan Cebu Corporation|SSP Österreich GmbH|SSP TFS HK Lounge Limited|SSP Sweden Financing AB|SSP South America Holdings Limited|SSP Services (Malaysia) Sdn Bhd|SSP Restaurantes Brasil Limitada|SSP Québec Food Services Inc.|SSP Province SAS|SSP Paris SASU|SSP Norway Financing AS|SSP Newco AB|SSP Nederland B.V.|SSP Museum SAS|SSP Mexico Aeropuertos,S. De R.L. De C.V|SSP Luxembourg S.A|SSP Lounge Holdings Global Limited|SSP Louis Airports Restaurants Limited|SSP Italia S.R.L|SSP Iceland ehf|SSP Hungary Catering KFT|SSP Hudson BNA Concessions, LLC|SSP Group plc|SSP Group Holdings Limited|SSP France Financing SAS|SSP Four Peaks PHX, LLC|SSP Financing UK Limited|SSP Financing No. 2 Limited|SSP Financing Limited|SSP Financing Germany GmbH|SSP Euro Holdings Limited|SSP Emirates LLC|SSP Egypt for Restaurants JSC|SSP Deutschland GmbH|SSP Denmark APS|SSP China Development Limited|SSP Catering Cyprus Limited|SSP Caraïbes|SSP Canada Food Services Inc.|SSP Canada Airport Services Inc.|SSP Bermuda Holdings Limited|SSP Belgium SPRL|SSP Bahrain WLL|SSP Aérobel SPRL|SSP Australia Financing Limited|SSP Australia Catering Pty Limited|SSP Australia Airport F&B Pty Limited|SSP Australia Airport Concessions Pty Limited|SSP Asia Pacific Holdings Limited|SSP Arabia Limited|SSP America, Inc|SSP America Texas, LLC|SSP America Texas, Inc.|SSP America Tampa, LLC|SSP America Sky Gamerz SEA, LLC|SSP America Sky Gamerz ATL, LLC|SSP America STS, LLC|SSP America SRQ, LLC|SSP America SNA, LLC|SSP America SMF, LLC|SSP America SMF II, LLC|SSP America SLC, LLC|SSP America SJC, LLC|SSP America SFO, LLC|SSP America SFB, LLC|SSP America SEA, LLC|SSP America SEA II, LLC|SSP America SAT, LLC|SSP America SAT II, LLC|SSP America SAN, LLC|SSP America SAN T1, LLC|SSP America RSW, LLC|SSP America RDU, LLC|SSP America PIT, LLC|SSP America PIE, LLC|SSP America PHX, LLC|SSP America PHX T3, LLC|SSP America PHL, LLC|SSP America PDX, LLC|SSP America PBI, LLC|SSP America ORD, LLC|SSP America ONT, LLC|SSP America OMA, LLC|SSP America OKC, LLC|SSP America OAK, LLC|SSP America Milwaukee, LLC|SSP America MSY, LLC|SSP America MSP, LLC|SSP America MSN, LLC|SSP America MIA, LLC|SSP America MIA II, LLC|SSP America MDW, LLC|SSP America MCO, LLC|SSP America MCO II, LLC|SSP America LGA, LLC|SSP America LBB, LLC|SSP America KCI, LLC|SSP America KCGI JFK T7, LLC|SSP America JFK, LLC|SSP America JFK T6, LLC|SSP America JFK T5, LLC|SSP America JFK T1, LLC|SSP America IND, LLC|SSP America IND HC, LLC|SSP America IAH ITRP, LLC|SSP America IAH|SSP America IAD, LLC|SSP America Hudson SAT, LLC|SSP America Houston, LLC|SSP America HPN, LLC|SSP America HOU, LLC|SSP America Gladco, Inc|SSP America GSP, LLC|SSP America GEG, LLC|SSP America FAT, LLC|SSP America EWR, LLC|SSP America EWR PB, LLC|SSP America Denver, LLC|SSP America Denver C Core, LLC|SSP America Denver C CTR Core, LLC|SSP America DTW, LLC|SSP America DTW II, LLC|SSP America DFWI, LLC|SSP America DFW, LLC|SSP America DEN C Center West, LLC|SSP America DAL, LLC|SSP America D&B DFW, LLC|SSP America CVG, LLC|SSP America COS, LLC|SSP America CLE, LLC|SSP America CID, LLC|SSP America BUR, LLC|SSP America BOS, LLC|SSP America BOI, LLC|SSP America BNA, LLC|SSP America BDL, LLC|SSP America AZA, LLC|SSP America ATW, LLC|SSP America ATL, LLC|SSP America ABQ, LLC|SSP Airport Restaurants, S.L.|SSP Air Limited|SSP Aeroports Parisiens SAS|SSP AMERICA (USA), LLC|SSP AD Lounges HK Limited|Rail Gourmet UK Holdings Limited|Rail Gourmet U.K. Limited|Rail Gourmet Holding AG|Rail Gourmet Group Limited|Procurement 2U Limited|PT SSP Taurus Gemilang Indonesia|Millie’s Cookies Limited|Millie’s Cookies (Retail) Limited|Millie’s Cookies (Franchise) Limited|Millies Limited|Mack II SSP ATL, LLC|MCO Airport Experience Venture, LLC|Les Buffets Boutiques et Services des Autoroutes de France SNC|LBC PDX, LLC|Jackson Airport Concessions, LLC|Harry’s Airport JV|Grimco Pty. Limited|Good Coffee PDX, LLC|GEI Investments Limited|Foodlasa, S.L.|Flavor of ATL, LLC|ECG Ventures Limited|Crews SSP ATL, LLC|Creative PTI, LLC|Cale Inglis Investments Limited|CBC SSP America DFW, LLC|CBC SSP America DAL, LLC|Belleview Limited|Belleview Holdings Limited|Bars et Restaurants Aéroport Lyon Saint Exupéry SAS|Airport Retail Enterprises Pty Limited|ATL Dine and Fly, LLC|Vinod Chopra|Vidhi Karan Kapur|Veer Kapur|Veena Chopra|Ved Kapur|Varun Kapur|Varun Chopra|Sunil Kapur|Shivani Saahil Murarka|Neelu Kapur|Malti Harish Talreja|Karan Kapur|Jay Kapur|Inaaya Kapur|Harish Balram Talreja|Aisha Kapur|Aditi Varun Kapur"
ABB,ABB India Limited,INE117A01022,ambiguous_holding_foreign,NOT_OWNER,NOT_OWNER,UNKNOWN,,TN,True,MNC,ABB INDIA LTD,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,True,ai_mnc,0.99,ABB Asea Brown Boveri Limited + ABB NORDEN HOLDING AB = スイス多国籍企業 ABB の 100% 子会社,ABB NORDEN HOLDING AB|ABB Asea Brown Boveri Limited
ABBOTINDIA,Abbott India Limited,INE358A01014,ambiguous_holding_foreign,NOT_OWNER,NOT_OWNER,UNKNOWN,,TN,True,MNC,ABBOTT INDIA LTD,74.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99,74.99,0.0,True,ai_mnc,0.98,"Abbott Laboratories (USA) の完全子会社。promoter 100% foreign (Abbott Capital India, Abbott Healthcare Products, British Colloids)。創業家支配なし",BRITISH COLLOIDS LIMITED|ABBOTT HEALTHCARE PRODUCTS LIMITED|ABBOTT CAPITAL INDIA LIMITED
BOSCHLTD,Bosch Limited,INE323A01026,ambiguous_holding_foreign,NOT_OWNER,NOT_OWNER,UNKNOWN,,TN,True,MNC,BOSCH LTD,70.54,0.0,0.0,0.0,0.0,0.0,0.0,2.78,67.76,67.76,0.0,True,ai_mnc,0.99,Robert Bosch GmbH + Robert Bosch Internationale Beteiligungen AG = ドイツ多国籍企業 Bosch,BOSCH GLOBAL SOFTWARE TECHNOLOGIES PRIVATE LIMITED|ROBERT BOSCH INTERNATIONALE BETEILIGUNGEN AG|ROBERT BOSCH  GMBH
COHANCE,Cohance Lifesciences Limited,INE03QK01018,ambiguous_holding_foreign,NOT_OWNER,NOT_OWNER,UNKNOWN,,TN,True,Professional,COHANCE LIFESCIENCES LTD,57.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.49,57.49,0.01,True,ai_professional,0.8,Berhyanda Limited + Jusmiral Holdings = Advent International (PE ファンド) の投資 vehicle,JUSMIRAL HOLDINGS LIMITED|BERHYANDA LIMITED
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,ambiguous_holding_foreign,NOT_OWNER,NOT_OWNER,UNKNOWN,,TN,True,MNC,COLGATE PALMOLIVE (INDIA),51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0,True,ai_mnc,0.99,Colgate-Palmolive Company + Colgate-Palmolive (Asia) Pte Ltd = 米国多国籍企業 Colgate,Norwood International Incorporated|Colgate-Palmolive Company|Colgate-Palmolive (Asia) Pte Ltd
CSBBANK,CSB Bank Limited,INE679A01013,ambiguous_holding_foreign,NOT_OWNER,NOT_OWNER,UNKNOWN,,TN,True,Professional,CSB BANK LTD,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,True,ai_professional,0.85,FIH Mauritius Investments Ltd = Fairfax India Holdings (Prem Watsa)。機関投資家/PE 型,FIH Mauritius Investments Ltd
FORTIS,Fortis Healthcare Limited,INE061F01013,ambiguous_holding_foreign,NOT_OWNER,NOT_OWNER,UNKNOWN,,TN,True,MNC,FORTIS HEALTHCARE LTD,31.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.17,31.17,0.0,True,ai_mnc,0.9,Northern TK Venture Pte. Ltd. = マレーシア IHH Healthcare Berhad の投資子会社,NORTHERN TK VENTURE PTE. LTD.
HONAUT,Honeywell Automation India Limited,INE671A01010,ambiguous_holding_foreign,NOT_OWNER,NOT_OWNER,UNKNOWN,,TN,True,MNC,HONEYWELL AUTOMATION INDIA,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,True,ai_mnc,0.99,HAIL Mauritius Limited = 米国 Honeywell International の Mauritius 子会社,HAIL Mauritius Limited
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,ambiguous_holding_foreign,NOT_OWNER,NOT_OWNER,UNKNOWN,,TN,True,MNC,KANSAI NEROLAC PAINTS LTD,74.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.98,74.98,0.0,True,ai_mnc,0.99,Kansai Paint Company Limited = 日本 関西ペイント,Kansai Paint Company Limited
KFINTECH,Kfin Technologies Limited,INE138Y01010,ambiguous_holding_foreign,NOT_OWNER,NOT_OWNER,UNKNOWN,,TN,True,Professional,KFIN TECHNOLOGIES LTD,22.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.87,22.87,0.0,True,ai_professional,0.85,General Atlantic (PE ファンド) グループの各種 Pte Ltd / Holdings が promoter,"Rubicon Research Limited|Rubicon Consumer Healthcare Limited|Rubicon Academy LLP|Nobroker Technologies Solutions Private 
Limited|Kia Health Tech Private Limited|House of Anita Dongre Private Limited|Capital Foods Private Limited|Absolute Barbeque Private Limited|ASG Hospital Private Limited|SH2021 Pte. Ltd.|SBX Pte. Ltd.|Rubicon Research Pvt. Ltd. (Singapore)|Rubicon Research Canada Ltd.|Rubicon Research Australia Pty Ltd.|Ocean Imagination Parallel L.P|Ocean Imagination L.P.|NC Hotels Investment Holding Pte. Ltd.|JOY Group Inc.|General Atlantic Singapore ZT Pte. Ltd.|General Atlantic Singapore ZRM Pte. Ltd.|General Atlantic Singapore XMYA Pte. Ltd.|General Atlantic Singapore XMYA II Pte. Ltd.|General Atlantic Singapore WX Pte. Ltd.|General Atlantic Singapore WB Pte. Ltd.|General Atlantic Singapore VNL Pte. Ltd.|General Atlantic Singapore UCH2 Pte. Ltd.|General Atlantic Singapore UCH Pte. Ltd.|General Atlantic Singapore TT Pte. Ltd.|General Atlantic Singapore TL Pte. Ltd.|General Atlantic Singapore TCS Pte. Ltd.|General Atlantic Singapore TBO Pte. Ltd.|General Atlantic Singapore SPV 88 Pte. Ltd.|General Atlantic Singapore SPV 87 Pte. Ltd.|General Atlantic Singapore SPV 86 Pte. Ltd.|General Atlantic Singapore SPV 85 Pte. Ltd.|General Atlantic Singapore SPV 84 Pte. Ltd.|General Atlantic Singapore SPV 83 Pte. Ltd.|General Atlantic Singapore SPV 82 Pte. Ltd.|General Atlantic Singapore SPV 81 Pte. Ltd.|General Atlantic Singapore SPV 79 Pte. Ltd.|General Atlantic Singapore SPV 76 Pte. Ltd.|General Atlantic Singapore SPV 69 Pte. Ltd.|General Atlantic Singapore SPV 68 Pte. Ltd.|General Atlantic Singapore SPV 64 Pte. Ltd.|General Atlantic Singapore SPV 57 Pte. Ltd.|General Atlantic Singapore SNP Pte. Ltd.|General Atlantic Singapore SHT Pte. Ltd.|General Atlantic Singapore SCA Pte. Ltd.|General Atlantic Singapore RR Pte. Ltd.|General Atlantic Singapore RL Pte. Ltd.|General Atlantic Singapore RG Pte. Ltd.|General Atlantic Singapore PYX Pte. Ltd.|General Atlantic Singapore PPIL Pte. Ltd.|General Atlantic Singapore PPI Pte. Ltd.|General Atlantic Singapore PP Pte. Ltd.|General Atlantic Singapore OT Pte. Ltd.|General Atlantic Singapore NT Pte. Ltd.|General Atlantic Singapore MYDP Pte. Ltd.|General Atlantic Singapore MFW Pte. Ltd.|General Atlantic Singapore MB Pte. Ltd.|General Atlantic Singapore LPB Pte. Ltd.|General Atlantic Singapore LGS Pte. Ltd.|General Atlantic Singapore KM Pte. Ltd.|General Atlantic Singapore KH Pte. Ltd.|General Atlantic Singapore KGBio Pte. Ltd.|General Atlantic Singapore KFT Pte. Ltd.|General Atlantic Singapore JP Pte. Ltd.|General Atlantic Singapore JDD Pte. Ltd.|General Atlantic Singapore Interholdco Ltd.|General Atlantic Singapore INS Pte. Ltd.|General Atlantic Singapore HR Pte. Ltd.|General Atlantic Singapore HM Pte. Ltd.|General Atlantic Singapore HCM Pte. Ltd.|General Atlantic Singapore HAD Pte. Ltd.|General Atlantic Singapore GMT Pte. Ltd.|General Atlantic Singapore GC Pte. Ltd.|General Atlantic Singapore Fund Pte. Ltd.|General Atlantic Singapore FTH Pte. Ltd.|General Atlantic Singapore FT Pte. Ltd.|General Atlantic Singapore EDL Pte. Ltd.|General Atlantic Singapore DD Pte. Ltd.|General Atlantic Singapore DCR Pte. Ltd.|General Atlantic Singapore Commander Pte. Ltd.|General Atlantic Singapore CV Pte. Ltd.|General Atlantic Singapore CP Pte. Ltd.|General Atlantic Singapore CMR Pte. Ltd.|General Atlantic Singapore CF Pte. Ltd.|General Atlantic Singapore BTH Pte. Ltd.|General Atlantic Singapore BF Pte. Ltd.|General Atlantic Singapore ASGH Pte. Ltd.|General Atlantic Singapore AR Pte. Ltd.|General Atlantic Singapore AML Pte. Ltd.|General Atlantic Singapore AM Pte. Ltd.|General Atlantic Singapore AI Pte. Ltd.|General Atlantic Singapore ACK Pte. Ltd.|General Atlantic Singapore AB2 Pte. Ltd.|General Atlantic Singapore AB Pte. Ltd.|General Atlantic Singapore 58TP Pte. Ltd.|GA Robusta F&B Holding Pte. Ltd.|GA Robusta F&B Company Pte. Ltd.|GA Robusta Asia Holding, L.P.|EJC Pte. Ltd.|Bright Dimension Pte. Ltd.|Advatech Bio Pharma Ltd.|Advagen Pharma Ltd.|Advagen Holding INC"
