symbol,company_name,isin,owner_flag,owner_flag_final,owner_flag_final_hybrid,yaml_classification,yaml_matched_detail,judge,in_rev1,rev1_category,rev1_company_name,promoter_total_pct,natural_pct_sum,hufi_pct,dir_pct,kmp_pct,rel_pct,trust_pct,other_indian_pct,other_foreign_pct,foreign_non_govt_pct,govt_pct,ai_review_needed,owner_flag_ai,ai_confidence,ai_reasoning,promoter_names_full_list
KRN,,INE0Q3J01015,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,65.69,65.69,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,KRNCOILS Private Limited|YASHPAL YADAV|SUDESH DEVI|SOMWATI DEVI|SEEMA DEVI|SANTOSH KUMAR YADAV|RIDHAM YADAV|RAKESH KUMAR YADAV|NEELAM YADAV|NAISHA YADAV|MAYA RANI|MANOHAR LAL|LATE CHANDER SINGH|KOMAL YADAV|KAMLA DEVI|BALBIR SINGH|ARTI YADAV|ANJU DEVI
LOTUSDEV,,INE0V9Q01010,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,81.86,72.04,72.04,0.0,0.0,0.0,0.0,9.83,0.0,0.0,0.0,False,,,,Yureka Cosmetics Private Limited|Yureka Beauty Private Limited|Xperia Realty LLP|Uniwood Systems LLP|True Vritika Projects Private Limited|Sri Lotus Real Estate Creators (India) Private Limited|Sigma Fiscals Private Limited|Shivshrushti Real Estate Private Limited|Rudratej Properties Private Limited|Rodium Realty Limited|Rodium Housing LLP|Riddhi Projects Private Limited|Readystage LLP|RUDRATEJ PANDIT FAMILY TRUST (Trustee ROOPA ANAND PANDIT)|RPAP Properties Private Limited|RPAP Projects and Developers LLP|RPAP FAMILY TRUST (Trustee ROOPA ANAND PANDIT)|RDH Infraspaces|Purna Projects Private Limited|Pandit Family Trust|Ninety9 Ventures LLP|Lotus Telenetwork LLP|Lotus Sunny Side Up Entertainment LLP|Lotus Pictures Private Limited|Lotus Foundation (Charitable Trust)|Lokahi Wellness Private Limited|Kingstay Real Estate Private Limited|Kamal Value Realty (India) Private Limited|Girikand Projects Private Limited|Fluid Realty LLP|Dalia Charitable Trust|Credence Realty Private Limited|College Pictures LLP|Caproot Ventures LLP|C.N.A Architects|Bombay Masti Films LLP|Bluepearl Homes Private Limited|Ashka Properties Private Limited|Anand Pandit Motion Pictures LLP|Anand Pandit Family Trust|Aishwarya Property & Estate Private Limited|Aish Motion Pictures LLP|ASHKA PANDIT FAMILY TRUST (Trustee ROOPA ANAND PANDIT)|ARH Interior|AP Motion Pictures Private Limited|AKP Family Will Trust|AISHWARYA PANDIT FAMILY TRUST (Trustee ROOPA ANAND PANDIT)|81 Estates LLP|Rhodium Digital Inc|Lotus Signature LLC|Grandeur LLC|Blackstone Digital FZ LLC|Vansh Chheda|Trupti Dave|Shilpa Trivedi|Rohan Chheda|RUDRATEJ ANAND PANDIT|ROOPA ANAND PANDIT|Parul Mehta|Paarth Chheda|Krupa Chheda|Kartikey Pandit|Deepak Chheda HUF|Deepak Chheda|DIMPLE KAMAL DALIA|Anand Kamalnayan Pandit HUF|ASHKA ANAND PANDIT|ANAND KAMALNAYAN PANDIT|AISHWARYA ANAND PANDIT
MANORAMA,,INE00VM01036,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,54.32,54.32,54.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Vinita Ashish Saraf|Shrey Ashish Saraf|Bidyadevi Agarwal|Ashish Ramesh Saraf|Agastya Saraf
NESCO,,INE317F01035,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,68.54,26.78,26.78,0.0,0.0,0.0,0.0,35.41,6.35,6.35,0.0,False,,,,PATEL CONSULTANCY SERVICES PRIVATE LIMITED|CHANDLER & PRICE (I) PVT LTD|ENGINEERING GLOBAL PTE LIMITED|SUDHA SUMANT PATEL|S J PATEL HUF|KRISHNA SUMANT PATEL|AARAV KRISHNA PATEL
NEULANDLAB,,INE794A01010,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,32.63,6.65,6.65,0.0,0.0,0.0,0.0,25.98,0.0,0.0,0.0,False,,,,"Davuluri Ownership Trust (Dr. Davuluri Ramamohan Rao, Mr. Davuluri Sucheth Rao and Mr. Davuluri Saharsh Rao - Trustees)|VELUGUBANTI S PRASADARAO|SURYANARAYANA M SIRAM|USHA RANI REDDY CHEVALLA|RAMAMOHAN RAO DAVULURI|KOMMULA KAMALA TAYARAMMA|GANNABATHULA VENKATA KRISHNA RAMA RAO|GANNABATHULA VEERAVENKATA SATYANARAYANAMURTY|GANNABATHULA UMA BALA|G V V SRIRANGANAYAKAMMA|DEEPTHI DAVULURI|DAVULURI VIJAYA RAO|DAVULURI SUCHETH RAO|DAVULURI SAHARSH RAO|DAVULURI ROHINI NIVEDITHA RAO"
NTPCGREEN,,INE0ONG01011,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,89.01,0.0,0.0,0.0,0.0,0.0,0.0,89.01,0.0,0.0,0.0,False,,,,UTILITY POWERTECH LIMITED|TUSCO LIMITED|TRINCOMALEE POWER COMPANY LTD|TREDCO RAJASTHAN LIMITED|TRANSFORMERS AND ELECTRICALS KERALA LTD|THDCIL-UJVNL ENERGY COMPANY LIMITED|THDC INDIA LIMITED|RATNAGIRI GAS AND POWER PRIVATE LIMITED|PATRATU VIDYUT UTPADAN NIGAM LIMITED|NTPC-SAIL POWER COMPANY LIMITED|NTPC VIDYUT VYAPAR NIGAM LIMITED|NTPC TAMIL NADU ENERGY COMPANY LIMITED|NTPC MINING LIMITED|NTPC LIMITED|NTPC GE POWER SERVICES PRIVATE LIMITED|NTPC ELECTRIC SUPPLY COMPANY LIMITED|NTPC EDMC WASTE SOLUTIONS PRIVATE LIMITED|NTPC BHEL POWER PROJECTS PRIVATE LIMITED|NORTH EASTERN ELECTRIC POWER CORPORATION LIMITED|MEJA URJA NIGAM PRIVATE LIMITED|JHABUA POWER LIMITED|HINDUSTAN URVARAK & RASAYAN LIMITED|ENERGY EFFICIENCY SERVICES LIMITED|CIL NTPC URJA PRIVATE LIMITED|BHARTIYA RAIL BIJLEE COMPANY LIMITED|BANGLADESH-INDIA FRIENDSHIP POWER COMPANY PRIVATE LTD|ARAVALI POWER COMPANY PRIVATE LIMITED|ANUSHAKTI VIDHYUT NIGAM LIMITED|RENU NARANG
OLAELEC,,INE0LXG01040,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,32.97,26.52,26.52,0.0,0.0,0.0,0.0,6.44,0.0,0.0,0.0,False,,,,"Pisces Eservices Private Limited|Ola Stores Technologies Private Limited|Ola Fleet Technologies Private Limited|Ola Financial Services Private Limited|OLA Foundation|Krutrim Silicon Private Limited|Krutrim SI Designs Private Limited|Krutrim Data Centre Private Limited|Krutrim Cloud Private Limited|Krutrim AI Designs LLP|Indus Trust (through its trustee Ankush
Aggarwal|Goddard Technical Solutions Private Limited|Geospoc Geospatial Services Private Limited|BA Family Office LLP|Ani Technologies Private Limited|Vijayam Raghunathan|Usha Aggarwal|Rajalakshmi Aggarwal|Naresh Kumar Aggarwal|Naresh Aggarwal HUF|Bhavish Aggarwal|Ankush Aggarwal"
PICCADIL,,INE546C01010,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,68.57,21.95,21.95,0.0,0.0,0.0,0.0,46.62,0.0,0.0,0.0,False,,,,SOON -N-SURE HOLDINGS LIMITED|PICCADILY SUGAR AND ALLIED INDUSTRIES LTD.|PICCADILY HOTELS PRIVATE LIMITED|SIDDHARTHA SHARMA|PRACHI SETTY
PNGJL,,INE953R01016,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,83.11,0.0,0.0,0.0,0.0,0.0,0.0,83.11,0.0,0.0,0.0,False,,,,Think Pure Social Welfare Foundation|Silvostyle jewellery LLP|Silvostyle Jewellers Limited|Seamless Education and Service Private Limited|Say Overseas Private Limited|SVG Family Trust (Vaishali Vidyadhar Gadgil)|SVG Business Trust (Radhika Saurabh Gadgil)|P N Gadgil and Co. (Silver)|P N Gadgil Jewellers|Landscape Realty|Gadgil Holdings Private Limited|Gadgil Developers Private Limited|Gadgil Capital Services Private Limited|Yash Saurabh Gadgil|Vaishali Vidyadhar Gadgil|Saurabh Vidyadhar Gadgil HUF|Saurabh V Gadgil|Radhika Saurabh Gadgil|Pallavi Nigavekar|Jitendra Vaidya|Jayanti Vaidya|Amit Vaidya|Aditya Saurabh Gadgil
PRIVISCL,,INE959A01019,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,60.6,21.92,21.92,0.0,0.0,0.0,0.0,38.68,0.0,0.0,0.0,False,,,,Vivira Investment & Trading Pvt Ltd|Moneymart Securities Pvt Ltd|Mm Infra & Leasing Private Limited|Vinay Kumar Rao Doppalapudi|Vijay Kumar Doppalapudi|Snehal Mahesh Babani|Sharon Doppalapudi|Seema Mahesh Babani|Rameshbabu Gokarneswararao Guduru|Rajkumar Doppalapudi|Premaleela Doppalapudi|Prasanna Doppalapudi|Mahesh Purshottam Babani Huf|Mahesh P Babani|Jyoti Mahesh Babani|Grace Vinay Kumar Doppalapudi|Bhaktavatsala Rao Doppalapudi
PTCIL,,INE596F01018,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,59.72,38.3,38.3,0.0,0.0,0.0,0.0,21.42,0.0,0.0,0.0,False,,,,Viven Advisory Services Private Limited|Precision overseas private limited|Nirala Merchants Private Limited|Mapple Commerce Private Limited|Homelike Motels and Resorts Private Limited|Soham Agarwal|Smita Agarwal|Satvik Agarwal|Satish Chandra Agarwal Huf (Karta Sachin Agarwal)|Sachin Agarwal Huf (Karta Sachin Agarwal)|Sachin Agarwal|Ritika Agarwal|Reena Agarwal|Priya Ranjan Agarwal|Manu Agarwal|Kanchan Agarwal|Anshoo Agarwal|Alok Agarwal
PURVA,,INE323I01011,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Ravi Puravankara|Vishalakshi Puravankara|Ashish Puravankara|Amanda Puravankara|Aarati Puravankara
PWL,,INE0LP301011,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,72.3,72.3,72.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Rajat Satish Family Trust|Prem Sneh Trust|Prem Seva Trust|Prem Kripa Trust|Prem Ekta Trust|Pragyan Trust|Pragyan Cooltech Industries|Kabras Jewellery|Kabra Silver Jewellery|H.K Plastics|Gujrat Kangan Store|Suyash Dubey|Sonal Mundhra|Shivani Dubey|Shanker Lal Kabra|Sayam Shankar Kabra|Satish Pandey|Sangitaben Shankarlal Kabra|Rajat Pandey|Purvansh Maheshwari|Prateek Boob|Pragyan Dubey|Pallavi Dubey|Neha Boob|Jina Dubey|Himani Dubey|Harish Kumar Boob|Ekta Shankarbhai Kabra|Damayanti Boob|Avantika Dubey|Alakh Pandey|Aditi Pandey
QPOWER,,INE0SII01026,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,73.91,49.69,49.69,0.0,0.0,0.0,0.0,24.22,0.0,0.0,0.0,False,,,,Pandyan Family Trust|Thalavaidurai Pandyan|S Lakshmishree|Prema Venugopal|Poomari Perumal|Nivetha Bharanidharan|N S Shunmugaraman|Manorama Srinivasan|Ishaan Bharanidharan|Chitra Pandyan|Bharanidharan Pandyan
SFL,,INE916U01025,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,65.69,53.56,53.56,0.0,0.0,0.0,0.0,12.13,0.0,0.0,0.0,False,,,,Rangoli Resorts Private Limited|Tushaar Gautam|Rahul Gautam|Namita Gautam|Avantika  Singh
SHARDACROP,,INE221J01015,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,74.82,74.82,74.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,SHARDA RAMPRAKASH BUBNA|SEEMA ASHISH BUBNA|RAMPRAKASH VILASRAI BUBNA|MANISH RAMPRAKASH BUBNA|ASHISH RAMPRAKASH BUBNA|ANISHA MANISH BUBNA
SHRIPISTON,,INE526E01018,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,43.75,31.09,31.09,0.0,0.0,0.0,0.0,12.66,0.0,0.0,0.0,False,,,,SHABNAM COMMERCIAL PVT LTD|SERA COM PRIVATE LTD.|SARVA COMMERCIAL PVT LTD|MANISHA COMMERCIAL PRIVATE LIMITED|Nandishi Shriram|Meenakshi Dass|Luv Deepak Shri Ram and Kush D. Shriram as Trustees of NAK Benefit Trust|Luv D. Shriram|Luv D Shriram and Meenakshi Dass as Trustees of Deepak Shriram Family Benefit Trust|Kush D. Shriram
SKIPPER,,INE439E01022,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,66.48,0.16,0.16,0.0,0.0,0.0,0.0,66.32,0.0,0.0,0.0,False,,,,VENTEX TRADE PRIVATE LIMITED|VAIBHAV METALS PRIVATE LIMITED|UTSAV ISPAT PRIVATE LIMITED|SKIPPER POLYPIPES PRIVATE LIMITED|SKIPPER PLASTICS LIMITED|SK BANSAL UNITY TRUST-HELD BY MEERA BANSAL AS TRUSTEE|SK BANSAL LEGACY TRUST-HELD BY SAJAN KUMAR BANSAL TRUSTEE|SK BANSAL HERITAGE TRUST HELD BY SAJAN KUMAR BANSAL AS TRUSTEE|SK BANSAL FAMILY TRUST HELD BY MEERA BANSAL TRUSTEE|SAMRIDDHI FERROUS PRIVATE LIMITED|AAKRITI ALLOYS PRIVATE LIMITED|SUMEDHA BANSAL|SIDDHARTH BANSAL|SHRUTI M. BANSAL|SHARAN BANSAL|SAJAN KUMAR BANSAL|RESHU BANSAL|MEERA BANSAL|DEVESH BANSAL
SKYGOLD,,INE01IU01018,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,51.74,51.74,51.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Veer Chauhan|Sidh Chauhan|Sanjay Champalal Chauhan|Ramesh Chauhan|Pavan Chauhan|Pari Chauhan|Padma Chauhan|Manish Champalal Chauhan|Mangesh Ramesh Chauhan|Mangesh R Chauhan Huf .|Mamta Mahendra Chauhan|Mahendra Champalal Chauhan|Mahendra C Chauhan Huf .|Kakshk Chauhan|Jinaya Chauhan|Jash Chauhan|Heena Darshan Chauhan|Dipika Mangesh Chauhan|Darshan Ramesh Chauhan|Darshan R Chauhan (Huf) .|Champalal Chauhan|Ashaben Chauhan
SMARTWORKS,,INE0NAZ01010,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,58.18,0.04,0.04,0.0,0.0,0.0,0.0,58.14,0.0,0.0,0.0,False,,,,"Yash Deep Trexim Private Limited|Wondermax Supply Private Limited|Wonder Rock Finance and Investment Pvt Ltd|Vision Digital Insurance TPA Private Limited|Vision Devote Business Solutions Private Limited|Vision Comptech Integrators Limited|Vision Components Private Limited|Vishnupriya Commotrade LLP|Vinsul Makardi Limited|Talbotforce Services Private Limited|Swanlake Vyapaar LLP|Sunil Finvest Private Limited|Sunbeam Vanijya Private Limited|Sunbeam Jute Alliance LLP|Sukhjit Commosales Private Limited|Sns Infrarealty|Snow Well Merchandise LLP|Smart I T Services Private Limited|Simran Merchandise LLP|Seven Seas Vinimay Private Limited|SML-Smart Technologies Private Limited|SLW Media Private Limited|SGS Jute LLP|Reired BLS International Services Private 
Limited|Raysons Mid Road Sign Craft Private Limited|Propkar Marketing Private Limited|Pretty Mercantile LLP|Prerna Jhunjhunwala Trust|Pawanshiv Projects Private Limited|PBC International|Nvision IT Solution Limited|Ns Niketan|NNGS Jute LLP|Miracle Sales Private Limited|Megacity Tie Up Private Limited|Linkplan Mercantile LLP|Kripa Merchandise LLP|Khushi Tie-Up LLP|Kalyankari Commercial LLP|Jiwanjyoti Distributors Private Limited|Jagadhatri Vyapaar Private Limited|Insing Properties Private Limited|Hawai Capital Pvt Ltd|Happy Niketan Private Limited|Happy Kutir Private Limited|Gulnar Dealcomm Private Limited|Goldsmith Merchandise LLP|GRA Finvest Private Limited|Foremost Builders Private Limited|Fastflow Vinimay LLP|Euclix Shipbuilders Limited|Dhanvarsha Tracom LLP|Dhankuber Dealmark Private Limited|Chitravali Dealers Private Limited|Careful Tracom LLP|Buildbrick Builders LLP|Beltas Merchants Private Limited|Baghban Trades Private Limited|BLS Polymers Limited|BLS International Services Limited|BLS International FZE, UAE|BLS IT Services Private Limited|BLS Ecotech Limited|BLS E-Services Limited|BLS E Solutions Private Limited|B.L. & Sons Limited|Azadpur Finvest Private Limited|Ayushman Tie-Up Private Limited|Axsys Technologies Limited|Aryadeep Realestates Private Limited|Arrowlink Projects Private Limited|Agarpara Jute Mills Limited|Agarpara Jute Films & Production Private Limited|Uma Binani|Shivaay Sarda|Shikhar Aggarwal|Shanaya Binani|Saumya Binani|Riya Aggarwal|Prerna Jhunjhunwala|Neetish Sarda|Neeta Sarda|Namrata Rahul Kothari|Kishore Kumar Umang Kumar Binani HUF|Kishore Binani|Harsh Binani Huf|Harsh Binani|Ghanshyam Sarda & Sons HUF|Ghanshyam Sarda|Diwakar Aggarwal HUF|Diwakar Aggarwal|Alka Aggarwal"
STYL,,INE04VU01023,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,81.8,81.8,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Xenovous Infra LLP|Srichakra Transtech Private Limited|Srichakra Infratech Private Limited|Smile Care Clinic Private Limited|Shrichakra Prints Private Limited|Shri Kripa Finance|Seshaasai Datagenie Private Limited|Secunderabad Builders Private Limited|Qupod Technovations Private Limited|Prayaas Automation Private Limited|Pentax Pharma Private Limited|Kadamba Agro Farm Estates|Godavari Homes Limited|Gayatri Ashram Trust (Charitable Trust)|Gautamchand Builders Private Limited|Espiel Agro Industries Private Limited|Dandelion Technologies Private Limited|Creative Formulations (India) Private Limited|Classic Constructions Hyderabad Private Limited|Bharat Trading Corporation|Autofin Limited|Anupam Advertising Private Limited|Sunita Pravin Lalwani|Sunita Gautam Jain|Suhanee Gautam Jain|Saroj Anil Patni|Saraswati Vijay Rathod|Sampatraj G Jain HUF|Sameeksha Gautam Jain|Pranjal Lalwani Banthia|Pranati Ratnadeep Patil|Pragnyat Pravin Lalwan|Kiran Bhalgat|Gautamchand Jain|Gautam Sampatraj Jain|Gautam Jain Huf|Anita Manoj Kumar Jain|Alka Arvind Surana
SUBROS,,INE287B01021,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,36.79,8.56,8.56,0.0,0.0,0.0,0.0,28.23,0.0,0.0,0.0,False,,,,R. R. HOLDINGS PRIVATE LIMITED|JYOTSNA HOLDING PRIVATE LIMITED|JS FAMILY TRUST|DEEKSHA HOLDING LIMITED|SHRADHA SURI|JYOTSNA SURI
SUDEEPPHRM,,INE0QPI01025,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,76.15,35.81,35.81,0.0,0.0,0.0,0.0,40.35,0.0,0.0,0.0,False,,,,Virtu Dichem Private Limited|Star Pharmchem International LLP|Spacewalk Global Trends LLP|Shreeji Associates|Shiva Mall and Hotel Private Limited|Shanil Bhayani Trust|Ruturaj Agri-Tech LLP|Riva Resources Private Limited|Rhea Bhayani Trust|Palitana Sugar Mills Private Limited|Orion Infraspace LLP|Kotak Mega Food Park LLP|JP Iscon Private Limited|JP Construction|Iscon Arcade Private Limited|Dhwani Infrastructure Private Limited|Bhayani Family Trust|Avni Bhayani Trust|Ambe Tradecorp Private Limited|Altmin Private Limited|Aditya Safe Deposits Vaults LLP|Aditya Energetic Trade Solution LLP|Sejal Kalpesh Patel|Vidhi Shanil Bhayani|Urvir Jaysukh Bhayani HUF|Urvir Jaysukh Bhayani|Sujeet Jaysukh Bhayani Huf|Shanil Sujit Bhayani|Rhea Sujit Bhayani|Rajendra Chunilal Patel|Pravinchandra Talakshibhai Kotak|Pravinbhai Talkshibhai Thakkar HUF|Jaysukh Jayantilal Bhayani|Inaraa Shanil Bhayani|Harsh Pravinbhai Kotak|Dipen Jaysukh Bhayani HUF|Dipen Jaysukh Bhayani|Bhayani Sujit Jaysukh|Avani Sujeet Bhayani|Anjana Rajendrabhai Patel|Alka Pravinchandra Kotak
SUPRIYA,,INE07RO01027,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,68.3,68.3,68.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Satish Waman Wagh Partner representing SupriyaPharmaceuticals|Smita Satish Wagh|Shivani Satish Wagh|Satish Waman Wagh|Saloni Satish Wagh|Arun Waman Wagh
TARIL,,INE763I01026,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,64.36,64.36,64.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Satyen Jitendra Mamtora|Karunaben Jitendra Mamtora|Jitendra Ujamsi Mamtora|Janki Aasish Kiri|Dilip Ujamashi Mamtora|Bipin Ujamashi Mamtora|Aakanksha Satyen Mamtora
THANGAMAYL,,INE085J01014,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,61.61,54.39,54.39,0.0,0.0,0.0,0.0,7.22,0.0,0.0,0.0,False,,,,Thangamayil Gold And Diamond Private Limited|Balusamy Silvears Jewellery Private Limited|Yamuna Vasini Deva Dasi|Yadeenthranathan Darmini|Thiagarajan Vanaja|SHYLAJA P|Ramesh.Ba|Narayanan Balasubbu Arun|Kumar.N.B|K Thamarai Selvi|Gokul Ramesh|Balusamy Kumar Kishorelal|Balarama Govinda Das|B Rajeshkanna|B R Sumati
WEBELSOLAR,,INE855C01023,owner_confirmed_individual,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,29.72,8.93,8.93,0.0,0.0,0.0,0.0,20.79,0.0,0.0,0.0,False,,,,WEBSOL GREEN PROJECTS PRIVATE LIMITED|S  L INDUSTRIES PVT LTD|SOHAN LAL AGARWAL|RAJKUMARI AGARWAL|CHIRANJI LALL AGARWAL
AEGISVOPAK,,INE0INX01018,owner_confirmed_director_only,OWNER,OWNER,OWNER,"OWNER=[Asia Infrastructure Investment(Malhotra (Aegis)),Trans Asia Petroleum(Malhotra (Aegis))]",rev1_outside,False,,,86.93,0.08,0.0,0.08,0.0,0.0,0.0,44.71,42.23,42.23,0.0,False,,,,"Sea lord Containers Limited|Hindustan Aegis LPG Limited|Eastern India LPG Company Private 
Limited|Aegis Terminal (Pipavav) Limited|Aegis Logistics Limited|Aegis Gas LPG Private Limited|Vopak Vietnam BV|Vopak Victoria Energy Terminals Pty Ltd|Vopak Ventures BV|Vopak Venezuela SA|Vopak Terminals Sydney Pty Ltd|Vopak Terminals North America Inc|Vopak Terminals New Jersey Inc.|Vopak Terminals Malaysia Sdn Bhd|Vopak Terminals Australia Pty Ltd|Vopak Terminal Westwego Inc|Vopak Terminal Qinzhou BV|Vopak Terminal Qasim BV|Vopak Terminal Pengerang BV|Vopak Terminal Long Beach Inc|Vopak Terminal Lingang BV|Vopak Terminal HT BV|Vopak Terminal Eurotank NV|Vopak Terminal Durban Proprietary Ltd|Vopak Terminal Deer Park Inc|Vopak Real Estate BV|Vopak Panama BV|Vopak Panama Atlantic Holding Inc|Vopak North China BV|Vopak North America Inc|Vopak New Energies BV|Vopak New Energies America Inc|Vopak Nederland BV|Vopak Middle East BV|Vopak Mexico SA de CV|Vopak Merak Indonesia BV|Vopak Management Netherlands BV|Vopak Logistics Services USA Inc|Vopak Logistics Services Australia Pty Ltd|Vopak Logistics Peru BV|Vopak Logistics Mexico BV|Vopak Logistics Brazil BV|Vopak Logistics Asia Pacific BV|Vopak Logistics Andes BV|Vopak LNG Holding Netherlands BV|Vopak LNG Holding Mexico BV|Vopak LNG Holding BV|Vopak Investment South Africa Proprietary Ltd|Vopak International and Storage Development BV|Vopak Internationaal BV|Vopak Indonesia BV|Vopak India Private Limited|Vopak India B V|Vopak IT Portugal, Unipessoal Ltda|Vopak Holding Terminals BV|Vopak Holding Singapore Pte Ltd|Vopak Holding International BV|Vopak Holding Corp|Vopak Holding Bacrippuls Ltd|Vopak Holding Asia BV|Vopak Global Shared Services BV|Vopak Global Procurement Services BV|Vopak Global IT BV|Vopak Global Engineering Services BV|Vopak Germany Pension GmbH|Vopak Germany GmbH|Vopak Finance B V|Vopak Europe BV|Vopak Europe & Africa BV|Vopak Energy Park Antwerp NV|Vopak EMEA BV|Vopak Development North America Inc|Vopak Development Canada Inc|Vopak Deelnemingen BV|Vopak Darwin BV|Vopak China Management Company Limited|Vopak China BV|Vopak Chemical Terminals Belgium NV|Vopak Brasil SA|Vopak Belgium NV|Vopak Asia Pte Ltd|Vopak Argentina Srl|Vopak Argentina BV|Vopak Algeciras BV|Van Ommeren Tank Terminals Gulf Coast Inc.|Van Ommeren North America Inc|Tilawa Holding Limited|TRANS ASIA PETROLEUM INC|Pakhuismeesteren BV|Pakhoed Dry Bulk Terminals Inc|Monros Insurance Pte. Ltd.|Koninklijke Vopak N.V|Huron Investments Ltd|HURON HOLDINGS LIMITED|HAL Investments BV|GP Darwin Pty Ltd|Dutchtown Holding LLC|B V Zuid-Hollandse Scheepvaart Maatschappij|B V Maatschappij Bierhaven|Aegis International Marine Services Pte Limited|Aegis Group International Pte Limited|ASIA INFRASTRUCTURE INVESTMENT  LIMITED"
AXISCADES,,INE555B01013,owner_confirmed_director_only,OWNER,OWNER,OWNER,OWNER=[JUPITER CAPITAL PRIVATE LIMITED(Chandrasekhar (Jupiter))],rev1_outside,False,,,58.05,0.0,0.0,0.0,0.0,0.0,0.0,58.05,0.0,0.0,0.0,False,,,,JUPITER CAPITAL PRIVATE LIMITED|INDIAN AERO VENTURES PRIVATE LIMITED
BAJAJHFL,,INE377Y01014,owner_confirmed_director_only,OWNER,OWNER,OWNER,OWNER=[Bajaj(Bajaj)],rev1_outside,False,,,86.7,0.0,0.0,0.0,0.0,0.0,0.0,86.7,0.0,0.0,0.0,False,,,,Vidal Healthcare Services Private Limited|Vidal Health Insurance TPA Private Limited|VH Medcare Private Limited|Snapwork Technologies Private Limited|SRB & Family LLP|SNRS Family LLP|Pennant Technologies Private Limited|Bajaj Life Insurance Limited|Bajaj Holdings & Investment Limited|Bajaj General Insurance Limited|Bajaj Finserv Ventures Limited|Bajaj Finserv Mutual Fund Trustee Limited|Bajaj Finserv Limited|Bajaj Finserv Health Limited|Bajaj Finserv Direct Limited|Bajaj Finserv Asset Management Limited|Bajaj Financial Securities Limited|Bajaj Financial Distributors Limited|Bajaj Finance Limited|Bajaj Alternate Investment Management Limited|Bajaj AIF Trustee Limited|VH International LLC|Bajaj Technology Services Inc|Sanjivnayan Bajaj
