symbol,company_name,isin,owner_flag,owner_flag_final,owner_flag_final_hybrid,yaml_classification,yaml_matched_detail,judge,in_rev1,rev1_category,rev1_company_name,promoter_total_pct,natural_pct_sum,hufi_pct,dir_pct,kmp_pct,rel_pct,trust_pct,other_indian_pct,other_foreign_pct,foreign_non_govt_pct,govt_pct,ai_review_needed,owner_flag_ai,ai_confidence,ai_reasoning,promoter_names_full_list
INOXINDIA,,INE616N01034,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,75.0,75.26,75.0,0.24,0.02,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Widescreen Holdings Private Limited|Triumph Trading Limited|Spartan Trade Holdings LLP|Sonargaon Properties LLP|Sinnar Steels Private Limited|Siddho Mal Trading LLP|Roongta Cine Corporation Private Limited|Refron Valves Private Limited|Priyam Associates LLP|Pratitha Multitrading Private Limited|Kyoorius Aqua Culture LLP|Kheruka Properties LLP|INOX Infrastructure Limited|INOX Chemicals LLP|Hotz Industries Limited|Gujarat Fusion Glass LLP|General Magnets LLP|GFL Limited|Ficus Trading LLP|Cycas Trading LLP|Curry Me Up Private Limited|Coronet Holdings Private Limited|Borosil Limited|Azalea Trading LLP|Associated Fabricators LLP|Varenyaa Jain|Shreyasi Goenka|SIDDHARTH JAIN|Pradeep Kheruka|PAVAN KUMAR JAIN|Nairiti Jain|NAYANTARA JAIN|Minal Somany|MANJU JAIN|LATE DEVENDRA KUMAR JAIN|LATA MADHUSUDAN RUNGTA|Kusum Mittal|Kiran Kheruka|ISHITA JAIN|Chandralekha Roongta|Arunkumar Roongta (HUF)|Araadhya Jain
INOXWIND,,INE066P01011,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,44.18,1.86,1.86,0.0,0.0,0.0,0.0,42.32,0.0,0.0,0.0,False,,,,Inox Leasing And Finance Limited|Devansh Trademart LLP|Aryavardhan Trading LLP|Vivek Kumar Jain|Nandita Jain|Late Devendra Kumar Jain|Devansh Jain
JLHL,,INE682M01012,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,40.91,34.06,32.21,1.85,0.0,0.0,0.0,8.7,0.0,0.0,0.0,False,,,,"WISDOM VILLAGE DEVELOPMENT LLP|WESTERN MEDICAL SOLUTIONS LLP|SULCUS PRIVATE LIMITED|RAVI IMAGING PRIVATE LIMITED|MAJESTY ERECTORS LLP|Jupiter Wellness Private Limited|Jupiter Scan and Imaging Centre
 Private Limited|JUPITER HEART SCAN LLP|JUPITER FOUNDATION|JAY CLINIC LLP|Indian Medical Foundation|ENTISI HOSPITALITY PRIVATE LIMITED|CIRCLE HOUSING LLP|SANJAY THAKKER|ROOPA GANATRA|NIKITA ANKIT THAKKER|NEETA DEVANG GANDHI|NEERA JAIN|KIRTIKA AJAY THAKKER|HITESH GANDHI|DEVANG VASANTLAL GANDHI HUF|DEVANG VASANTLAL GANDHI|AVI THAKKER|ANKITA JAIN|ANKIT AJAY THAKKER|AMIT JAIN|AJAY PRATAP THAKKER|AJAY P THAKKER HUF|ABHINAV JAIN"
JSWCEMENT,,INE718I01012,owner_confirmed_individual_and_director,OWNER,OWNER,OWNER,OWNER=[Jindal(Jindal)],rev1_outside,False,,,72.33,0.76,0.76,0.0,0.0,0.0,0.0,71.58,0.0,0.0,0.0,False,,,,Windsor Residency Private Limited|Vipra Infraprojects Private Limited|Vinamra Properties Private Limited|VIRTUOUS TRADECORP PRIVATE LIMITED|VINAMRA CONSULTANCY PVT LTD|Ukiyo Properties Private Limited|Tasha Multitrading Private Limited|Tarini Jindal Family Trust|Tanvi Jindal Family Trust|TV Realty Private Limited|TCPL Packaging Limited|TCPL Halma Pvt. Ltd|Systran Multiventures Private Limited|Svamaan Financial Services Private Limited|Studio Momentum Private Limited|Strata Multiventures Pvt. Ltd.|Stainless Trust|Southern Bulk Terminals Private Limited|South West Port Limited|South West Mining Limited|Sonabheel Tea Ltd.|Saubhagya Investors & Dealers Pvt ltd|Sapphire Airlines Private Limited|Sangita Jindal Family Trust|Samridhi Holding Private Limited|Sajjan Jindal Lineage Trust|Sajjan Jindal Foundation|Sajjan Jindal Family Trust|Sahyog Holdings Pvt. Ltd.|SIDDESHWARI TRADEX PRIVATE LIMITED|Rungta House Development Private Limited|Rohit Tower Building Limited|Rightgem Reality Private Limited|Realcom Reality Private Limited|Radius Multiventures Pvt. Ltd.|REYNOLD TRADERS PRIVATE LIMITED|R House Realty Private Limited|Portfolio Fashions Private Limited|Parth Jindal Family Trust|Paradip East Quay Cold Terminal Private Limited|PRJ family Management Co Pvt Limited|PRJ Holdings Private Trust|PNP Maritime Services Private Limited|Oyster Renewable Energy Private Limited (earlier as Abenergia Renewables Private Limited)|Oyster Renewable Energy Holding PTE Ltd|Opelina Sustainable Services|OPJ Trading Pvt. Ltd.|OPJ Steel Trading Pvt. Ltd.|OPJ Metals & Minerals Private Limited|OP Jindal Foundation|Nyri Coal Tar Pitch Private Limited|Nexbest Real Estate Private Limited|Neotrex Steel Wires Pvt. Ltd.|Near View Reality Private Limited|Navkar Corporation Limited|Narmada Fintrade Pvt. Ltd.|Nalwa Sons Investment Limited|Nalwa Investments Limited|Nalwa Engineering Co. Ltd.|MuSo D Innovation Lab Private Limited|Mill Store Company (Bombay) Private Limited|Micromedia Reality Private Limited|Marmoris Arts LLP|Mangalore Coal Terminal Private Limited|Magnilliant Multiventures Private Limited|Magnilliant Consultancy Services Private Limited|Macrolite Infraprojects Private Limited|MAGNIFICIENT MERCHANDISE AND ADVISORY SERVICES PRIVATE LIMITED|Logactive Infraprojects Private Limited|Laptev Trading Private Limited|Jukyo Housing Pvt Ltd|Jsw Tuticorin Multipurpose Terminal Private Limited  (Formerly Known As JSW Shipyard Private Limited)|Jindal Strips Limited|Jindal Steel Limited|Jindal Saw Limited|Jindal Rex Exploration Pvt Ltd|Jindal Nandanavana Kendra Private Limited|Jindal Industries Private Limited|Jindal Industries Hissar Pvt Ltd|Jindal Global Capability Centre Private Limited|Jindal Education Trust|Jindal Cor Private Limited|Jindal Consultancy Services Pvt. Ltd.|Jindal Advisory Services Pvt Ltd (previously known as JSP Group Advisory Pvt Ltd)|Jasani Realty Pvt.Ltd|Jaigarh digni Rail Limited|JTPM Metal Traders Private Limited|JSW Ventures Trustee Pvt Ltd|JSW Ventures Fund Managers LLP|JSW UAV Limited|JSW UAS Limited|JSW Techno Projects Management Limited|JSW Sports Ventures Private Limited|JSW Sports Private Limited|JSW Shipping & Logistics Private Limited|JSW Sarbloh Motors Private Limited|JSW Recharge Sports Private Limited|JSW Realty Private Limited|JSW Realty & Infrastructure Private Limited|JSW Rail Infra Logistics Private Limited|JSW Projects Limited|JSW Processors and Traders Private Limited|JSW Port Logistics Private Limited|JSW Paradip Terminal Private Limited|JSW Paints Limited (Formerly JSW Paints Private Limited)|JSW Organics Private Limited|JSW New Age Private Limited|JSW Murbe Port Private Limited|JSW Motors Limited (formerly known as JSW Mobility Limited)|JSW Minerals Trading Private Limited|JSW Minerals Rail Logistics Private Limited|JSW Metaliks Private Limited|JSW Mangalore Container Terminal Private Limited|JSW Living Private Limited|JSW Kolkata Container Terminal Private Limited|JSW Keni Port Private Limited (Earlier known as Masad Infra Services Private Limited)|JSW Jatadhar Marine Services Private Limited|JSW Jaigarh Port Limited|JSW JNPT Liquid Terminal Private Limited|JSW Infrastructure Limited|JSW Industrial Park Limited ( Formerly known as 'JSW Aluminium Limited')|JSW IP Holdings Private Limited|JSW INVESTMENTS PRIVATE LIMITED|JSW Holdings Limited|JSW Group Employees Trust (Parth Jindal)|JSW Group Companies Equity Trust (Anurag Kumar Agarwal)|JSW Greentech Limited|JSW Green Private Limited|JSW Green Mobility Limited|JSW Global Business Solutions Limited|JSW Gecko Motors Private Limited|JSW Foundation|JSW Energy Ltd.|JSW Dharamtar Port Private Limited|JSW Defence Pvt Limited (JSW Multiventures Private Limited)|JSW Copper and Metals Limited|JSW Bengaluru Football Club Private Limited|JSW Autocomp Limited|JSW Art India Foundation|JSW Airflows Limited|JSW (South) Rail Logistics Private Limited|JSP Sports Private Limited|JSL LIMITED|JITF Urban Infrastructure Services Limited|JITF Infralogistics Limited|Inspire Institute of Sports|Innox Global Multiventures Private Limited|Indusglobe Multiventures Pvt. Ltd.|Hexa Tradex Limited|Heritage Trust|Handa Family Trust|Hampi Foundation|Global Wisdom Trust|Global Vision Trust|Global Growth Trust|Genovo Multisolutions Private Limited|Gecomo Smv Private Limited|Gagan Infraenergy Limited|Everbest Multiservices One Private Limited|Epsilon Holdings Private Limited|Epsilon Foundation|Epsilon Carbon Private Limited|Epsilon Carbon Ashoka Private Limited|Epsilon Aerospace Private Limited|Epsilon Advanced Materials Private Limited (Formerly known as Nyri Synthetics Private Limited)|Ennore Coal Terminals Private Limited|Ennore Bulk Terminals Private Limited|Echelon Real Estate Private Limited|Echelon Multiventures Private Limited|EVERBEST CONSULTANCY SERVICES PVT LTD|E House Realty Private Limited|Divino Multiventures Pvt. Ltd.|Descon Private Limited|Colorado Trading Co. Ltd.|Centre Court Capital Investment Managers Private Limited|Centre Court Capital Fund Managers IFSC LLP|Burnet Investments Private Limited|Blue Stone Properties Pvt. Ltd|Bir Plantations Private Limited|BMM Ispat Ltd.|Art India Publishing Co. Pvt. Ltd|Argil Properties Private Limited|Ambitious Cement Private Limited|Ambitious Asset Pvt Ltd|Ambit Operations & Management Services Private Limited|Akshay Developers (Sion) Pvt.Ltd|Aequo Galerie Private Limited|Accuraform Private Limited|Accura Technik  Pvt. Ltd|Accura Inks Pvt. Ltd|ADARSH ADVISORY SERVICES PVT LTD|Vivaan Jindal|URMILA KANORIA|URMILA BHUWALKA|UDAY INDUKUMAR JASANI|TARINI JINDAL HANDA|TANVI SHETE|Seema Jajodia|Savitri Devi Jindal|SAROJ BHARTIA|SARIKA JHUNJHNUWALA|SANGITA JINDAL|SAKET KANORIA .|SAJJAN JINDAL|S K Jindal & Sons HUF|Ratan Jindal|R K Jindal & Sons HUF|Prithavi Raj Jindal|PARTH JINDAL|P R Jindal HUF|Naveen Jindal & Sons HUF|Naveen Jindal|NUNU UDAY JASANI|NIRMALA GOEL|Kailash Kanoria|KK Bhartia HUF|Ayana Jindal|ANUSHREE PARTH JINDAL
JSWINFRA,,INE880J01026,owner_confirmed_individual_and_director,OWNER,OWNER,OWNER,OWNER=[Jindal(Jindal)],rev1_outside,False,,,83.62,0.21,0.0,0.21,0.0,0.0,0.0,83.61,0.0,0.0,0.0,False,,,,"Worldone Private Limited|Windsor Residency Private Limited|Vividh Finvest Private Limited|Virtuous Tradecorp Private Limited|Vipra Infraprojects Private Limited|Vinamra Properties Private Limited|Vinamra Consultancy Private Limited|Vasind Farm & Dairy Products Private Limited|Utkarsh Transport  Private Limited|Ukiyo Properties Private Limited|Tranquil Homes & Holdings Private Limited|Templar Investment Limited|Tasha Multitrading Private Limited|Tarini Jindal Family Trust|Tanvi Jindal Family Trust|TV Realty Private Limited|TCPL Packaging Limited|TCPL Halma Private Limited|Systran Multiventures Private Limited|Svamaan Financial Services Private Limited|Strata Multiventures Private Limited|Springway Mining Private limited|South West Mining Limited|Sonabheel Tea Limited|Sigmatech Inc|Siddeshwari Tradex Private Limited|Shiva Cement Limited|Saubhagya Investors & Dealers Private Limited|Sapphire Airlines Private Limited|Sangita Jindal Family Trust|Samridhi Holding Private Limited|Salonah Tea Private Limited|Sajjan Jindal Lineage Trust|Sajjan Jindal Foundation|Sajjan Jindal , Sangita Jindal (Trustees of Sajjan Jindal Family Trust)|Sahyog Holdings Private Limited|Rungta House Development Private Limited|Rightgem Reality Private Limited|Reynold Traders Private Limited|Realcom Reality Private Limited|Radius Multiventures Private Limited|R House Realty Private Limited|Portfolio Fashions Private Limited|Ponmala Multitrading Private Limited|Pinnacle Consolidated Private Limited|Parth Jindal Family Trust|PRJ family Management Co.Private Limited|PRJ Holdings Private Trust|Opelina Sustainable Services Private Limited|OPJ Trading Private Limited|OPJ Steel Trading Private Limited|O P Jindal Foundation|Nyri Coal Tar Pitch Private Limited|Neotrex Steel Wires Private Limited|Near View Reality Private Limited|Narmada Fintrade Private Limited|Nalwa Sons Investments Limited|Nalwa Investments Limited|Nalwa Engineering Co. Limited|Nacho Investments Limited|NKJ Mining Private Limited|MuSo D Innovation Lab Private Limited|Micromedia Reality Private Limited|Mendeza Holdings Limited|Marmoris Arts LLP|Magnilliant Multiventures Private Limited|Magnilliant Consultancy Services Private Limited|Magnificient Merchandise and Advisory Services Private Limited|Macrolite Infraprojects Private Limited|Maaran Multitrading Private Limited|Logactive Infraprojects Private Limited|Lexapar Analytics Private Limited|LICO Materials Private Limited|Jotirdhar Trading Private Limited|Jindal Steel Power Limited|Jindal Saw Limited|Jindal Rex Exploration Private Limited|Jindal Nandwana Kendra Private limited|Jindal Industries Private Limited|Jindal Industries Hissar Private Limited|Jindal Ferrous Limited|Jindal Education Trust|JTPM Metal Traders Private Limited|JSW Ventures Trustee Private Limited|JSW Ventures Fund Managers LLP|JSW Techno Projects Management Limited|JSW Sports Ventures Private Limited|JSW Sports Private Limited|JSW South Rail Logistics Private Limited|JSW Shipping & Logistics Private Limited|JSW Recharge Sports Private Limited|JSW Realty Private Limited|JSW Realty & Infrastructure Private Limited|JSW Rail Infra Logistics Private Limited|JSW Projects Limited|JSW Processors and Traders Private Limited|JSW Paints Private Limited|JSW Organics Private Limited|JSW New Age Private Limited|JSW Multiventures Private Limited|JSW Minerals Trading Private Limited|JSW Minerals Rail Logistics Private Limited|JSW Living Private Limited|JSW Investments Private Limited|JSW Industrial Park Limited|JSW IP Holdings Private Limited|JSW Holdings Limited|JSW Green Private Limited|JSW Green Mobility Limited|JSW Green Cement Private limited|JSW Global Business Solutions Limited|JSW Foundation|JSW Energy Limited|JSW Cement Limited|JSW Bengaluru Football Club Private Limited|JSP Group Advisory Services Private Limited|JSL Limited|JITF Infralogistics Limited|Inspire Institute of Sports|Innox Global Multiventures Private Limited|Indusglobe Multiventures Private Limited|IOTA Finance Private Limited|Hexa Tradex Limited|Heritage Trust|Handa Family Trust|Hampi Foundation|Gopal Traders Private Limited|Global Wisdom Trust|Global Vision Trust|Global Growth Trust|Genovo Multisolutions Private Limited|Gagan Infraenergy Limited|Fruiteye Reality Private Limited|Four Seasons Investments Limited|Everbest Consultancy Services Private Limited|Estrela Investment Company Limited|Epsilon Foundation|Epsilon Carbon Private Limited|Epsilon Carbon Ashoka Private Limited|Epsilon CAM Private Limited|Epsilon Aerospace Private Limited|Epsilon Advanced Materials Private Limited|Echelon Properties Private Limited|Echelon Multiventures Private Limited|E House Realty Private Limited|Divino Multiventures Private Limited|Dhamankhol Engineering & Construction Co Private Limited|Descon Private Limited|Dasmaya Multitrading Private Limited|Colorado Trading Private Co. Limited|Centre Court Capital Investment Managers Private Limited|Centre Court Capital Fund Managers IFSC LLP|Burnet Investments Private Limited|Brahmani River Pellets Limited|Bir Plantation Private Limited|BMM Ispat Limited|Art India Publishing Co. Private Limited|Argil Properties Private Limited|Anbeeco Investments Limited|Ambitious Cement Private Limited|Ambitious Asset Private Limited|Ambit Operations & Management Services Private Limited|Aequo Galerie Private Limited|Adarsh Advisory Services Private Limited|Accura Inks Private Limited|Accura Form Private Limited|Abenergia Renewables Private Limited|Urmila Kanoria|Urmila Bhuwalka|Tarini Jindal Handa|Tanvi Shete|Seema Jindal|Savitri Devi Jindal|Saroj Bhartia|Sarika Jhunjhunwala|Sangita Jindal|Saket Kanoria|Sajjan Jindal|S K Jindal & Sons HUF|Ratan Jindal|R K Jindal & Sons HUF|Prithvi Raj Jindal|Parth Jindal|P R Jindal HUF|Nirmala Goel|Naveen Jindal & Sons HUF|Naveen Jindal|Kailash Kanoria|KK Bhartia HUF"
JUBLPHARMA,,INE700A01033,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,47.68,1.22,1.19,0.0,0.03,0.0,0.0,43.2,3.28,3.28,0.0,False,,,,VAM HOLDINGS LIMITED|SPB TRUSTEE COMPANY PVT LTD|NIKITA RESOURCES PRIVATE LIMITED|MAV MANAGEMENT ADVISORS LLP|JUBILANT ENPRO PRIVATE LIMITED|JUBILANT CONSUMER PRIVATE LIMITED|JUBILANT ADVISORS LLP|JAYTEE PRIVATE LIMITED|HSB TRUSTEE COMPANY PVT LTD|TORINO OVERSEAS LIMITED|RANCE INVESTMENT HOLDINGS LIMITED|MILLER HOLDINGS PTE LTD|CUMIN INVESTMENTS LIMITED|SHYAM SUNDER BHARTIA|SHAMIT BHARTIA|PRIYAVRAT BHARTIA|KAVITA BHARTIA|HARI SHANKER BHARTIA
JYOTICNC,,INE980O01024,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,62.55,46.47,46.39,0.0,0.08,0.0,0.0,16.16,0.0,0.0,0.0,False,,,,Jyoti International LLP|Vikramsinh Raghuvirsinh Rana|Vijaysinh Pravinsinh Zala|Sahdevsinh Lalubha Jadeja|Parakramsinh Ghanshyamsinh Jadeja|Narendrashinh Raghuvirshinh Rana|Anilkumar Bhikhabhai Virani
KIRLPNU,,INE811A01020,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,38.82,29.16,28.88,0.25,0.03,0.0,0.0,9.94,0.0,0.0,0.06,False,,,,"VikramGeet Investments and Holdings Private Limited|VSK Holdings Pvt Ltd (Under Liquidation)|Tor.ai Limited (Formerly known as Kloudq Technologies Limited)|The Kolhapur Steel Limited|Snow Leopard Technology Ventures LLP|Snow Leopard Momentum LLP|Snow Leopard Momentum II LLP|Snow Leopard Lever Boost LLP|Snow Leopard Infrastructure1 LLP|Snow Leopard Global Technology LLP|Snow Leopard Global Technology III - LLP|Shri Harihareshwara Finance and Investments Private Limited|Saucelito Ventures|Samarth Udyog Technology Forum|S.L. Kirloskar CSR Foundation|Rykenthorus Ventures LLP|Prakar Investments Private Limited|Navsai Opportunities Private  Limited (Formerly known as Navsai Investments Private Limited)|Navasasyam Dandekar Private Limited|Mahila Udyog Limited  [under Corporate Insolvency Resolution Process (CIRP)]|La-Gajjar Machineries Private Limited|Kirloskar Trading SA (PTY) Limited (Formerly known as Joburg Industrial Trading (SA) (PTY) Limited )|Kirloskar Systems Private Limited (Formerly Kirloskar Systems Limited)|Kirloskar South East Asia Company Limited|Kirloskar Solar Technologies Private Limited|Kirloskar Proprietary Limited|Kirloskar Oil Engines Limited|Kirloskar Management Services Private Limited|Kirloskar International ME FZE|Kirloskar Integrated Technologies Private Limited|Kirloskar Industries Ltd|Kirloskar Ferrous Industries Limited|Kirloskar Energen Private Limited|Kirloskar DMCC|Kirloskar Corrocoat Private Limited|Kirloskar Chillers Private Limited|Kirloskar Chillers Middle East LLC|Kirloskar Brothers Limited|Kirloskar Americas Corp USA (Formerly : KOEL Americas Corp., USA)|KiARA LifeSpaces Private Limited|Karad Projects and Motors Limited|Kairi Investments LLC|KC Ventures LLP|Indifour Consult Private Limited|Green Tek Systems (India) Private Limited|G. G. Dandekar Properties Limited (formerly known as G.G. Dandekar Machine Works Limited)|Cephalopod Teknik LLP (Earlier known as Snow Leopard Global Technology II - LLP)|Cephalopod Teknik III LLP|Cephalopod Teknik II LLP|Cees Investments And Consultants Private Limited  (Under Liquidation)|Binaza Consult Private Limited|Better Value Holdings Private Limited|Beluga Whale Capital Management Pte. Ltd.|Avante Spaces Limited|Asara Sales & Investments Private Limited|Arka Investment Advisory Services Private Limited|Arka Fincap Limited|Arka Financial Holdings Private Limited|Alpak Investments Private Limited|Alotoxl Ventures LLP|Actin Technologies India Private Limited|Achyut And Neeta Holdings And Finance Pvt Ltd|Suman Chandrakant Kirloskar as individual and as a Trustee of C. S. Kirloskar Testamentary Trust|Sanjay Chandrakant Kirloskar as individual and as a Trustee of C. S. Kirloskar Testamentary Trust|Rama Sanjay Kirloskar|Rahul Chandrakant Kirloskar as individual, as a Karta of Rahul C Kirloskar HUF and as a Trustee of C. S. Kirloskar Testamentary Trust|Pratima Sanjay Kirloskar|Nihal Gautam Kulkarni|Ms.Anoushka Akshay Sahni|Ms. Sneha Jain-Kirloskar|Ms. Pia Christopher Kolenaty|Ms. Maya Christopher Kolenaty|Ms. Manasi Vikram Kirloskar|Ms. Gargi Nihal Kulkarni|Ms. Anika Nihal Kulkarni|Mrs.Geetanjali Vikram Kirloskar|Mrs. Shruti Nihal Kulkarni|Mrs. Roopa Jayant Gupta|Mrs. Komal Ambar Kulkarni|Mr. Christopher Kolenaty|Mr. Akshay Sahni|Mr Aman Rahul Kirloskar|Master Talen Ambar Kulkarni|Master Arjun Sahni|Jyotsna Gautam Kulkarni|Gauri Atul Kirloskar|Atul Chandrakant Kirloskar as individual and as a Karta of Atul C. Kirloskar HUF|Arti Atul Kirloskar|Ambar Gautam Kulkarni|Alpana Rahul Kirloskar|Alok Sanjay Kirloskar|Alika Rahul Kirloskar|Aditi Atul Kirloskar"
KPIGREEN,,INE542W01025,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,49.49,50.37,48.68,1.67,0.02,0.0,0.0,0.81,0.0,0.0,0.0,False,,,,QUYOSH ENERGIA PRIVATE LIMITED|VAHIDABANU FARUK PATEL|RASHIDA GULAM PATEL|GULAMMAHMAD ALIBHAI PATEL|FARUKBHAI GULAMBHAI PATEL|AFFAN FARUK PATEL|AAYESHA FARUKBHAI PATEL|DHIMANTRAI CHANDRASHANKER JOSHI
LENSKART,,INE956O01016,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,17.55,17.57,17.55,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Sourya Software LLP|PB LK Family Trust|NB LK Family Trust|Kudrat Security Private Limited|Kaps Services Private Limited|Fundscoop Advisors Private Limited|Darkins Chocolate Private Limited|Culture Cap LLP|Brite Lighting LLP|Bansal Insulation Products Private Limited|A Chaudhary and Co|Sushila Chaudhary|Surinder Paul Singla|Sumeet Kapahi|Sneh Lata Mittal|Shiv Shankar Mittal|Seema Kapahi|Santosh Singla|Richa Chaudhary|Reema Kunar|Rashmi Talwar|Rajendra Prasad Kunar|Rajeev Kunar|Peyush Bansal|Nilima Kunar|Nidhi Mittal Bansal|Neha Bansal|Neeraj Nagpal|Murli Dhar Chaudhary|Manu Singhal HUF|Manu Singal|Kiran Bansal|Kartik Kapahi|Kanika Gupta|Ivaan Bansal|Bal Kishan Bansal HUF|Bal Kishan Bansal|Ankit Chaudhary|Amit Mittal|Amit Chaudhary
LLOYDSENGG,,INE093R01011,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,41.92,0.05,0.02,0.0,0.0,0.03,0.01,41.9,0.0,0.0,0.0,False,,,,LLOYDS METALS AND MINERALS TRADING LLP|LLOYDS ENTERPRISES LIMITED|AEON TRADING LLP|RENU RAJESH GUPTA|RAVI  AGARWAL|RAJESH RAJNARAYAN GUPTA|MUKESH RAJNARAYAN GUPTA|ABHA GUPTA
LLOYDSENT,,INE080I01025,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,62.72,8.26,8.26,0.0,0.0,0.0,0.0,54.46,0.0,0.0,0.0,False,,,,TEAMWORK PROPERITIES DEVELOPMENTS LLP|CROSSLINK FOOD AND FARMS PRIVATE LIMITED|BLOSSOM TRADE & INTERCHANGE LLP|RAVI BABULAL AGARWAL|RAJESH RAJNARAYAN GUPTA|POOJA RAVI AGARWAL|KIRAN AGARWAL|ABHA GUPTA
LLOYDSME,,INE281B01032,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,61.64,6.44,6.35,0.0,0.02,0.07,0.0,55.3,0.0,0.0,0.0,False,,,,THRIVENI EARTHMOVERS PRIVATE LIMITED|TEAMWORK PROPERTIES DEVELOPMENTS LLP|SKY UNITED LLP|PLUTUS TRADE AND COMMODITIES LLP|LLOYDS METALS & MINERALS TRADING LLP|LLOYDS ENTERPRISES LIMITED|CROSSLINK FOOD AND FARMS PRIVATE LIMITED|BLOSSOM TRADE & INTERCHANGE LLP|SHREEKRISHNA MUKESH GUPTA|RENU RAJESH GUPTA|RAVI BABULAL AGARWAL|RAJESH RAJNARAYAN GUPTA|PRIYANKA RAJESH GUPTA|MUKESH RAJNARAYAN GUPTA|MADHUR RAJESH GUPTA|DIPTI AKHIL MUNDHRA|BALASUBRAMANIAN PRABHAKARAN|BABULAL AGARWAL|ABHA GUPTA
LUMAXTECH,,INE872H01027,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,55.98,38.21,38.21,0.0,0.0,0.0,0.0,17.77,0.0,0.0,0.0,False,,,,LUMAX FINANCE PRIVATE LIMITED|Shivani Jain|Dhanesh Kumar Jain Family Trust (Managing Trustee Dhanesh Kumar Jain)|Dhanesh Kumar Jain|Deepak Jain|D.K. Jain & Sons (HUF) (Karta Dhanesh Kumar Jain)|Anmol Jain
MEESHO,,INE0VDM01015,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,16.57,16.6,16.57,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,"Tekarch Interiors LLP|Navakari Family Private Trust
(SANJEEV KUMAR AND SHALVI RAJ)|Madein Private Limited|Kalpa Family Private Trust
(MINU MARGERET MENACHERY AND VIDIT AATREY)|Ekaam Family Private Trust
(MINU MARGERET MENACHERY AND VIDIT AATREY)|Blissclub Fitness Private Limited|Arovan Family Private Trust
(SHALVI RAJ AND SANJEEV KUMAR)|Vidit Aatrey|Shreyansh Saurav|Shikher Aatrey|Shalvi Raj|Sebi John Menachery|Santosh Kumar Barnwal|Sanjeev Kumar|Ravi Datt Sharma|Ram Kumar|Prasoon Sharma|Nisi Ann Mary Menachery|Minu Margeret|Mamta Devi|Karnika Raj|Ira Margeret Aatrey|Chandramohan Prasad|Avyaan Barnwal|Ashika Raj|Annie Sebi Menachery|Ahilya Devi"
NEOGEN,,INE136S01016,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,51.23,52.55,47.44,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Sustainable Products LLP|Cadamba Solutions Private Limited|Pallika Haridas Kanani|Vanita Madhwani|Samika Kanani|Rashmikant Krishnalal Gandhi|R K Gandhi HUF|Pratik Kishor Malia|Mihika Kanani|Malia Harshida Kishor|Jesal Harin Kanani|Harin Haridas Kanani|Haridas Thakarshi Kanani|Haridas Kanani Family Trust (Beena Haridas Kanani and Harin Haridas Kanani)|Hargovind Kanani|H T Kanani Family Trust (Beena Haridas Kanani and Pallika Haridas Kanani)|Charulata Bharatkumar Reshamwala|Beena Kanani Family Trust (Haridas Thakarshi Kanani and Harin Haridas Kanani)|Beena Haridas Kanani|Asha Deepak Dalal|Arun Krishnalal Gandhi|Arun Gandhi HUF|Amritlal Thakarsi Kanani
