symbol,isin,company_name,owner_flag,owner_flag_final_hybrid,yaml_classification,owner_family,promoter_total_pct,natural_pct_sum,in_rev1,rev1_category,is_nifty50,is_nifty100,is_nifty200,is_nifty500,is_nifty_total_mkt
PIRAMALFIN,INE202B01038,Piramal Finance Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,46.16,0.37,False,,False,False,False,True,True
PNCINFRA,INE195J01029,PNC Infratech Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,56.07,46.46,True,Owner,False,False,False,False,True
PNGJL,INE953R01016,P N Gadgil Jewellers Limited,owner_confirmed_individual,OWNER,UNKNOWN,,83.11,0.0,False,,False,False,False,False,True
POLYCAB,INE455K01017,Polycab India Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,61.5,50.59,True,Owner,False,False,True,True,True
POLYMED,INE205C01021,Poly Medicure Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,62.42,35.26,True,Owner,False,False,False,True,True
POWERMECH,INE211R01019,Power Mech Projects Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,58.42,57.73,False,,False,False,False,False,True
PPLPHARMA,INE0DK501011,Piramal Pharma Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,34.86,0.21,True,Owner,False,False,False,True,True
PRAJIND,INE074A01025,Praj Industries Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,32.81,32.86,True,Owner,False,False,False,False,True
PRAKASH,INE603A01013,Prakash Industries Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,44.38,14.54,True,Owner,False,False,False,False,False
PREMIERENE,INE0BS701011,Premier Energies Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,63.94,67.94,False,,False,False,True,True,True
PRESTIGE,INE811K01011,Prestige Estates Projects Limited,owner_confirmed_individual,OWNER,UNKNOWN,,60.94,8.71,True,Owner,False,False,True,True,True
PRICOLLTD,INE726V01018,Pricol Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,38.51,25.38,False,,False,False,False,False,True
PRIVISCL,INE959A01019,Privi Speciality Chemicals Limited,owner_confirmed_individual,OWNER,UNKNOWN,,60.6,21.92,False,,False,False,False,False,True
PRSMJOHNSN,INE010A01011,Prism Johnson Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,74.87,13.56,False,,False,False,False,False,True
PRUDENT,INE00F201020,Prudent Corporate Advisory Services Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,55.31,57.61,True,Owner,False,False,False,False,True
PTCIL,INE596F01018,PTC Industries Limited,owner_confirmed_individual,OWNER,UNKNOWN,,59.72,38.3,False,,False,False,False,True,True
PURVA,INE323I01011,Puravankara Limited,owner_confirmed_individual,OWNER,UNKNOWN,,75.0,75.0,False,,False,False,False,False,True
PVRINOX,INE191H01014,PVR INOX Limited,owner_confirmed_individual,OWNER,UNKNOWN,,27.53,11.24,True,Owner,False,False,False,True,True
PWL,INE0LP301011,Physicswallah Limited,owner_confirmed_individual,OWNER,UNKNOWN,,72.3,72.3,False,,False,False,False,True,True
QPOWER,INE0SII01026,Quality Power Electrical Equipments Limited,owner_confirmed_individual,OWNER,UNKNOWN,,73.91,49.69,False,,False,False,False,False,True
QUESS,INE615P01015,Quess Corp Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,56.88,12.29,True,Owner,False,False,False,False,True
RADICO,INE944F01028,Radico Khaitan Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,40.2,0.5,True,Owner,False,False,True,True,True
RAIN,INE855B01025,Rain Industries Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,41.35,17.01,True,Owner,False,False,False,False,True
RAINBOW,INE961O01016,Rainbow Childrens Medicare Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,49.84,43.7,True,Owner,False,False,False,True,True
RAJESHEXPO,INE343B01030,Rajesh Exports Limited,owner_confirmed_individual,OWNER,UNKNOWN,,54.55,54.55,True,Owner,False,False,False,False,False
RAMCOCEM,INE331A01037,The Ramco Cements Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,42.56,3.55,True,Owner,False,False,False,True,True
RATEGAIN,INE0CLI01024,Rategain Travel Technologies Limited,owner_confirmed_individual,OWNER,UNKNOWN,,48.54,48.54,True,Owner,False,False,False,False,True
RATNAMANI,INE703B01027,Ratnamani Metals & Tubes Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,59.77,59.82,True,Owner,False,False,False,False,False
RAYMOND,INE301A01014,Raymond Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,48.87,0.01,True,Owner,False,False,False,False,False
RAYMONDLSL,INE02ID01020,Raymond Lifestyle Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,58.22,0.04,False,,False,False,False,False,True
REDTAPE,INE0LXT01019,Redtape Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,71.83,72.78000000000002,False,,False,False,False,False,True
RELAXO,INE131B01039,Relaxo Footwears Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,71.27,71.28,False,,False,False,False,False,True
RESPONIND,INE688D01026,Responsive Industries Limited,owner_confirmed_individual,OWNER,UNKNOWN,,59.14,1.36,True,Owner,False,False,False,False,False
RKFORGE,INE399G01023,Ramkrishna Forgings Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,43.13,6.15,True,Owner,False,False,False,True,True
ROLEXRINGS,INE645S01024,Rolex Rings Limited,owner_confirmed_individual,OWNER,UNKNOWN,,52.24,52.24,True,Owner,False,False,False,False,False
RRKABEL,INE777K01022,R R Kabel Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,61.66,57.89,False,,False,False,False,True,True
RTNINDIA,INE834M01019,RattanIndia Enterprises Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,74.86,0.13,True,Owner,False,False,False,False,True
RTNPOWER,INE399K01017,RattanIndia Power Limited,ambiguous_holding_indian,OWNER,UNKNOWN,,44.06,0.0,True,Owner,False,False,False,False,True
RUBICON,INE506V01022,Rubicon Research Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,59.99,23.86,False,,False,False,False,False,True
RUSTOMJEE,INE263M01029,Keystone Realtors Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,74.59,72.22,True,Owner,False,False,False,False,False
SAATVIKGL,INE13B501022,Saatvik Green Energy Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,75.99,46.48,False,,False,False,False,False,True
SAFARI,INE429E01023,Safari Industries (India) Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,44.7,38.57,True,Owner,False,False,False,False,True
SAILIFE,INE570L01029,Sai Life Sciences Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,34.7,7.48,False,,False,False,False,True,True
SANDUMA,INE149K01016,Sandur Manganese & Iron Ores Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,74.22,3.68,False,,False,False,False,False,True
SANSERA,INE953O01021,Sansera Engineering Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,30.18,30.57,True,Owner,False,False,False,False,True
SARDAEN,INE385C01021,Sarda Energy & Minerals Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,73.16,19.42,False,,False,False,False,True,True
SENCO,INE602W01027,Senco Gold Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,64.46,16.490000000000002,True,Owner,False,False,False,False,True
SFL,INE916U01025,Sheela Foam Limited,owner_confirmed_individual,OWNER,UNKNOWN,,65.69,53.56,False,,False,False,False,False,True
SHAILY,INE151G01028,Shaily Engineering Plastics Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,43.4,34.05,False,,False,False,False,False,True
SHAKTIPUMP,INE908D01010,Shakti Pumps (India) Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,50.34,8.959999999999999,False,,False,False,False,False,True
SHALBY,INE597J01018,Shalby Limited,owner_confirmed_individual,OWNER,UNKNOWN,,74.33,10.33,True,Owner,False,False,False,False,False
SHARDACROP,INE221J01015,Sharda Cropchem Limited,owner_confirmed_individual,OWNER,UNKNOWN,,74.82,74.82,False,,False,False,False,False,True
SHILPAMED,INE790G01031,Shilpa Medicare Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,40.13,40.16,False,,False,False,False,False,True
SHREECEM,INE070A01015,SHREE CEMENT LIMITED,owner_confirmed_individual,OWNER,UNKNOWN,,62.55,2.98,True,Owner,False,True,True,True,True
SHRIPISTON,INE526E01018,Shriram Pistons & Rings Limited,owner_confirmed_individual,OWNER,UNKNOWN,,43.75,31.09,False,,False,False,False,False,True
SHYAMMETL,INE810G01011,Shyam Metalics and Energy Limited,owner_confirmed_individual,OWNER,UNKNOWN,,74.59,9.62,True,Owner,False,False,False,True,True
SKIPPER,INE439E01022,Skipper Limited,owner_confirmed_individual,OWNER,UNKNOWN,,66.48,0.16,False,,False,False,False,False,True
SKYGOLD,INE01IU01018,SKY GOLD AND DIAMONDS LIMITED,owner_confirmed_individual,OWNER,UNKNOWN,,51.74,51.74,False,,False,False,False,False,True
SMARTWORKS,INE0NAZ01010,Smartworks Coworking Spaces Limited,owner_confirmed_individual,OWNER,UNKNOWN,,58.18,0.04,False,,False,False,False,False,True
SOBHA,INE671H01015,Sobha Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,52.88,52.879999999999995,True,Owner,False,False,False,True,True
SOLARA,INE624Z01016,Solara Active Pharma Sciences Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,42.0,7.09,True,Owner,False,False,False,False,False
SOLARINDS,INE343H01029,Solar Industries India Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,73.15,43.92,True,Owner,False,True,True,True,True
SONACOMS,INE073K01018,Sona BLW Precision Forgings Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,28.02,0.08,True,Owner,False,False,False,True,True
SONATSOFTW,INE269A01021,Sonata Software Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,28.17,27.96,True,Owner,False,False,False,True,True
SPARC,INE232I01014,Sun Pharma Advanced Research Company Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,65.67,23.700000000000003,True,Owner,False,False,False,False,True
SPLPETRO,INE663A01033,Supreme Petrochem Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,64.24,0.24,False,,False,False,False,True,True
SRF,INE647A01010,SRF Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,50.26,0.18,True,Owner,False,False,True,True,True
SSWL,INE802C01033,Steel Strips Wheels Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,61.14,35.75,True,Owner,False,False,False,False,False
STAR,INE939A01011,Strides Pharma Science Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,27.86,4.56,True,Owner,False,False,False,False,True
STARCEMENT,INE460H01021,Star Cement Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,57.62,50.45,False,,False,False,False,False,True
STARHEALTH,INE575P01011,Star Health and Allied Insurance Company Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,57.98,17.49,True,Professional,False,False,False,True,True
STYL,INE04VU01023,Seshaasai Technologies Limited,owner_confirmed_individual,OWNER,UNKNOWN,,81.8,81.8,False,,False,False,False,False,True
SUBROS,INE287B01021,Subros Limited,owner_confirmed_individual,OWNER,UNKNOWN,,36.79,8.56,False,,False,False,False,False,True
SUDEEPPHRM,INE0QPI01025,Sudeep Pharma Limited,owner_confirmed_individual,OWNER,UNKNOWN,,76.15,35.81,False,,False,False,False,False,True
SULA,INE142Q01026,Sula Vineyards Limited,owner_probable_nri_family,OWNER,UNKNOWN,,24.55,24.57,True,Owner,False,False,False,False,False
SUNDARMFIN,INE660A01013,Sundaram Finance Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,37.21,24.61,True,Owner,False,False,False,True,True
SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,54.48,11.07,True,Owner,True,True,True,True,True
SUNTECK,INE805D01034,Sunteck Realty Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,63.3,1.62,True,Owner,False,False,False,False,True
SUNTV,INE424H01027,Sun TV Network Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,75.0,75.0,True,Owner,False,False,False,True,True
SUPREMEIND,INE195A01028,Supreme Industries Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,48.96,2.48,True,Owner,False,False,True,True,True
SUPRIYA,INE07RO01027,Supriya Lifescience Limited,owner_confirmed_individual,OWNER,UNKNOWN,,68.3,68.3,False,,False,False,False,False,True
SURYAROSNI,INE335A01020,Surya Roshni Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,62.89,4.96,True,Owner,False,False,False,False,True
SURYODAY,INE428Q01011,Suryoday Small Finance Bank Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,22.44,11.29,True,Owner,False,False,False,False,False
SUVEN,INE495B01038,Suven Life Sciences Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,70.15,0.7,True,Owner,False,False,False,False,False
SUZLON,INE040H01021,Suzlon Energy Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,11.73,4.4399999999999995,True,Owner,False,False,True,True,True
SWANCORP,INE665A01038,SWAN CORP LIMITED,owner_confirmed_individual,OWNER,UNKNOWN,,53.96,0.03,True,Owner,False,False,False,True,True
SWSOLAR,INE00M201021,Sterling and Wilson Renewable Energy Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,45.72,6.31,True,Owner,False,False,False,False,True
SYNGENE,INE398R01022,Syngene International Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,52.68,0.0699999999999999,True,Owner,False,False,False,True,True
SYRMA,INE0DYJ01015,Syrma SGS Technology Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,42.72,7.18,True,Owner,False,False,False,True,True
TANLA,INE483C01032,Tanla Platforms Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,46.17,41.23,True,Owner,False,False,False,False,True
TARC,INE0EK901012,TARC Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,65.12,65.82000000000001,False,,False,False,False,False,True
TARIL,INE763I01026,Transformers And Rectifiers (India) Limited,owner_confirmed_individual,OWNER,UNKNOWN,,64.36,64.36,False,,False,False,False,True,True
TARSONS,INE144Z01023,Tarsons Products Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,47.3,47.3,True,Owner,False,False,False,False,False
TATVA,INE0GK401011,Tatva Chintan Pharma Chem Limited,owner_confirmed_individual,OWNER,UNKNOWN,,72.02,72.02,True,Owner,False,False,False,False,False
TBOTEK,INE673O01025,TBO Tek Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,44.41,22.84,False,,False,False,False,True,True
TCIEXP,INE586V01016,TCI Express Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,69.46,18.25,True,Owner,False,False,False,False,False
TDPOWERSYS,INE419M01027,TD Power Systems Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,26.87,13.74,False,,False,False,False,False,True
TECHNOE,INE285K01026,Techno Electric & Engineering Company Limited,owner_confirmed_individual,OWNER,UNKNOWN,,56.92,0.85,True,Owner,False,False,False,True,True
TEGA,INE011K01018,Tega Industries Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,67.27,17.4,True,Owner,False,False,False,True,True
TEXRAIL,INE621L01012,Texmaco Rail & Engineering Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,48.34,7.74,True,Owner,False,False,False,False,True
THANGAMAYL,INE085J01014,Thangamayil Jewellery Limited,owner_confirmed_individual,OWNER,UNKNOWN,,61.61,54.39,False,,False,False,False,False,True
THERMAX,INE152A01029,Thermax Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,61.98,0.01,True,Owner,False,False,False,True,True
TI,INE133E01013,Tilaknagar Industries Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,31.71,25.14,False,,False,False,False,False,True
TICL,INE388G01026,,owner_confirmed_individual,OWNER,UNKNOWN,,84.06,57.37,True,Professional,False,False,False,False,False
TIINDIA,INE974X01010,Tube Investments of India Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,44.05,4.1899999999999995,True,Owner,False,False,True,True,True
TIMETECHNO,INE508G01029,Time Technoplast Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,47.51,7.16,True,Owner,False,False,False,False,True
TIPSMUSIC,INE716B01029,Tips Music Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,64.15,64.16000000000001,False,,False,False,False,False,True
TITAGARH,INE615H01020,TITAGARH RAIL SYSTEMS LIMITED,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,40.46,7.8,True,Owner,False,False,False,True,True
TORNTPHARM,INE685A01028,Torrent Pharmaceuticals Limited,owner_confirmed_individual_and_director,OWNER,PROFESSIONAL,,68.31,0.66,True,Owner,False,True,True,True,True
TORNTPOWER,INE813H01021,Torrent Power Limited,owner_confirmed_individual,OWNER,PROFESSIONAL,,51.09,0.06,True,Owner,False,False,False,True,True
TRANSRAILL,INE454P01035,Transrail Lighting Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,71.12,1.43,False,,False,False,False,False,True
TRAVELFOOD,INE103V01028,Travel Food Services Limited,ambiguous_holding_indian,OWNER,UNKNOWN,,86.19,0.0,False,,False,False,False,True,True
TRITURBINE,INE152M01016,Triveni Turbine Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,55.84,28.56,True,Owner,False,False,False,True,True
TRIVENI,INE256C01024,Triveni Engineering & Industries Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,60.98,24.59,True,Owner,False,False,False,False,True
TSFINV,INE202Z01029,TSF INVESTMENTS LIMITED,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,54.99,23.14,False,,False,False,False,False,True
TTKPRESTIG,INE690A01028,TTK Prestige Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,70.52,9.95,True,Owner,False,False,False,False,False
TVSMOTOR,INE494B01023,TVS Motor Company Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,50.27,0.07,True,Owner,False,True,True,True,True
TVSSCS,INE395N01027,TVS Supply Chain Solutions Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,43.03,2.61,True,Owner,False,False,False,False,True
UFLEX,INE516A01017,UFLEX Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,44.58,3.24,True,Owner,False,False,False,False,False
UNIPARTS,INE244O01017,Uniparts India Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,65.89,33.71000000000001,True,Owner,False,False,False,False,False
UNOMINDA,INE405E01023,UNO Minda Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,68.41,37.84,True,Owner,False,False,False,True,True
UPL,INE628A01036,UPL Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,33.51,3.15,True,Owner,False,False,True,True,True
URBANCO,INE0CAZ01013,Urban Company Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,20.29,20.3,False,,False,False,False,True,True
USHAMART,INE228A01035,Usha Martin Limited,owner_confirmed_individual,OWNER,UNKNOWN,,40.52,3.25,True,Owner,False,False,False,True,True
UTLSOLAR,INE12UR01024,Fujiyama Power Systems Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,86.77,86.76,False,,False,False,False,False,True
V2RETAIL,INE945H01021,V2 Retail Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,51.43,11.19,False,,False,False,False,False,True
VAIBHAVGBL,INE884A01027,Vaibhav Global Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,57.11,1.4700000000000002,True,Owner,False,False,False,False,True
VAKRANGEE,INE051B01021,Vakrangee Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,40.05,4.8,True,Owner,False,False,False,False,False
VARROC,INE665L01035,Varroc Engineering Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,75.0,39.75,True,Owner,False,False,False,False,True
VENKEYS,INE398A01010,Venky's (India) Limited,owner_confirmed_individual,OWNER,UNKNOWN,,56.11,56.11,True,Owner,False,False,False,False,False
VENUSPIPES,INE0JA001018,Venus Pipes & Tubes Limited,owner_confirmed_individual,OWNER,UNKNOWN,,48.41,48.41,True,Owner,False,False,False,False,False
VGUARD,INE951I01027,V-Guard Industries Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,53.28,40.2,True,Owner,False,False,False,False,True
VIJAYA,INE043W01024,Vijaya Diagnostic Centre Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,52.51,52.51,True,Owner,False,False,False,True,True
VINATIORGA,INE410B01037,Vinati Organics Limited,owner_confirmed_individual,OWNER,UNKNOWN,,74.28,2.59,True,Owner,False,False,False,False,False
VIPIND,INE054A01027,VIP Industries Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,42.35,0.95,True,Owner,False,False,False,False,True
VMART,INE665J01013,V-Mart Retail Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,44.15,6.46,False,,False,False,False,False,True
VOLTAMP,INE540H01012,Voltamp Transformers Limited,owner_confirmed_individual,OWNER,UNKNOWN,,30.0,30.0,True,Owner,False,False,False,False,True
VRLLOG,INE366I01010,VRL Logistics Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,60.24,60.24,True,Owner,False,False,False,False,False
VTL,INE825A01020,Vardhman Textiles Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,65.09,2.36,False,,False,False,False,True,True
WAAREEENER,INE377N01017,Waaree Energies Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,64.19,46.57,True,Owner,False,False,True,True,True
WABAG,INE956G01038,VA Tech Wabag Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,19.09,19.110000000000003,False,,False,False,False,False,True
WAKEFIT,INE0E7301029,Wakefit Innovations Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,37.03,37.03,False,,False,False,False,False,True
WEBELSOLAR,INE855C01023,Websol Energy System Limited,owner_confirmed_individual,OWNER,UNKNOWN,,29.72,8.93,False,,False,False,False,False,True
WESTLIFE,INE274F01020,WESTLIFE FOODWORLD LIMITED,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,56.36,2.45,True,Owner,False,False,False,False,True
WEWORK,INE085001019,WeWork India Management Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,49.8,0.0,False,,False,False,False,False,True
WIPRO,INE075A01022,Wipro Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,72.63,4.42,True,Owner,True,True,True,True,True
WOCKPHARMA,INE049B01025,Wockhardt Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,49.08,0.74,True,Owner,False,False,False,True,True
WSTCSTPAPR,INE976A01021,West Coast Paper Mills Limited,owner_confirmed_individual,OWNER,UNKNOWN,,56.58,13.46,True,Owner,False,False,False,False,False
YATHARTH,INE0JO301016,Yatharth Hospital & Trauma Care Services Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,55.8,55.8,False,,False,False,False,False,True
ZAGGLE,INE07K301024,Zaggle Prepaid Ocean Services Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,44.13,40.06,False,,False,False,False,False,True
ZENSARTECH,INE520A01027,Zensar Technologies Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,49.01,0.23,True,Owner,False,False,False,True,True
ZENTEC,INE251B01027,Zen Technologies Limited,owner_confirmed_individual,OWNER,UNKNOWN,,48.51,48.51,True,Owner,False,False,False,True,True
ZYDUSLIFE,INE010B01027,Zydus Lifesciences Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,75.0,0.07,True,Owner,False,True,True,True,True
ZYDUSWELL,INE768C01028,Zydus Wellness Limited,owner_confirmed_individual_and_director,OWNER,UNKNOWN,,69.63,0.06,False,,False,False,False,True,True
ADANIENSOL,INE931S01010,Adani Energy Solutions Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Adani,72.73,0.01,True,Owner,False,True,True,True,True
ADANIENT,INE423A01024,Adani Enterprises Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Adani,74.67,0.02,True,Owner,True,True,True,True,True
ADANIGREEN,INE364U01010,Adani Green Energy Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Adani,62.43,0.03,True,Owner,False,True,True,True,True
ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Adani,68.02,0.02,True,Owner,True,True,True,True,True
ADANIPOWER,INE814H01029,Adani Power Limited,owner_confirmed_individual,OWNER,OWNER,Adani,74.96,0.0,True,Owner,False,True,True,True,True
AMBUJACEM,INE079A01024,Ambuja Cements Limited,ambiguous_holding_foreign,OWNER,OWNER,Adani,67.68,0.0,True,Owner,False,True,True,True,True
ATGL,INE399L01023,Adani Total Gas Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Adani,74.8,0.06,True,Owner,False,False,True,True,True
WELCORP,INE191B01025,Welspun Corp Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Adani,49.73,0.6,True,Owner,False,False,False,True,True
WELENT,INE625G01013,Welspun Enterprises Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Adani,56.13,1.98,False,,False,False,False,False,True
WELSPUNLIV,INE192B01031,Welspun Living Limited,owner_confirmed_individual,OWNER,OWNER,Adani,66.24,0.36,True,Owner,False,False,False,True,True
ALOKINDS,INE270A01029,Alok Industries Limited,ambiguous_holding_indian,OWNER,OWNER,Ambani,75.0,0.0,True,Owner,False,False,False,False,True
HATHWAY,INE982F01036,Hathway Cable & Datacom Limited,owner_confirmed_individual,OWNER,OWNER,Ambani,75.0,13.61,True,Owner,False,False,False,False,False
JIOFIN,INE758E01017,Jio Financial Services Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Ambani,47.12,0.88,True,Owner,True,True,True,True,True
RELIANCE,INE002A01018,Reliance Industries Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Ambani,50.01,1.0,True,Owner,True,True,True,True,True
RELINFRA,INE036A01016,Reliance Infrastructure Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Ambani,19.05,0.16,True,Owner,False,False,False,False,False
RPOWER,INE614G01033,Reliance Power Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Ambani,24.98,0.05,True,Owner,False,False,False,True,True
BAJAJ-AUTO,INE917I01010,Bajaj Auto Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Bajaj,54.99,7.95,True,Owner,True,True,True,True,True
BAJAJCON,INE933K01021,Bajaj Consumer Care Limited,owner_confirmed_director_only,OWNER,OWNER,Bajaj,42.97,0.01,True,Owner,False,False,False,False,False
BAJAJELEC,INE193E01025,Bajaj Electricals Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Bajaj,62.69,16.22,False,,False,False,False,False,True
BAJAJFINSV,INE918I01026,Bajaj Finserv Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Bajaj,58.81,7.23,True,Owner,True,True,True,True,True
BAJAJHFL,INE377Y01014,Bajaj Housing Finance Limited,owner_confirmed_director_only,OWNER,OWNER,Bajaj,86.7,0.0,False,,False,False,False,True,True
BAJAJHIND,INE306A01021,Bajaj Hindusthan Sugar Limited,owner_confirmed_individual_and_director,OWNER,OWNER,Bajaj,13.43,4.75,True,Owner,False,False,False,False,False
