isin,company_name_owners,owners_cat,symbol,company_name_cand,owner_flag,owner_flag_ai,owner_flag_final
INE171Z01026,BHARAT DYNAMICS LTD,State,BDL,Bharat Dynamics Limited,excluded_state_dominant,,NOT_OWNER
INE172A01027,CASTROL INDIA LTD,MNC,CASTROLIND,Castrol India Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE175A01038,JAIN IRRIGATION SYSTEMS LTD,Owner,JISLJALEQS,Jain Irrigation Systems Limited,owner_confirmed_individual_and_director,,OWNER
INE176A01028,BATA INDIA LTD,MNC,BATAINDIA,Bata India Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE176B01034,HAVELLS INDIA LTD,Owner,HAVELLS,Havells India Limited,owner_confirmed_director_only,,OWNER
INE177H01039,GODAWARI POWER AND ISPAT LTD,Owner,GPIL,Godawari Power And Ispat limited,owner_confirmed_individual_and_director,,OWNER
INE178A01016,CHENNAI PETROLEUM CORP LTD,State,CHENNPETRO,Chennai Petroleum Corporation Limited,excluded_state_dominant,,NOT_OWNER
INE179A01014,PROCTER & GAMBLE HYGIENE,MNC,,,,,
INE180A01020,MAX FINANCIAL SERVICES LTD,Owner,,,,,
INE180C01042,CAPRI GLOBAL CAPITAL LTD,Owner,CGCL,Capri Global Capital Limited,owner_confirmed_individual_and_director,,OWNER
INE182A01018,PFIZER LIMITED,MNC,PFIZER,Pfizer Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE183A01024,FINOLEX INDUSTRIES LTD,Owner,FINPIPE,Finolex Industries Limited,owner_confirmed_individual,,OWNER
INE186A01019,GUJARAT ALKALIES & CHEMICALS,State,,,,,
INE188A01015,FERTILISERS & CHEM TRAVANCR,State,FACT,Fertilizers and Chemicals Travancore Limited,excluded_state_dominant,,NOT_OWNER
INE191B01025,WELSPUN CORP LTD,Owner,WELCORP,Welspun Corp Limited,owner_confirmed_individual_and_director,,OWNER
INE191H01014,PVR INOX LTD,Owner,PVRINOX,PVR INOX Limited,owner_confirmed_individual,,OWNER
INE192A01025,TATA CONSUMER PRODUCTS LTD,Professional,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,owner_confirmed_director_only,,OWNER
INE192R01011,AVENUE SUPERMARTS LTD,Owner,DMART,Avenue Supermarts Limited,owner_confirmed_individual_and_director,,OWNER
INE195A01028,SUPREME INDUSTRIES LTD,Owner,SUPREMEIND,Supreme Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE195J01029,PNC INFRATECH LTD,Owner,PNCINFRA,PNC Infratech Limited,owner_confirmed_individual_and_director,,OWNER
INE196A01026,MARICO LTD,Owner,MARICO,Marico Limited,owner_confirmed_individual_and_director,,OWNER
INE199A01012,PROCTER & GAMBLE HEALTH LTD,MNC,,,,,
INE200M01039,VARUN BEVERAGES LTD,Owner,VBL,Varun Beverages Limited,owner_confirmed_individual_and_director,,OWNER
INE201P01022,G R INFRAPROJECTS LTD,Owner,GRINFRA,G R Infraprojects Limited,owner_confirmed_individual_and_director,,OWNER
INE203G01027,INDRAPRASTHA GAS LTD,State,IGL,Indraprastha Gas Limited,ambiguous_holding_indian,ai_state,NOT_OWNER
INE205A01025,VEDANTA LTD,Owner,VEDL,Vedanta Limited,ambiguous_mnc_jv_candidate,ai_owner,OWNER
INE205B01031,ELECON ENGINEERING CO LTD,Owner,ELECON,Elecon Engineering Company Limited,owner_confirmed_individual_and_director,,OWNER
INE205C01021,POLY MEDICURE LTD,Owner,POLYMED,Poly Medicure Limited,owner_confirmed_individual_and_director,,OWNER
INE208A01029,ASHOK LEYLAND LTD,Owner,ASHOKLEY,Ashok Leyland Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE209L01016,JUPITER WAGONS LTD,Owner,JWL,Jupiter Wagons Limited,owner_confirmed_individual_and_director,,OWNER
INE211B01039,PHOENIX MILLS LTD,Owner,PHOENIXLTD,The Phoenix Mills Limited,owner_confirmed_individual_and_director,,OWNER
INE212H01026,AIA ENGINEERING LTD,Owner,AIAENG,AIA Engineering Limited,owner_confirmed_individual_and_director,,OWNER
INE213A01029,OIL & NATURAL GAS CORP LTD,State,ONGC,Oil & Natural Gas Corporation Limited,excluded_state_dominant,,NOT_OWNER
INE216A01030,BRITANNIA INDUSTRIES LTD,Owner,BRITANNIA,Britannia Industries Limited,ambiguous_mnc_jv_candidate,ai_owner_weak,OWNER_WEAK
INE216P01012,AAVAS FINANCIERS LTD,Professional,AAVAS,Aavas Financiers Limited,owner_confirmed_director_only,,OWNER
INE217B01036,KAJARIA CERAMICS LTD,Owner,KAJARIACER,Kajaria Ceramics Limited,owner_confirmed_individual_and_director,,OWNER
INE220B01022,KALPATARU PROJECTS INTERNATI,Owner,KPIL,Kalpataru Projects International Limited,owner_confirmed_individual_and_director,,OWNER
INE220G01021,JINDAL STAINLESS LTD,Owner,JSL,Jindal Stainless Limited,owner_confirmed_individual_and_director,,OWNER
INE224A01026,GREAVES COTTON LTD,Owner,GREAVESCOT,Greaves Cotton Limited,owner_confirmed_director_only,,OWNER
INE226A01021,VOLTAS LTD,Professional,VOLTAS,Voltas Limited,ambiguous_holding_indian,ai_professional,NOT_OWNER
INE227W01023,CLEAN SCIENCE & TECHNOLOGY L,Owner,CLEAN,Clean Science and Technology Limited,owner_confirmed_individual_and_director,,OWNER
INE228A01035,USHA MARTIN LTD,Owner,USHAMART,Usha Martin Limited,owner_confirmed_individual,,OWNER
INE230A01023,EIH LTD,Owner,EIHOTEL,EIH Limited,owner_confirmed_individual,,OWNER
INE232I01014,SUN PHARMA ADVANCED RESEARCH,Owner,SPARC,Sun Pharma Advanced Research Company Limited,owner_confirmed_individual_and_director,,OWNER
INE233A01035,GODREJ INDUSTRIES LTD,Owner,GODREJIND,Godrej Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE235A01022,FINOLEX CABLES LTD,Owner,FINCABLES,Finolex Cables Limited,owner_confirmed_individual,,OWNER
INE237A01036,KOTAK MAHINDRA BANK LTD,Owner,KOTAKBANK,Kotak Mahindra Bank Limited,owner_confirmed_individual_and_director,,OWNER
INE238A01034,AXIS BANK LTD,Professional,,,,,
INE239A01024,NESTLE INDIA LTD,MNC,NESTLEIND,Nestle India Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE242A01010,INDIAN OIL CORP LTD,State,IOC,Indian Oil Corporation Limited,excluded_state_dominant,,NOT_OWNER
INE242C01024,ANANT RAJ LTD,Owner,ANANTRAJ,Anant Raj Limited,owner_confirmed_individual_and_director,,OWNER
INE244B01030,PATEL ENGINEERING LTD,Owner,PATELENG,Patel Engineering Limited,owner_confirmed_individual_and_director,,OWNER
INE244O01017,UNIPARTS INDIA LTD,Owner,UNIPARTS,Uniparts India Limited,owner_confirmed_individual_and_director,,OWNER
INE245A01021,TATA POWER CO LTD,Professional,TATAPOWER,Tata Power Company Limited,owner_confirmed_director_only,,OWNER
INE246F01010,GUJARAT STATE PETRONET LTD,State,GSPL,Gujarat State Petronet Limited,ambiguous_holding_indian,ai_state,NOT_OWNER
INE248A01017,ITI LTD,State,ITI,ITI Limited,excluded_state_dominant,,NOT_OWNER
INE249Z01020,MAZAGON DOCK SHIPBUILDERS LT,State,MAZDOCK,Mazagon Dock Shipbuilders Limited,excluded_state_dominant,,NOT_OWNER
INE251B01027,ZEN TECHNOLOGIES LTD,Owner,ZENTEC,Zen Technologies Limited,owner_confirmed_individual,,OWNER
INE255A01020,EPL LTD,MNC,EPL,EPL Limited,owner_confirmed_director_only,,OWNER
INE255X01014,MSTC LTD,State,MSTCLTD,Mstc Limited,excluded_state_dominant,,NOT_OWNER
INE256A01028,ZEE ENTERTAINMENT ENTERPRISE,Owner,,,,,
INE256C01024,TRIVENI ENGINEERING & INDUS,Owner,TRIVENI,Triveni Engineering & Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE257A01026,BHARAT HEAVY ELECTRICALS,State,BHEL,Bharat Heavy Electricals Limited,excluded_state_dominant,,NOT_OWNER
INE258A01024,BEML LTD,State,BEML,BEML Limited,excluded_state_dominant,,NOT_OWNER
INE259A01022,COLGATE PALMOLIVE (INDIA),MNC,COLPAL,Colgate Palmolive (India) Limited,ambiguous_holding_foreign,ai_mnc,NOT_OWNER
INE260B01028,GODFREY PHILLIPS INDIA LTD,Owner,GODFRYPHLP,Godfrey Phillips India Limited,owner_confirmed_individual_and_director,,OWNER
INE260D01016,OLECTRA GREENTECH LTD,Owner,OLECTRA,Olectra Greentech Limited,ambiguous_holding_indian,ai_owner,OWNER
INE262H01021,PERSISTENT SYSTEMS LTD,Owner,PERSISTENT,Persistent Systems Limited,owner_confirmed_individual_and_director,,OWNER
INE263A01024,BHARAT ELECTRONICS LTD,State,BEL,Bharat Electronics Limited,excluded_state_dominant,,NOT_OWNER
INE263M01029,KEYSTONE REALTORS LTD,Owner,RUSTOMJEE,Keystone Realtors Limited,owner_confirmed_individual_and_director,,OWNER
INE267A01025,HINDUSTAN ZINC LTD,Owner,HINDZINC,Hindustan Zinc Limited,excluded_state_dominant,,NOT_OWNER
INE269A01021,SONATA SOFTWARE LTD,Owner,SONATSOFTW,Sonata Software Limited,owner_confirmed_individual_and_director,,OWNER
INE270A01029,ALOK INDUSTRIES LTD,Owner,ALOKINDS,Alok Industries Limited,ambiguous_holding_indian,ai_owner_weak,OWNER_WEAK
INE271B01025,MAHARASHTRA SEAMLESS LTD,Owner,MAHSEAMLES,Maharashtra Seamless Limited,owner_confirmed_individual_and_director,,OWNER
INE271C01023,DLF LTD,Owner,DLF,DLF Limited,owner_confirmed_individual_and_director,,OWNER
INE274F01020,WESTLIFE FOODWORLD LTD,Owner,WESTLIFE,WESTLIFE FOODWORLD LIMITED,owner_confirmed_individual_and_director,,OWNER
INE274G01010,DHANI SERVICES LTD,Owner,,,,,
INE274J01014,OIL INDIA LTD,State,OIL,Oil India Limited,excluded_state_dominant,,NOT_OWNER
INE278Y01022,CAMPUS ACTIVEWEAR LTD,Owner,CAMPUS,Campus Activewear Limited,owner_confirmed_individual_and_director,,OWNER
INE280A01028,TITAN CO LTD,Professional,TITAN,Titan Company Limited,excluded_state_dominant,,NOT_OWNER
INE285A01027,ELGI EQUIPMENTS LTD,Owner,ELGIEQUIP,Elgi Equipments Limited,owner_confirmed_individual_and_director,,OWNER
INE285K01026,TECHNO ELECTRIC & ENGINEERIN,Owner,TECHNOE,Techno Electric & Engineering Company Limited,owner_confirmed_individual,,OWNER
INE288B01029,DEEPAK NITRITE LTD,Owner,DEEPAKNTR,Deepak Nitrite Limited,owner_confirmed_individual_and_director,,OWNER
INE290S01011,CARTRADE TECH LTD,Professional,,,,,
INE296A01032,BAJAJ FINANCE LTD,Owner,BAJFINANCE,Bajaj Finance Limited,owner_confirmed_individual_and_director,,OWNER
INE298A01020,CUMMINS INDIA LTD,MNC,CUMMINSIND,Cummins India Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE298J01013,NIPPON LIFE INDIA ASSET MANA,MNC,NAM-INDIA,Nippon Life India Asset Management Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE299U01018,CROMPTON GREAVES CONSUMER EL,Professional,,,,,
INE301A01014,RAYMOND LTD,Owner,RAYMOND,Raymond Limited,owner_confirmed_individual_and_director,,OWNER
INE302A01020,EXIDE INDUSTRIES LTD,Owner,EXIDEIND,Exide Industries Limited,owner_probable_nri_family,ai_owner,OWNER
INE303R01014,KALYAN JEWELLERS INDIA LTD,Owner,KALYANKJIL,Kalyan Jewellers India Limited,owner_confirmed_individual_and_director,,OWNER
INE306A01021,BAJAJ HINDUSTHAN SUGAR LTD,Owner,BAJAJHIND,Bajaj Hindusthan Sugar Limited,owner_confirmed_individual_and_director,,OWNER
INE306R01017,INTELLECT DESIGN ARENA LTD,Owner,INTELLECT,Intellect Design Arena Limited,owner_confirmed_individual_and_director,,OWNER
INE317I01021,METRO BRANDS LTD,Owner,METROBRAND,Metro Brands Limited,owner_confirmed_individual_and_director,,OWNER
INE318A01026,PIDILITE INDUSTRIES LTD,Owner,PIDILITIND,Pidilite Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE320J01015,RITES LTD,State,RITES,RITES Limited,excluded_state_dominant,,NOT_OWNER
INE322A01010,GILLETTE INDIA LTD,MNC,GILLETTE,Gillette India Limited,owner_confirmed_director_only,,OWNER
INE323A01026,BOSCH LTD,MNC,BOSCHLTD,Bosch Limited,ambiguous_holding_foreign,ai_mnc,NOT_OWNER
INE324A01032,JINDAL SAW LTD,Owner,JINDALSAW,Jindal Saw Limited,owner_confirmed_individual,,OWNER
INE325A01013,TIMKEN INDIA LTD,MNC,TIMKEN,Timken India Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE326A01037,LUPIN LTD,Owner,LUPIN,Lupin Limited,owner_confirmed_individual_and_director,,OWNER
INE331A01037,RAMCO CEMENTS LTD/THE,Owner,RAMCOCEM,The Ramco Cements Limited,owner_confirmed_individual_and_director,,OWNER
INE334L01012,UJJIVAN FINANCIAL SERVICES L,Professional,,,,,
INE335A01020,SURYA ROSHNI LTD,Owner,SURYAROSNI,Surya Roshni Limited,owner_confirmed_individual_and_director,,OWNER
INE335Y01020,INDIAN RAILWAY CATERING & TO,State,IRCTC,Indian Railway Catering And Tourism Corporation Limited,excluded_state_dominant,,NOT_OWNER
INE338H01029,CONCORD BIOTECH LTD,Owner,CONCORDBIO,Concord Biotech Limited,owner_confirmed_individual_and_director,,OWNER
INE338I01027,MOTILAL OSWAL FINANCIAL SERV,Owner,MOTILALOFS,Motilal Oswal Financial Services Limited,owner_confirmed_individual_and_director,,OWNER
INE340A01012,BIRLA CORP LTD,Owner,BIRLACORPN,Birla Corporation Limited,owner_confirmed_individual_and_director,,OWNER
INE342J01019,ZF COMMERCIAL VEHICLE CONTRO,MNC,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE343B01030,RAJESH EXPORTS LTD,Owner,RAJESHEXPO,Rajesh Exports Limited,owner_confirmed_individual,,OWNER
INE343H01029,SOLAR INDUSTRIES INDIA LTD,Owner,SOLARINDS,Solar Industries India Limited,owner_confirmed_individual_and_director,,OWNER
INE347G01014,PETRONET LNG LTD,State,PETRONET,Petronet LNG Limited,owner_confirmed_director_only,,OWNER
INE348A01023,ASHAPURA MINECHEM LTD,Owner,ASHAPURMIN,Ashapura Minechem Limited,owner_confirmed_individual_and_director,,OWNER
INE348B01021,CENTURY PLYBOARDS INDIA LTD,Owner,CENTURYPLY,Century Plyboards (India) Limited,owner_confirmed_individual_and_director,,OWNER
INE349A01021,NRB BEARINGS LTD,Owner,NRBBEARING,NRB Bearing Limited,owner_confirmed_individual_and_director,,OWNER
INE349Y01013,IDEAFORGE TECHNOLOGY LTD,Owner,IDEAFORGE,Ideaforge Technology Limited,owner_confirmed_individual_and_director,,OWNER
INE351F01018,JAIPRAKASH POWER VENTURES LT,Owner,JPPOWER,Jaiprakash Power Ventures Limited,owner_probable_relatives_trust,ai_owner_weak,OWNER_WEAK
INE356A01018,MPHASIS LTD,Professional,MPHASIS,MphasiS Limited,owner_confirmed_director_only,,OWNER
INE358A01014,ABBOTT INDIA LTD,MNC,ABBOTINDIA,Abbott India Limited,ambiguous_holding_foreign,ai_mnc,NOT_OWNER
INE361B01024,DIVI'S LABORATORIES LTD,Owner,DIVISLAB,Divi's Laboratories Limited,owner_confirmed_individual_and_director,,OWNER
INE364U01010,ADANI GREEN ENERGY LTD,Owner,ADANIGREEN,Adani Green Energy Limited,owner_confirmed_individual_and_director,,OWNER
INE366I01010,VRL LOGISTICS LTD,Owner,VRLLOG,VRL Logistics Limited,owner_confirmed_individual_and_director,,OWNER
INE371A01025,GRAPHITE INDIA LTD,Owner,GRAPHITE,Graphite India Limited,owner_confirmed_individual_and_director,,OWNER
INE371P01015,AMBER ENTERPRISES INDIA LTD,Owner,AMBER,Amber Enterprises India Limited,owner_confirmed_individual_and_director,,OWNER
INE372A01015,APAR INDUSTRIES LTD,Owner,APARINDS,Apar Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE376G01013,BIOCON LTD,Owner,BIOCON,Biocon Limited,owner_confirmed_individual_and_director,,OWNER
INE377N01017,WAAREE ENERGIES LTD,Owner,WAAREEENER,Waaree Energies Limited,owner_confirmed_individual_and_director,,OWNER
INE382Z01011,GARDEN REACH SHIPBUILDERS &,State,GRSE,Garden Reach Shipbuilders & Engineers Limited,excluded_state_dominant,,NOT_OWNER
INE383A01012,INDIA CEMENTS LTD,Owner,INDIACEM,The India Cements Limited,owner_confirmed_director_only,,OWNER
INE385W01011,DISHMAN CARBOGEN AMCIS LTD,Owner,DCAL,Dishman Carbogen Amcis Limited,owner_confirmed_individual_and_director,,OWNER
INE386C01029,ASTRA MICROWAVE PRODUCTS LTD,Owner,,,,,
INE388G01026,TWAMEV CONSTRUCTION AND INFR,Professional,,,,,
INE388Y01029,FSN E-COMMERCE VENTURES LTD,Owner,NYKAA,FSN E-Commerce Ventures Limited,owner_confirmed_individual_and_director,,OWNER
INE389H01022,KEC INTERNATIONAL LTD,Owner,KEC,KEC International Limited,owner_confirmed_individual_and_director,,OWNER
INE391J01032,JTL INDUSTRIES LTD,Owner,JTLIND,JTL INDUSTRIES LIMITED,owner_confirmed_individual,,OWNER
INE395N01027,TVS SUPPLY CHAIN SOLUTIONS L,Owner,TVSSCS,TVS Supply Chain Solutions Limited,owner_confirmed_individual_and_director,,OWNER
INE397D01024,BHARTI AIRTEL LTD,Owner,BHARTIARTL,Bharti Airtel Limited,owner_confirmed_director_only,,OWNER
INE398A01010,VENKY'S (INDIA) LTD,Owner,VENKEYS,Venky's (India) Limited,owner_confirmed_individual,,OWNER
INE398R01022,SYNGENE INTERNATIONAL LTD,Owner,SYNGENE,Syngene International Limited,owner_confirmed_individual_and_director,,OWNER
INE399G01023,RAMKRISHNA FORGINGS LTD,Owner,RKFORGE,Ramkrishna Forgings Limited,owner_confirmed_individual_and_director,,OWNER
INE399K01017,RATTANINDIA POWER LTD,Owner,RTNPOWER,RattanIndia Power Limited,ambiguous_holding_indian,ai_owner,OWNER
INE399L01023,ADANI TOTAL GAS LTD,Owner,ATGL,Adani Total Gas Limited,owner_confirmed_individual_and_director,,OWNER
INE404A01024,ADITYA BIRLA SUN LIFE AMC LT,Owner,ABSLAMC,Aditya Birla Sun Life AMC Limited,owner_confirmed_individual_and_director,,OWNER
INE405E01023,UNO MINDA LTD,Owner,UNOMINDA,UNO Minda Limited,owner_confirmed_individual_and_director,,OWNER
INE406A01037,AUROBINDO PHARMA LTD,Owner,AUROPHARMA,Aurobindo Pharma Limited,owner_confirmed_individual_and_director,,OWNER
INE406M01024,ERIS LIFESCIENCES LTD,Owner,ERIS,Eris Lifesciences Limited,owner_confirmed_individual_and_director,,OWNER
INE410B01037,VINATI ORGANICS LTD,Owner,VINATIORGA,Vinati Organics Limited,owner_confirmed_individual,,OWNER
INE410P01011,NARAYANA HRUDAYALAYA LTD,Owner,NH,Narayana Hrudayalaya Ltd.,owner_confirmed_individual_and_director,,OWNER
INE414G01012,MUTHOOT FINANCE LTD,Owner,MUTHOOTFIN,Muthoot Finance Limited,owner_confirmed_individual_and_director,,OWNER
INE415A01038,AGI GREENPAC LTD,Owner,AGI,AGI Greenpac Limited,owner_confirmed_individual_and_director,,OWNER
INE415G01027,RAIL VIKAS NIGAM LTD,State,RVNL,Rail Vikas Nigam Limited,excluded_state_dominant,,NOT_OWNER
INE417T01026,PB FINTECH LTD,Professional,,,,,
INE418L01047,NAZARA TECHNOLOGIES LTD,Owner,NAZARA,Nazara Technologies Limited,owner_confirmed_individual_and_director,,OWNER
INE419U01012,HAPPIEST MINDS TECHNOLOGIES,Owner,HAPPSTMNDS,Happiest Minds Technologies Limited,owner_confirmed_individual_and_director,,OWNER
INE421D01022,CCL PRODUCTS INDIA LTD,Owner,CCL,CCL Products (India) Limited,owner_confirmed_individual_and_director,,OWNER
INE423A01024,ADANI ENTERPRISES LTD,Owner,ADANIENT,Adani Enterprises Limited,owner_confirmed_individual_and_director,,OWNER
INE423Y01016,SBFC FINANCE LTD,Professional,SBFC,SBFC Finance Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE424H01027,SUN TV NETWORK LTD,Owner,SUNTV,Sun TV Network Limited,owner_confirmed_individual_and_director,,OWNER
INE425B01027,BRIGHTCOM GROUP LTD,Owner,BCG,Brightcom Group Limited,owner_confirmed_individual_and_director,,OWNER
INE427F01016,CHALET HOTELS LTD,Owner,CHALET,Chalet Hotels Limited,owner_confirmed_individual_and_director,,OWNER
INE428Q01011,SURYODAY SMALL FINANCE BANK,Owner,SURYODAY,Suryoday Small Finance Bank Limited,owner_confirmed_individual_and_director,,OWNER
INE429E01023,SAFARI INDUSTRIES INDIA LTD,Owner,SAFARI,Safari Industries (India) Limited,owner_confirmed_individual_and_director,,OWNER
INE437A01024,APOLLO HOSPITALS ENTERPRISE,Owner,APOLLOHOSP,Apollo Hospitals Enterprise Limited,owner_confirmed_individual_and_director,,OWNER
INE438A01022,APOLLO TYRES LTD,Owner,APOLLOTYRE,Apollo Tyres Limited,owner_confirmed_individual,,OWNER
INE439A01020,ASAHI INDIA GLASS LTD,Owner,ASAHIINDIA,Asahi India Glass Limited,owner_confirmed_individual,,OWNER
INE442H01029,ASHOKA BUILDCON LTD,Owner,ASHOKA,Ashoka Buildcon Limited,owner_confirmed_individual_and_director,,OWNER
INE450U01017,ROUTE MOBILE LTD,Owner,ROUTE,ROUTE MOBILE LIMITED,ambiguous_holding_foreign,ai_mnc,NOT_OWNER
INE451A01017,FORCE MOTORS LTD,Owner,FORCEMOT,FORCE MOTORS LTD,owner_confirmed_individual,,OWNER
INE452O01016,FUTURE LIFESTYLE FASHIONS LT,Owner,FLFL,Future Lifestyle Fashions Limited,owner_confirmed_individual_and_director,,OWNER
INE455F01025,JAIPRAKASH ASSOCIATES LTD,Owner,,,,,
INE455I01029,KAVERI SEED CO LTD,Owner,KSCL,Kaveri Seed Company Limited,owner_confirmed_individual_and_director,,OWNER
INE455K01017,POLYCAB INDIA LTD,Owner,POLYCAB,Polycab India Limited,owner_confirmed_individual_and_director,,OWNER
INE457A01014,BANK OF MAHARASHTRA,State,MAHABANK,Bank of Maharashtra,excluded_state_dominant,,NOT_OWNER
INE457L01029,PG ELECTROPLAST LTD,Owner,PGEL,PG Electroplast Limited,owner_confirmed_individual_and_director,,OWNER
INE461D01028,HLE GLASCOAT LTD,Owner,HLEGLAS,HLE Glascoat Limited,owner_confirmed_individual,,OWNER
INE462A01022,BAYER CROPSCIENCE LTD,MNC,BAYERCROP,Bayer Cropscience Limited,ambiguous_holding_indian,ai_mnc,NOT_OWNER
INE463A01038,BERGER PAINTS INDIA LTD,Owner,BERGEPAINT,Berger Paints (I) Limited,owner_confirmed_individual_and_director,,OWNER
INE463V01026,ANAND RATHI WEALTH LTD,Owner,ANANDRATHI,Anand Rathi Wealth Limited,owner_confirmed_individual_and_director,,OWNER
INE465A01025,BHARAT FORGE LTD,Owner,BHARATFORG,Bharat Forge Limited,owner_confirmed_individual_and_director,,OWNER
INE466L01038,360 ONE WAM LTD,Owner,,,,,
INE467B01029,TATA CONSULTANCY SVCS LTD,Professional,TCS,Tata Consultancy Services Limited,owner_confirmed_director_only,,OWNER
INE470A01017,3M INDIA LTD,MNC,3MINDIA,3M India Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE470Y01017,NEW INDIA ASSURANCE CO LTD/T,State,NIACL,The New India Assurance Company Limited,excluded_state_dominant,,NOT_OWNER
INE472A01039,BLUE STAR LTD,Owner,BLUESTARCO,Blue Star Limited,owner_confirmed_individual_and_director,,OWNER
INE473A01011,LINDE INDIA LTD,MNC,LINDEINDIA,Linde India Limited,ambiguous_holding_foreign,ai_mnc,NOT_OWNER
INE473B01035,HATSUN AGRO PRODUCT LTD,Owner,HATSUN,Hatsun Agro Product Limited,owner_confirmed_individual_and_director,,OWNER
INE474Q01031,GLOBAL HEALTH LTD/INDIA,Owner,MEDANTA,Global Health Limited,owner_confirmed_individual_and_director,,OWNER
INE476A01022,CANARA BANK,State,CANBK,Canara Bank,excluded_state_dominant,,NOT_OWNER
INE477A01020,CAN FIN HOMES LTD,State,CANFINHOME,Can Fin Homes Limited,owner_confirmed_director_only,,OWNER
INE481G01011,ULTRATECH CEMENT LTD,Owner,ULTRACEMCO,UltraTech Cement Limited,owner_confirmed_individual_and_director,,OWNER
INE481N01025,HOME FIRST FINANCE CO INDIA,Professional,,,,,
INE481Y01014,GENERAL INS CORP OF INDIA,State,GICRE,General Insurance Corporation of India,excluded_state_dominant,,NOT_OWNER
INE482A01020,CEAT LTD,Owner,CEATLTD,CEAT Limited,owner_confirmed_individual_and_director,,OWNER
INE483A01010,CENTRAL BANK OF INDIA,State,CENTRALBK,Central Bank of India,excluded_state_dominant,,NOT_OWNER
INE483C01032,TANLA PLATFORMS LTD,Owner,TANLA,Tanla Platforms Limited,owner_confirmed_individual_and_director,,OWNER
INE484J01027,GODREJ PROPERTIES LTD,Owner,GODREJPROP,Godrej Properties Limited,owner_confirmed_individual_and_director,,OWNER
INE485C01029,IOL CHEMICALS AND PHARMA LTD,Owner,IOLCP,IOL Chemicals and Pharmaceuticals Limited,owner_confirmed_individual_and_director,,OWNER
INE486A01021,CESC LTD,Owner,CESC,CESC Limited,owner_confirmed_individual_and_director,,OWNER
INE488A01050,CHEMPLAST SANMAR LTD,Owner,CHEMPLASTS,Chemplast Sanmar Limited,owner_confirmed_individual_and_director,,OWNER
INE490G01020,MOIL LTD,State,MOIL,MOIL Limited,excluded_state_dominant,,NOT_OWNER
INE491A01021,CITY UNION BANK LTD,Professional,,,,,
INE493A01027,TATA COFFEE LTD,Professional,,,,,
INE494B01023,TVS MOTOR CO LTD,Owner,TVSMOTOR,TVS Motor Company Limited,owner_confirmed_individual_and_director,,OWNER
INE495A01022,DALMIA BHARAT SUGAR & INDUST,Owner,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,owner_confirmed_individual_and_director,,OWNER
INE495B01038,SUVEN LIFE SCIENCES LTD,Owner,SUVEN,Suven Life Sciences Limited,owner_confirmed_individual_and_director,,OWNER
INE499A01024,DCM SHRIRAM LTD,Owner,DCMSHRIRAM,DCM Shriram Limited,owner_confirmed_individual_and_director,,OWNER
INE501A01019,DEEPAK FERTILISERS & PETRO,Owner,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,owner_confirmed_individual_and_director,,OWNER
INE503A01015,DCB BANK LTD,Professional,DCBBANK,DCB Bank Limited,owner_confirmed_director_only,,OWNER
INE508G01029,TIME TECHNOPLAST LTD,Owner,TIMETECHNO,Time Technoplast Limited,owner_confirmed_individual_and_director,,OWNER
INE510A01028,ENGINEERS INDIA LTD,State,ENGINERSIN,Engineers India Limited,excluded_state_dominant,,NOT_OWNER
INE511C01022,POONAWALLA FINCORP LTD,Owner,POONAWALLA,Poonawalla Fincorp Limited,owner_confirmed_director_only,,OWNER
INE513A01022,SCHAEFFLER INDIA LTD,MNC,SCHAEFFLER,Schaeffler India Limited,excluded_no_natural_no_holding,,NOT_OWNER
INE516A01017,UFLEX LTD,Owner,UFLEX,UFLEX Limited,owner_confirmed_individual_and_director,,OWNER
INE517B01013,TATA TELESERVICES MAHARASHTR,Professional,TTML,Tata Teleservices (Maharashtra) Limited,owner_confirmed_director_only,,OWNER
INE517F01014,GUJARAT PIPAVAV PORT LTD,MNC,GPPL,Gujarat Pipavav Port Limited,owner_confirmed_director_only,,OWNER
INE520A01027,ZENSAR TECHNOLOGIES LTD,Owner,ZENSARTECH,Zensar Technologies Limited,owner_confirmed_individual_and_director,,OWNER
INE522D01027,MANAPPURAM FINANCE LTD,Owner,MANAPPURAM,Manappuram Finance Limited,owner_confirmed_individual_and_director,,OWNER
