symbol,company_name,isin,series,listing_date,face_value,industry,sector,basic_industry,macro,is_fno,last_price,previous_close,year_high,year_low,ffmc,pct_change_30d,pct_change_365d,fetched_at
HGS,Hinduja Global Solutions Limited,INE170I01016,EQ,19-JUN-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HIKAL,Hikal Limited,INE475B01022,EQ,14-FEB-2001,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HILINFRA,Highway Infrastructure Limited,INE00RL01028,EQ,12-AUG-2025,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HILTON,Hilton Metal Forging Limited,INE788H01017,EQ,24-MAY-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HIMATSEIDE,Himatsingka Seide Limited,INE049A01027,EQ,08-FEB-1995,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HINDALCO,Hindalco Industries Limited,INE038A01020,EQ,08-JAN-1997,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HINDCOMPOS,Hindustan Composites Limited,INE310C01029,EQ,08-MAY-1996,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HINDCON,Hindcon Chemicals Limited,INE642Y01029,BE,05-JUL-2021,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HINDCOPPER,Hindustan Copper Limited,INE531E01026,EQ,15-SEP-2010,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HINDOILEXP,Hindustan Oil Exploration Company Limited,INE345A01011,EQ,23-SEP-2003,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,EQ,17-JUN-1998,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,EQ,06-JUL-1995,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HINDWAREAP,Hindware Home Innovation Limited,INE05AN01011,EQ,26-DEC-2019,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HINDZINC,Hindustan Zinc Limited,INE267A01025,EQ,21-NOV-2006,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HIRECT,Hind Rectifiers Limited,INE835D01023,EQ,26-DEC-2006,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HISARMETAL,Hisar Metal Industries Limited,INE598C01011,EQ,05-JAN-2017,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HITECH,Hi-Tech Pipes Limited,INE106T01025,EQ,07-MAY-2018,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HITECHCORP,Hitech Corporation Limited,INE120D01012,EQ,20-DEC-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HITECHGEAR,The Hi-Tech Gears Limited,INE127B01011,BE,21-JAN-2002,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HLEGLAS,HLE Glascoat Limited,INE461D01028,EQ,09-FEB-2023,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HLVLTD,HLV LIMITED,INE102A01024,EQ,19-JUL-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HMAAGRO,HMA Agro Industries Limited,INE0ECP01024,EQ,04-JUL-2023,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HMT,HMT Limited,INE262A01018,BZ,29-AUG-2003,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HMVL,Hindustan Media Ventures Limited,INE871K01015,EQ,21-JUL-2010,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HNDFDS,Hindustan Foods Limited,INE254N01026,EQ,06-JUN-2023,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HOMEFIRST,Home First Finance Company India Limited,INE481N01025,EQ,03-FEB-2021,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HONASA,Honasa Consumer Limited,INE0J5401028,EQ,07-NOV-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HONAUT,Honeywell Automation India Limited,INE671A01010,EQ,18-JUL-2003,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HONDAPOWER,Honda India Power Products Limited,INE634A01018,EQ,01-APR-2003,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HPAL,HP Adhesives Limited,INE0GSL01024,EQ,27-DEC-2021,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HPIL,Hindprakash Industries Limited,INE05X901010,EQ,07-NOV-2022,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HPL,HPL Electric & Power Limited,INE495S01016,EQ,04-OCT-2016,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HSCL,Himadri Speciality Chemical Limited,INE019C01026,EQ,02-MAR-2007,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HTMEDIA,HT Media Limited,INE501G01024,EQ,01-SEP-2005,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HUBTOWN,Hubtown Limited,INE703H01016,EQ,07-FEB-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,EQ,19-MAY-2017,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HUHTAMAKI,Huhtamaki India Limited,INE275B01026,EQ,01-OCT-2004,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HYBRIDFIN,Hybrid Financial Services Limited,INE965B01022,EQ,05-DEC-2022,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
HYUNDAI,Hyundai Motor India Limited,INE0V6F01027,EQ,22-OCT-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IBULLSLTD,Indiabulls Limited,INE126M01010,EQ,18-AUG-2011,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ICDSLTD,ICDS Limited,INE613B01010,BE,17-NOV-1999,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ICEMAKE,Ice Make Refrigeration Limited,INE520Y01019,EQ,12-OCT-2020,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ICICIAMC,ICICI Prudential Asset Management Company Limited,INE346A01027,EQ,19-DEC-2025,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ICICIBANK,ICICI Bank Limited,INE090A01021,EQ,17-SEP-1997,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,EQ,27-SEP-2017,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,EQ,29-SEP-2016,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ICIL,Indo Count Industries Limited,INE483B01026,EQ,12-SEP-2005,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ICRA,ICRA Limited,INE725G01011,EQ,13-APR-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IDBI,IDBI Bank Limited,INE008A01015,EQ,20-SEP-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IDEA,Vodafone Idea Limited,INE669E01016,EQ,09-MAR-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IDEAFORGE,Ideaforge Technology Limited,INE349Y01013,EQ,07-JUL-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IDFCFIRSTB,IDFC First Bank Limited,INE092T01019,EQ,06-NOV-2015,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IEX,Indian Energy Exchange Limited,INE022Q01020,EQ,23-OCT-2017,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IFBAGRO,IFB Agro Industries Limited,INE076C01018,EQ,03-APR-1996,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IFBIND,IFB Industries Limited,INE559A01017,EQ,29-MAR-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IFCI,IFCI Limited,INE039A01010,EQ,26-APR-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IFGLEXPOR,IFGL Refractories Limited,INE133Y01011,EQ,14-NOV-2017,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IGARASHI,Igarashi Motors India Limited,INE188B01013,EQ,09-OCT-2003,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IGCL,Indogulf Cropsciences Limited,INE05J901018,EQ,03-JUL-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IGIL,International Gemmological Institute (India) Limited,INE0Q9301021,EQ,20-DEC-2024,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IGL,Indraprastha Gas Limited,INE203G01027,EQ,26-DEC-2003,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IGPL,IG Petrochemicals Limited,INE204A01010,EQ,29-JAN-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IIFL,IIFL Finance Limited,INE530B01024,EQ,17-MAY-2005,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IIFLCAPS,IIFL Capital Services Limited,INE489L01022,EQ,20-SEP-2019,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IITL,Industrial Investment Trust Limited,INE886A01014,EQ,17-AUG-2010,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IKIO,IKIO Technologies Limited,INE0LOJ01019,EQ,16-JUN-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IKS,Inventurus Knowledge Solutions Limited,INE115Q01022,EQ,19-DEC-2024,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IL&FSENGG,IL&FS Engineering and Construction Company Limited,INE369I01014,BZ,25-OCT-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IL&FSTRANS,IL&FS Transportation Networks Limited,INE975G01012,BZ,30-MAR-2010,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IMAGICAA,Imagicaaworld Entertainment Limited,INE172N01012,EQ,06-APR-2015,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,EQ,23-JUL-2010,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IMPAL,India Motor Parts and Accessories Limited,INE547E01014,EQ,07-OCT-2005,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IMPEXFERRO,Impex Ferro Tech Limited,INE691G01015,BZ,03-FEB-2005,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INA,Insolation Energy Limited,INE0LGX01024,EQ,09-MAR-2026,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,INE452L01012,EQ,01-JUL-2016,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDBANK,Indbank Merchant Banking Services Limited,INE841B01017,EQ,08-OCT-2008,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDGN,Indegene Limited,INE065X01017,EQ,13-MAY-2024,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDHOTEL,The Indian Hotels Company Limited,INE053A01029,EQ,03-JUL-1996,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDIACEM,The India Cements Limited,INE383A01012,EQ,31-MAY-2000,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDIAGLYCO,India Glycols Limited,INE560A01023,EQ,01-JUL-2005,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDIAMART,Indiamart Intermesh Limited,INE933S01016,EQ,04-JUL-2019,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDIANB,Indian Bank,INE562A01011,EQ,01-MAR-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDIANCARD,Indian Card Clothing Company Limited,INE061A01014,EQ,08-JAN-1997,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDIANHUME,Indian Hume Pipe Company Limited,INE323C01030,EQ,30-AUG-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDIASHLTR,India Shelter Finance Corporation Limited,INE922K01024,EQ,20-DEC-2023,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDIGO,InterGlobe Aviation Limited,INE646L01027,EQ,10-NOV-2015,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,EQ,02-FEB-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDIQUBE,Indiqube Spaces Limited,INE06ST01018,EQ,30-JUL-2025,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDNIPPON,India Nippon Electricals Limited,INE092B01025,EQ,07-MAY-1997,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDOAMIN,Indo Amines Limited,INE760F01028,EQ,29-APR-2022,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDOBORAX,Indo Borax & Chemicals Limited,INE803D01021,EQ,29-MAR-2022,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDOCO,Indoco Remedies Limited,INE873D01024,EQ,14-JAN-2005,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDOFARM,Indo Farm Equipment Limited,INE622H01018,EQ,07-JAN-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDORAMA,Indo Rama Synthetics (India) Limited,INE156A01020,EQ,20-JUN-2003,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDOSTAR,IndoStar Capital Finance Limited,INE896L01010,EQ,21-MAY-2018,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDOTECH,Indo Tech Transformers Limited,INE332H01014,EQ,16-MAR-2006,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDOTHAI,Indo Thai Securities Limited,INE337M01021,EQ,02-NOV-2011,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDOUS,Indo Us Biotech Limited,INE250Z01010,EQ,27-SEP-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDOWIND,Indowind Energy Limited,INE227G01018,EQ,14-SEP-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDRAMEDCO,Indraprastha Medical Corporation Limited,INE681B01017,EQ,17-APR-1997,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDSWFTLAB,Ind-Swift Laboratories Limited,INE915B01019,EQ,02-JUL-1997,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDTERRAIN,Indian Terrain Fashions Limited,INE611L01021,EQ,11-MAR-2011,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDUSINDBK,IndusInd Bank Limited,INE095A01012,EQ,28-JAN-1998,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INDUSTOWER,Indus Towers Limited,INE121J01017,EQ,28-DEC-2012,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INFOBEAN,InfoBeans Technologies Limited,INE344S01016,EQ,15-JUL-2019,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INFOMEDIA,Infomedia Press Limited,INE669A01022,EQ,12-OCT-2006,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INFY,Infosys Limited,INE009A01021,EQ,08-FEB-1995,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,EQ,15-APR-1999,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INNOVACAP,Innova Captab Limited,INE0DUT01020,EQ,29-DEC-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INNOVANA,Innovana Thinklabs Limited,INE403Y01018,EQ,17-DEC-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INNOVISION,Innovision Limited,INE0ADB01012,EQ,23-MAR-2026,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INOXGREEN,Inox Green Energy Services Limited,INE510W01014,EQ,23-NOV-2022,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INOXINDIA,INOX India Limited,INE616N01034,EQ,21-DEC-2023,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INOXWIND,Inox Wind Limited,INE066P01011,EQ,09-APR-2015,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INSECTICID,Insecticides (India) Limited,INE070I01018,EQ,30-MAY-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INSPIRISYS,Inspirisys Solutions Limited,INE020G01017,BE,30-OCT-2006,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INTELLECT,Intellect Design Arena Limited,INE306R01017,EQ,18-DEC-2014,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INTENTECH,Intense Technologies Limited,INE781A01025,EQ,23-MAR-2017,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INTERARCH,Interarch Building Solutions Limited,INE00M901018,EQ,26-AUG-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INTLCONV,International Conveyors Limited,INE575C01027,EQ,16-SEP-2021,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
INVENTURE,Inventure Growth & Securities Limited,INE878H01024,EQ,04-AUG-2011,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IOB,Indian Overseas Bank,INE565A01014,EQ,07-DEC-2000,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IOC,Indian Oil Corporation Limited,INE242A01010,EQ,24-JUL-1996,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IOLCP,IOL Chemicals and Pharmaceuticals Limited,INE485C01029,EQ,08-NOV-2010,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IONEXCHANG,ION Exchange (India) Limited,INE570A01022,EQ,22-FEB-2022,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IPCALAB,IPCA Laboratories Limited,INE571A01038,EQ,08-FEB-1995,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IPL,India Pesticides Limited,INE0D6701023,EQ,05-JUL-2021,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IRB,IRB Infrastructure Developers Limited,INE821I01022,EQ,25-FEB-2008,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IRCON,Ircon International Limited,INE962Y01021,EQ,28-SEP-2018,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,EQ,14-OCT-2019,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,EQ,29-NOV-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IRFC,Indian Railway Finance Corporation Limited,INE053F01010,EQ,29-JAN-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IRIS,IRIS RegTech Solutions Limited,INE864K01010,EQ,08-NOV-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IRISDOREME,Iris Clothings Limited,INE01GN01025,EQ,22-FEB-2021,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IRMENERGY,IRM Energy Limited,INE07U701015,EQ,26-OCT-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ISFT,Intrasoft Technologies Limited,INE566K01011,EQ,12-APR-2010,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ISGEC,Isgec Heavy Engineering Limited,INE858B01029,EQ,05-MAY-2021,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ISHANCH,Ishan Dyes and Chemicals Limited,INE561M01018,EQ,24-MAR-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ITC,ITC Limited,INE154A01025,EQ,23-AUG-1995,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ITCHOTELS,ITC Hotels Limited,INE379A01028,EQ,29-JAN-2025,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ITDC,India Tourism Development Corporation Limited,INE353K01014,EQ,30-DEC-2016,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
ITI,ITI Limited,INE248A01017,EQ,15-SEP-2003,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IVALUE,Ivalue Infosolutions Limited,INE056801025,EQ,25-SEP-2025,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IVC,IL&FS Investment Managers Limited,INE050B01023,EQ,15-SEP-1999,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IVP,IVP Limited,INE043C01018,EQ,13-SEP-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IXIGO,Le Travenues Technology Limited,INE0HV901016,EQ,18-JUN-2024,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
IZMO,IZMO Limited,INE848A01014,BE,05-FEB-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,EQ,22-JUL-1998,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JAGRAN,Jagran Prakashan Limited,INE199G01027,EQ,22-FEB-2006,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01035,EQ,01-MAR-2000,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JAIBALAJI,Jai Balaji Industries Limited,INE091G01026,EQ,09-DEC-2003,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JAICORPLTD,Jai Corp Limited,INE070D01027,EQ,26-NOV-1997,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JAINREC,Jain Resource Recycling Limited,INE0YD401026,EQ,01-OCT-2025,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JAIPURKURT,Nandani Creation Limited,INE696V01013,EQ,02-SEP-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,EQ,10-DEC-2010,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JARO,Jaro Institute of Technology Management and Research Limited,INE00YJ01010,EQ,30-SEP-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JASH,Jash Engineering Limited,INE039O01029,EQ,30-OCT-2019,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JAYAGROGN,Jayant Agro Organics Limited,INE785A01026,EQ,17-APR-1996,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JAYBARMARU,Jay Bharat Maruti Limited,INE571B01036,EQ,03-JAN-1996,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JAYKAY,Jaykay Enterprises Limited,INE903A01025,EQ,03-DEC-2025,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JAYNECOIND,Jayaswal Neco Industries Limited,INE854B01010,EQ,10-MAY-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JAYSREETEA,Jayshree Tea & Industries Limited,INE364A01020,EQ,15-FEB-1995,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01036,EQ,29-APR-2003,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JBMA,JBM Auto Limited,INE927D01051,EQ,17-DEC-2004,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JETFREIGHT,Jet Freight Logistics Limited,INE982V01025,EQ,21-DEC-2021,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JGCHEM,J.G.Chemicals Limited,INE0MB501011,EQ,13-MAR-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JHS,JHS Svendgaard Laboratories Limited,INE544H01014,BE,21-OCT-2006,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JINDALPHOT,Jindal Photo Limited,INE796G01012,EQ,07-APR-2005,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JINDALPOLY,Jindal Poly Films Limited,INE197D01010,EQ,21-JAN-2002,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JINDALSAW,Jindal Saw Limited,INE324A01032,EQ,29-APR-2003,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JINDALSTEL,JINDAL STEEL LIMITED,INE749A01030,EQ,29-DEC-1999,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JINDRILL,Jindal Drilling And Industries Limited,INE742C01031,EQ,22-DEC-2006,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JINDWORLD,Jindal Worldwide Limited,INE247D01039,EQ,25-NOV-2010,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JIOFIN,Jio Financial Services Limited,INE758E01017,EQ,21-AUG-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JISLDVREQS,Jain Irrigation Systems Limited,IN9175A01010,EQ,30-NOV-2011,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JISLJALEQS,Jain Irrigation Systems Limited,INE175A01038,EQ,13-AUG-2001,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JITFINFRA,JITF Infralogistics Limited,INE863T01013,BE,27-FEB-2017,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JKCEMENT,JK Cement Limited,INE823G01014,EQ,14-MAR-2006,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JKIL,J.Kumar Infraprojects Limited,INE576I01022,EQ,12-FEB-2008,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JKIPL,Jinkushal Industries Limited,INE1FF001016,EQ,03-OCT-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,EQ,19-JUN-2006,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
