symbol,company_name,isin,series,listing_date,face_value,industry,sector,basic_industry,macro,is_fno,last_price,previous_close,year_high,year_low,ffmc,pct_change_30d,pct_change_365d,fetched_at
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,INE782A01015,EQ,03-JAN-2000,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BOSCHLTD,Bosch Limited,INE323A01026,EQ,12-MAY-2003,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BPCL,Bharat Petroleum Corporation Limited,INE029A01011,EQ,13-SEP-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BPL,BPL Limited,INE110A01019,EQ,14-JUN-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BRIGADE,Brigade Enterprises Limited,INE791I01019,EQ,31-DEC-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BRIGHOTEL,Brigade Hotel Ventures Limited,INE03NU01014,EQ,31-JUL-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BRITANNIA,Britannia Industries Limited,INE216A01030,EQ,05-NOV-1998,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BRNL,Bharat Road Network Limited,INE727S01012,EQ,18-SEP-2017,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BROOKS,Brooks Laboratories Limited,INE650L01011,BE,05-SEP-2011,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BSE,BSE Limited,INE118H01025,EQ,03-FEB-2017,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BSHSL,Bombay Super Hybrid Seeds Limited,INE032Z01020,EQ,28-OCT-2020,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BSL,BSL Limited,INE594B01012,EQ,27-JUL-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BSOFT,BIRLASOFT LIMITED,INE836A01035,EQ,24-NOV-1999,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BTML,Bodhi Tree Multimedia Limited,INE0EEJ01023,EQ,15-FEB-2023,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BUILDPRO,Shankara Buildpro Limited,INE24OJ01011,EQ,09-JAN-2026,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,INE295F01017,EQ,28-APR-2014,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BVCL,Barak Valley Cements Limited,INE139I01011,EQ,23-NOV-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
BYKE,The Byke Hospitality Ltd,INE319B01014,BE,15-APR-2015,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CALSOFT,California Software Company Limited,INE526B01014,EQ,28-JUN-2000,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CAMLINFINE,Camlin Fine Sciences Limited,INE052I01032,EQ,20-JAN-2015,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CAMPUS,Campus Activewear Limited,INE278Y01022,EQ,09-MAY-2022,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CAMS,Computer Age Management Services Limited,INE596I01020,EQ,07-MAY-2021,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CANBK,Canara Bank,INE476A01022,EQ,23-DEC-2002,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CANFINHOME,Can Fin Homes Limited,INE477A01020,EQ,10-MAY-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CANHLIFE,Canara HSBC Life Insurance Company Limited,INE01TY01017,EQ,17-OCT-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CANTABIL,Cantabil Retail India Limited,INE068L01024,EQ,12-OCT-2010,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CAPACITE,Capacit'e Infraprojects Limited,INE264T01014,EQ,25-SEP-2017,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CAPILLARY,Capillary Technologies India Limited,INE0ILV01024,EQ,21-NOV-2025,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CAPITALSFB,Capital Small Finance Bank Limited,INE646H01017,EQ,14-FEB-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CAPLIPOINT,Caplin Point Laboratories Limited,INE475E01026,EQ,23-JUN-2014,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CAPTRUST,Capital Trust Limited,INE707C01018,BE,16-JAN-2017,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CARBORUNIV,Carborundum Universal Limited,INE120A01034,EQ,03-APR-1996,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CARERATING,CARE Ratings Limited,INE752H01013,EQ,26-DEC-2012,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CARRARO,Carraro India Limited,INE0V7W01012,EQ,30-DEC-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CARTRADE,Cartrade Tech Limited,INE290S01011,EQ,20-AUG-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CARYSIL,CARYSIL LIMITED,INE482D01024,EQ,14-JAN-2021,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CASTROLIND,Castrol India Limited,INE172A01027,EQ,14-MAR-2014,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CCAVENUE,AvenuesAI Limited,INE483S01020,EQ,04-APR-2016,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CCCL,Consolidated Construction Consortium Limited,INE429I01024,EQ,15-OCT-2007,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CCHHL,Country Club Hospitality & Holidays Limited,INE652F01027,EQ,03-FEB-2015,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CCL,CCL Products (India) Limited,INE421D01022,EQ,07-JUN-2004,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CDSL,Central Depository Services (India) Limited,INE736A01011,EQ,30-JUN-2017,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CEATLTD,CEAT Limited,INE482A01020,EQ,01-FEB-2008,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CEIGALL,Ceigall India Limited,INE0AG901020,EQ,08-AUG-2024,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CEINSYS,Ceinsys Tech Limited,INE016Q01014,EQ,19-FEB-2026,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CELEBRITY,Celebrity Fashions Limited,INE185H01016,EQ,12-JAN-2006,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CELLO,Cello World Limited,INE0LMW01024,EQ,06-NOV-2023,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CEMPRO,Cemindia Projects Limited,INE686A01026,EQ,10-FEB-1999,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CENTENKA,Century Enka Limited,INE485A01015,EQ,10-MAY-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CENTEXT,Century Extrusions Limited,INE281A01026,EQ,20-JUL-2004,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CENTRALBK,Central Bank of India,INE483A01010,EQ,21-AUG-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CENTRUM,Centrum Capital Limited,INE660C01027,EQ,04-APR-2018,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CENTUM,Centum Electronics Limited,INE320B01020,EQ,05-OCT-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CENTURYPLY,Century Plyboards (India) Limited,INE348B01021,EQ,23-MAR-2006,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CERA,Cera Sanitaryware Limited,INE739E01017,EQ,02-NOV-2007,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CEREBRAINT,Cerebra Integrated Technologies Limited,INE345B01019,BZ,26-JUN-2013,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CESC,CESC Limited,INE486A01021,EQ,08-FEB-1995,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CEWATER,Concord Enviro Systems Limited,INE037Z01029,EQ,27-DEC-2024,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CGCL,Capri Global Capital Limited,INE180C01042,EQ,29-OCT-2010,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CGPOWER,CG Power and Industrial Solutions Limited,INE067A01029,EQ,01-MAR-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CHALET,Chalet Hotels Limited,INE427F01016,EQ,07-FEB-2019,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,INE085A01013,EQ,14-JUN-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CHEMBOND,Chembond Material Technologies Limited,INE995D01025,EQ,20-NOV-2019,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CHEMBONDCH,Chembond Chemicals Limited,INE0TGX01019,EQ,23-JUL-2025,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CHEMCON,Chemcon Speciality Chemicals Limited,INE03YM01018,EQ,01-OCT-2020,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CHEMFAB,Chemfab Alkalis Limited,INE783X01023,EQ,25-APR-2018,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CHEMPLASTS,Chemplast Sanmar Limited,INE488A01050,EQ,24-AUG-2021,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CHENNPETRO,Chennai Petroleum Corporation Limited,INE178A01016,EQ,07-JUN-2000,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CHEVIOT,Cheviot Company Limited,INE974B01016,EQ,20-JUN-2022,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CHOICEIN,Choice International Limited,INE102B01014,EQ,08-APR-2022,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,INE121A01024,EQ,15-MAY-1996,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,INE149A01033,EQ,25-SEP-2017,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CIEINDIA,CIE Automotive India Limited,INE536H01010,EQ,30-AUG-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CIFL,Capital India Finance Limited,INE345H01024,EQ,17-APR-2025,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CIGNITITEC,Cigniti Technologies Limited,INE675C01017,EQ,13-OCT-2014,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CINELINE,Cineline India Limited,INE704H01022,EQ,13-JUN-2012,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CINEVISTA,Cinevista Limited,INE039B01026,EQ,02-MAY-2000,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CIPLA,Cipla Limited,INE059A01026,EQ,08-FEB-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CLEAN,Clean Science and Technology Limited,INE227W01023,EQ,19-JUL-2021,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CLEANMAX,Clean Max Enviro Energy Solutions Limited,INE647U01026,EQ,02-MAR-2026,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CLEDUCATE,CL Educate Limited,INE201M01029,BE,31-MAR-2017,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CLSEL,Chaman Lal Setia Exports Limited,INE419D01026,EQ,12-MAY-2021,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CMPDI,Central Mine Planning & Design Institute Limited,INE05HV01027,EQ,30-MAR-2026,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CMSINFO,CMS Info Systems Limited,INE925R01014,EQ,31-DEC-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CNL,Creative Newtech Limited,INE985W01018,EQ,05-AUG-2019,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COALINDIA,Coal India Limited,INE522F01014,EQ,04-NOV-2010,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COASTCORP,Coastal Corporation Limited,INE377E01024,EQ,08-OCT-2021,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COCHINSHIP,Cochin Shipyard Limited,INE704P01025,EQ,11-AUG-2017,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COFFEEDAY,Coffee Day Enterprises Limited,INE335K01011,EQ,02-NOV-2015,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COFORGE,Coforge Limited,INE591G01025,EQ,30-AUG-2004,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COHANCE,Cohance Lifesciences Limited,INE03QK01018,EQ,09-MAR-2020,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,EQ,17-DEC-2007,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COMPINFO,Compuage Infocom Limited,INE070C01037,BZ,07-JUL-2016,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COMPUSOFT,Compucom Software Limited,INE453B01029,EQ,02-MAR-2012,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COMSYN,Commercial Syn Bags Limited,INE073V01015,EQ,23-JAN-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CONCOR,Container Corporation of India Limited,INE111A01025,EQ,07-MAY-1997,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CONCORDBIO,Concord Biotech Limited,INE338H01029,EQ,18-AUG-2023,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CONFIPET,Confidence Petroleum India Limited,INE552D01024,EQ,13-JUN-2019,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CONSOFINVT,Consolidated Finvest & Holdings Limited,INE025A01027,BE,29-MAR-2005,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CONTROLPR,Control Print Limited,INE663B01015,EQ,24-JUN-2016,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CORALFINAC,Coral India Finance & Housing Limited,INE558D01021,EQ,25-MAR-1996,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CORDSCABLE,Cords Cable Industries Limited,INE792I01017,EQ,13-FEB-2008,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COROMANDEL,Coromandel International Limited,INE169A01031,EQ,31-MAY-1995,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CORONA,CORONA Remedies Limited,INE02ZQ01018,EQ,15-DEC-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COSMOFIRST,COSMO FIRST LIMITED,INE757A01017,EQ,25-MAY-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
COUNCODOS,Country Condo's Limited,INE695B01025,EQ,22-JAN-2009,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CPCAP,CP Capital Limited,INE521J01018,EQ,06-OCT-2010,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CPEDU,Career Point Edutech Limited,INE0P6P01016,EQ,05-SEP-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CPPLUS,Aditya Infotech Limited,INE819V01029,EQ,05-AUG-2025,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CRAFTSMAN,Craftsman Automation Limited,INE00LO01017,EQ,25-MAR-2021,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CRAMC,Canara Robeco Asset Management Company Limited,INE218I01013,EQ,16-OCT-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CREATIVEYE,Creative Eye Limited,INE230B01021,EQ,20-DEC-2000,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010,EQ,23-AUG-2018,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CREST,Crest Ventures Limited,INE559D01011,EQ,27-DEC-2006,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CRISIL,CRISIL Limited,INE007A01025,EQ,28-JUN-1995,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CRIZAC,Crizac Limited,INE0S4R01014,EQ,09-JUL-2025,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,EQ,13-MAY-2016,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CROWN,Crown Lifters Limited,INE491V01019,EQ,08-FEB-2022,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CSBBANK,CSB Bank Limited,INE679A01013,EQ,04-DEC-2019,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CSLFINANCE,CSL Finance Limited,INE718F01018,EQ,21-JUL-2022,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CTE,Cambridge Technology Enterprises Limited,INE627H01017,BE,07-FEB-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CUB,City Union Bank Limited,INE491A01021,EQ,25-AUG-1998,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CUBEXTUB,Cubex Tubings Limited,INE144D01012,EQ,24-APR-1996,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CUMMINSIND,Cummins India Limited,INE298A01020,EQ,29-MAR-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CUPID,Cupid Limited,INE509F01029,EQ,16-SEP-2016,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CURAA,Cura Technologies Limited,INE117B01020,BE,21-MAR-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CYBERMEDIA,Cyber Media (India) Limited,INE278G01037,EQ,10-JUN-2005,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CYBERTECH,Cybertech Systems And Software Limited,INE214A01019,EQ,27-JAN-1999,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CYIENT,Cyient Limited,INE136B01020,EQ,30-SEP-1998,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
CYIENTDLM,Cyient DLM Limited,INE055S01018,EQ,10-JUL-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DABUR,Dabur India Limited,INE016A01026,EQ,28-APR-1999,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DALBHARAT,Dalmia Bharat Limited,INE00R701025,EQ,22-JAN-2019,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,INE495A01022,EQ,17-JAN-1996,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DAMCAPITAL,Dam Capital Advisors Limited,INE284H01025,EQ,27-DEC-2024,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DAMODARIND,Damodar Industries Limited,INE497D01022,EQ,04-JUL-2016,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DANGEE,Dangee Dums Limited,INE688Y01022,EQ,13-NOV-2020,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DATAMATICS,Datamatics Global Services Limited,INE365B01017,EQ,07-MAY-2004,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,EQ,24-DEC-2021,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DAVANGERE,Davangere Sugar Company Limited,INE179G01029,EQ,25-JAN-2024,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DBCORP,D.B.Corp Limited,INE950I01011,EQ,06-JAN-2010,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DBEIL,Deepak Builders & Engineers India Limited,INE0OPA01019,EQ,28-OCT-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DBL,Dilip Buildcon Limited,INE917M01012,EQ,11-AUG-2016,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DBOL,Dhampur Bio Organics Limited,INE0I3401014,BE,08-SEP-2022,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DBREALTY,Valor Estate Limited,INE879I01012,EQ,24-FEB-2010,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DBSTOCKBRO,DB (International) Stock Brokers Limited,INE921B01025,EQ,29-FEB-2012,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DCAL,Dishman Carbogen Amcis Limited,INE385W01011,EQ,21-SEP-2017,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DCBBANK,DCB Bank Limited,INE503A01015,EQ,27-OCT-2006,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DCI,Dc Infotech And Communication Limited,INE0A1101019,BE,19-OCT-2022,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DCM,DCM  Limited,INE498A01018,EQ,29-MAR-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DCMFINSERV,DCM Financial Services Limited,INE891B01012,BE,21-MAY-1997,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DCMNVL,DCM Nouvelle Limited,INE08KP01019,EQ,16-JUL-2019,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DCMSHRIRAM,DCM Shriram Limited,INE499A01024,EQ,12-APR-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DCMSIL,DCM Shriram International Limited,INE0OU201013,BE,17-FEB-2026,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DCMSRIND,DCM Shriram Industries Limited,INE843D01027,EQ,24-DEC-2021,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DCW,DCW Limited,INE500A01029,EQ,25-MAY-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DCXINDIA,DCX Systems Limited,INE0KL801015,EQ,11-NOV-2022,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DDEVPLSTIK,Ddev Plastiks Industries Limited,INE0HR601026,EQ,15-JAN-2025,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DECCANCE,Deccan Cements Limited,INE583C01021,EQ,02-AUG-2007,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DEEDEV,DEE Development Engineers Limited,INE841L01016,EQ,26-JUN-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,EQ,17-JAN-2003,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,EQ,29-SEP-2010,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DEEPINDS,Deep Industries Limited,INE0FHS01024,EQ,27-APR-2021,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DELHIVERY,Delhivery Limited,INE148O01028,EQ,24-MAY-2022,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DELPHIFX,DELPHI WORLD MONEY LIMITED,INE726L01027,EQ,28-JUN-2011,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DELTACORP,Delta Corp Limited,INE124G01033,EQ,02-NOV-2007,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DELTAMAGNT,Delta Manufacturing Limited,INE393A01011,EQ,18-OCT-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DEN,Den Networks Limited,INE947J01015,EQ,24-NOV-2009,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DENORA,De Nora India Limited,INE244A01016,EQ,07-AUG-1997,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DENTA,Denta Water and Infra Solutions Limited,INE0R4L01018,EQ,29-JAN-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DEVIT,Dev Information Technology Limited,INE060X01034,EQ,15-FEB-2022,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DEVX,Dev Accelerator Limited,INE0VOV01021,EQ,17-SEP-2025,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DEVYANI,Devyani International Limited,INE872J01023,EQ,16-AUG-2021,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DGCONTENT,Digicontent Limited,INE03JI01017,EQ,18-JUN-2019,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DHAMPURSUG,Dhampur Sugar Mills Limited,INE041A01016,EQ,29-MAR-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DHANBANK,Dhanlaxmi Bank Limited,INE680A01011,EQ,01-APR-2004,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DHANUKA,Dhanuka Agritech Limited,INE435G01025,EQ,29-JUN-2011,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DHARMAJ,Dharmaj Crop Guard Limited,INE00OQ01016,EQ,08-DEC-2022,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DHRUV,Dhruv Consultancy Services Limited,INE506Z01015,EQ,25-NOV-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DHUNINV,Dhunseri Investments Limited,INE320L01011,EQ,18-MAR-2011,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DIACABS,Diamond Power Infrastructure Limited,INE989C01038,EQ,15-SEP-2023,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DIAMINESQ,Diamines & Chemicals Limited,INE591D01014,EQ,25-SEP-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DIAMONDYD,Prataap Snacks Limited,INE393P01035,EQ,05-OCT-2017,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
DICIND,DIC India Limited,INE303A01010,EQ,30-AUG-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
