index_name,symbol,priority,fetched_at
NIFTY TOTAL MKT,BANKBARODA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HINDCOPPER,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,RPOWER,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HINDPETRO,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HCLTECH,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,IOC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TORNTPHARM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CDSL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CANBK,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SONACOMS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ONESOURCE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ATGL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SARDAEN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GMDCLTD,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ACMESOLAR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HDFCAMC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,COHANCE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ULTRACEMCO,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SWIGGY,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,DATAPATTNS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PREMIERENE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NMDC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PERSISTENT,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,COFORGE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GAIL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,DLF,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,STLTECH,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TVSMOTOR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,COCHINSHIP,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,APOLLOHOSP,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,VBL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MAXHEALTH,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JPPOWER,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ANANDRATHI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TARIL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BAJAJFINSV,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ABB,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,POLICYBZR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PAYTM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BOSCHLTD,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LODHA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,FEDERALBNK,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BHARATFORG,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,THERMAX,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PNB,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AVANTIFEED,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CIPLA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BRITANNIA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,INOXWIND,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ANGELONE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,INOXINDIA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,RECLTD,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LICI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MUTHOOTFIN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AUROPHARMA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TECHM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TATACONSUM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ICICIAMC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,DRREDDY,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PRESTIGE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,APOLLO,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LUPIN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HBLENGINE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,UNITDSPR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BANKINDIA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SRF,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,POONAWALLA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BDL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NESTLEIND,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TRENT,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HYUNDAI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MARICO,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,WELCORP,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LGEINDIA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,IRFC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GLENMARK,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NETWEB,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GODREJPROP,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HINDZINC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PGEL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GALLANTT,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CGPOWER,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,KEI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,INDIANB,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,WAAREERTL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TDPOWERSYS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LAURUSLABS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TEJASNET,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GMRAIRPORT,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HSCL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CHENNPETRO,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BLUESTARCO,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,APARINDS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JAYNECOIND,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MANKIND,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AUBANK,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LENSKART,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,INDHOTEL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LTF,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JINDALSTEL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,RVNL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SCI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,KALYANKJIL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,YESBANK,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MAHABANK,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,QPOWER,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,DIVISLAB,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,INDUSINDBK,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,IDFCFIRSTB,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SUPREMEIND,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JSWSTEEL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,EMMVEE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BIOCON,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SBILIFE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,VMM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HAVELLS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,INDUSTOWER,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NAM-INDIA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JBCHEPHARM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GODREJCP,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SAMMAANCAP,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,VIKRAMSOLR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GODFRYPHLP,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ZEEL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NHPC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,IREDA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SIEMENS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,UPL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BELRISE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NAUKRI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PARAS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ASTRAL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PETRONET,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,OBEROIRLTY,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GPIL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HUDCO,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TORNTPOWER,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MANAPPURAM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ENGINERSIN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AMBUJACEM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PRIVISCL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AARTIIND,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,EXIDEIND,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,URBANCO,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,IDBI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PIDILITIND,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,WOCKPHARMA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ABCAPITAL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BANDHANBNK,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MFSL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CUPID,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ENRIN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ANANTRAJ,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,IGL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MRPL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ALKEM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JUBLFOOD,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,KPITTECH,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MRF,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ACUTAAS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,UNOMINDA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LUMAXTECH,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PAGEIND,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,DELHIVERY,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ZENTEC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SYRMA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MEESHO,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NLCINDIA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,KFINTECH,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CPPLUS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,RADICO,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SBICARD,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,FORTIS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,COLPAL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HEG,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,VOLTAMP,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NBCC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AEQUS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,KIRLOSBROS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,IEX,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PRAJIND,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LLOYDSME,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LTM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JSL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,KARURVYSYA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,INOXGREEN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HCC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NEULANDLAB,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,IFCI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NYKAA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,RBLBANK,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HONASA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AZAD,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PINELABS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,THANGAMAYL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NAVINFLUOR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PNBHOUSING,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JKCEMENT,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SHRIPISTON,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GRAPHITE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PATANJALI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,KPIGREEN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ITCHOTELS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ABFRL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PCJEWELLER,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LICHSGFIN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GESHIP,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CAMS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CHOICEIN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,UJJIVANSFB,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BAJAJHFL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,360ONE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,REDINGTON,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SHAKTIPUMP,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,KSB,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MOTILALOFS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PHOENIXLTD,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PNGJL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,KIRLOSENG,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SHREECEM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ICICIGI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,IRCTC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NATCOPHARM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CESC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TATAELXSI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SJVN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JWL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SANSERA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BEML,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AFFLE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TRITURBINE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,DALBHARAT,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JINDALSAW,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,RELIGARE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ITI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ZYDUSLIFE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TITAGARH,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SANDUMA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MPHASIS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ICICIPRULI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PARADEEP,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BLS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SOUTHBANK,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,J&KBANK,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,M&MFIN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,DABUR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,IRCON,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,OFSS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,INTELLECT,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,FIRSTCRY,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ARE&M,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TIMETECHNO,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,WEBELSOLAR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,DEEPAKFERT,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JSWINFRA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CROMPTON,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ACC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,YATHARTH,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AJANTPHARM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GRAVITA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PFOCUS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SAGILITY,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,COROMANDEL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TATACOMM,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SHAILY,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SCHAEFFLER,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,RAIN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,KTKBANK,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,WABAG,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,EDELWEISS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JKTYRE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MGL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AETHER,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CUB,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NAVA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BLUEJET,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ABSLAMC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,KEC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PPLPHARMA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SAILIFE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,OSWALPUMPS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BAJAJHLDNG,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NEWGEN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TATACAP,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LINDEINDIA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TIMKEN,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BRIGADE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PIIND,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,APTUS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CONCOR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PCBL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AWL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LTTS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,EMCURE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NH,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PTC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SMLMAH,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GRANULES,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,IIFL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GICRE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ECLERX,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JMFINANCIL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CARTRADE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,MANYAVAR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,FIVESTAR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ACE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LEMONTREE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,CHAMBLFERT,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,TATATECH,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,PWL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AAVAS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SUNTV,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,NCC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,DEEPAKNTR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,IRB,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,RAILTEL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ABREL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SIGNATURE,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,FINCABLES,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,HONAUT,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JAINREC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,LALPATHLAB,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,SWSOLAR,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BALKRISIND,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,AFCONS,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,DEVYANI,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ABDL,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,BORORENEW,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ZFCVINDIA,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,GSFC,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,JAMNAAUTO,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,RTNPOWER,,2026-04-14T01:22:41.013948+00:00
NIFTY TOTAL MKT,ELGIEQUIP,,2026-04-14T01:22:41.013948+00:00
