symbol,isin,company_name,is_owner_company,stage1_promoter_ge_10,owner_family,owner_flag,owner_flag_final_hybrid,yaml_classification,promoter_total_pct,natural_pct_sum,in_rev1,rev1_category,is_nifty50,is_nifty100,is_nifty200,is_nifty500,is_nifty_total_mkt
PARAGMILK,INE883N01014,Parag Milk Foods Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,40.65,40.9,True,Owner,False,False,False,False,False
PARAS,INE045601023,Paras Defence and Space Technologies Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,53.2,56.06,True,Owner,False,False,False,False,True
PATELENG,INE244B01030,Patel Engineering Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,31.48,3.33,True,Owner,False,False,False,False,False
PCJEWELLER,INE785M01021,PC Jeweller Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,41.1,35.29,False,,False,False,False,False,True
PDSL,INE111Q01021,PDS Limited,True,True,,owner_probable_nri_family,OWNER,UNKNOWN,61.37,61.47,True,Owner,False,False,False,False,False
PERSISTENT,INE262H01021,Persistent Systems Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,30.29,30.33,True,Owner,False,False,True,True,True
PFOCUS,INE367G01038,Prime Focus Limited,True,True,,ambiguous_mnc_jv_candidate,OWNER,UNKNOWN,60.77,7.83,False,,False,False,False,True,True
PGIL,INE940H01022,Pearl Global Industries Limited,True,True,,owner_probable_nri_family,OWNER,UNKNOWN,61.24,61.88,False,,False,False,False,False,True
PHOENIXLTD,INE211B01039,The Phoenix Mills Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,47.25,2.6,True,Owner,False,False,True,True,True
PICCADIL,INE546C01010,Piccadily Agro Industries Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,68.57,21.95,False,,False,False,False,False,True
PIDILITIND,INE318A01026,Pidilite Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,69.33,16.04,True,Owner,False,True,True,True,True
PIIND,INE603J01030,PI Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,46.09,46.49,True,Owner,False,False,True,True,True
PIRAMALFIN,INE202B01038,Piramal Finance Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,46.16,0.37,False,,False,False,False,True,True
PNCINFRA,INE195J01029,PNC Infratech Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,56.07,46.46,True,Owner,False,False,False,False,True
PNGJL,INE953R01016,P N Gadgil Jewellers Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,83.11,0.0,False,,False,False,False,False,True
POLYCAB,INE455K01017,Polycab India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,61.5,50.59,True,Owner,False,False,True,True,True
POLYMED,INE205C01021,Poly Medicure Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,62.42,35.26,True,Owner,False,False,False,True,True
POWERMECH,INE211R01019,Power Mech Projects Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,58.42,57.73,False,,False,False,False,False,True
PPLPHARMA,INE0DK501011,Piramal Pharma Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,34.86,0.21,True,Owner,False,False,False,True,True
PRAJIND,INE074A01025,Praj Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,32.81,32.86,True,Owner,False,False,False,False,True
PRAKASH,INE603A01013,Prakash Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,44.38,14.54,True,Owner,False,False,False,False,False
PREMIERENE,INE0BS701011,Premier Energies Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,63.94,67.94,False,,False,False,True,True,True
PRESTIGE,INE811K01011,Prestige Estates Projects Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,60.94,8.71,True,Owner,False,False,True,True,True
PRICOLLTD,INE726V01018,Pricol Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,38.51,25.38,False,,False,False,False,False,True
PRIVISCL,INE959A01019,Privi Speciality Chemicals Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,60.6,21.92,False,,False,False,False,False,True
PRSMJOHNSN,INE010A01011,Prism Johnson Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,74.87,13.56,False,,False,False,False,False,True
PRUDENT,INE00F201020,Prudent Corporate Advisory Services Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,55.31,57.61,True,Owner,False,False,False,False,True
PTCIL,INE596F01018,PTC Industries Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,59.72,38.3,False,,False,False,False,True,True
PURVA,INE323I01011,Puravankara Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,75.0,75.0,False,,False,False,False,False,True
PVRINOX,INE191H01014,PVR INOX Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,27.53,11.24,True,Owner,False,False,False,True,True
PWL,INE0LP301011,Physicswallah Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,72.3,72.3,False,,False,False,False,True,True
QPOWER,INE0SII01026,Quality Power Electrical Equipments Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,73.91,49.69,False,,False,False,False,False,True
QUESS,INE615P01015,Quess Corp Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,56.88,12.2,True,Owner,False,False,False,False,True
RADICO,INE944F01028,Radico Khaitan Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,40.2,0.5,True,Owner,False,False,True,True,True
RAIN,INE855B01025,Rain Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,41.35,17.01,True,Owner,False,False,False,False,True
RAINBOW,INE961O01016,Rainbow Childrens Medicare Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,49.84,43.7,True,Owner,False,False,False,True,True
RAJESHEXPO,INE343B01030,Rajesh Exports Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,54.55,54.55,True,Owner,False,False,False,False,False
RAMCOCEM,INE331A01037,The Ramco Cements Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,42.56,3.55,True,Owner,False,False,False,True,True
RATEGAIN,INE0CLI01024,Rategain Travel Technologies Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,48.54,48.54,True,Owner,False,False,False,False,True
RATNAMANI,INE703B01027,Ratnamani Metals & Tubes Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,59.77,59.82,True,Owner,False,False,False,False,True
RAYMOND,INE301A01014,Raymond Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,48.87,0.01,True,Owner,False,False,False,False,False
RAYMONDLSL,INE02ID01020,Raymond Lifestyle Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,59.53,0.04,False,,False,False,False,False,True
REDTAPE,INE0LXT01019,Redtape Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,71.83,72.78,False,,False,False,False,False,True
RELAXO,INE131B01039,Relaxo Footwears Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,71.27,71.28,False,,False,False,False,False,True
RESPONIND,INE688D01026,Responsive Industries Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,59.14,1.36,True,Owner,False,False,False,False,False
RKFORGE,INE399G01023,Ramkrishna Forgings Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,43.13,6.15,True,Owner,False,False,False,True,True
ROLEXRINGS,INE645S01024,Rolex Rings Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,52.24,52.24,True,Owner,False,False,False,False,False
RRKABEL,INE777K01022,R R Kabel Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,61.66,57.89,False,,False,False,False,True,True
RTNINDIA,INE834M01019,RattanIndia Enterprises Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,74.86,0.13,True,Owner,False,False,False,False,True
RTNPOWER,INE399K01017,RattanIndia Power Limited,True,True,,ambiguous_holding_indian,OWNER,UNKNOWN,44.06,0.0,True,Owner,False,False,False,False,True
RUBICON,INE506V01022,Rubicon Research Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,59.99,23.86,False,,False,False,False,False,True
RUSTOMJEE,INE263M01029,Keystone Realtors Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,74.59,72.22,True,Owner,False,False,False,False,False
SAATVIKGL,INE13B501022,Saatvik Green Energy Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,75.99,46.48,False,,False,False,False,False,True
SAFARI,INE429E01023,Safari Industries (India) Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,44.7,38.57,True,Owner,False,False,False,False,True
SAILIFE,INE570L01029,Sai Life Sciences Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,34.7,7.48,False,,False,False,False,True,True
SANDUMA,INE149K01016,Sandur Manganese & Iron Ores Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,74.22,3.68,False,,False,False,False,False,True
SANSERA,INE953O01021,Sansera Engineering Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,30.18,30.57,True,Owner,False,False,False,False,True
SARDAEN,INE385C01021,Sarda Energy & Minerals Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,73.16,19.42,False,,False,False,False,True,True
SENCO,INE602W01027,Senco Gold Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,64.46,16.49,True,Owner,False,False,False,False,True
SFL,INE916U01025,Sheela Foam Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,65.69,53.56,False,,False,False,False,False,True
SHAILY,INE151G01028,Shaily Engineering Plastics Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,43.4,34.05,False,,False,False,False,False,True
SHAKTIPUMP,INE908D01010,Shakti Pumps (India) Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,50.34,8.96,False,,False,False,False,False,True
SHALBY,INE597J01018,Shalby Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,74.33,10.33,True,Owner,False,False,False,False,False
SHARDACROP,INE221J01015,Sharda Cropchem Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,74.82,74.82,False,,False,False,False,False,True
SHILPAMED,INE790G01031,Shilpa Medicare Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,40.13,40.16,False,,False,False,False,False,True
SHREECEM,INE070A01015,SHREE CEMENT LIMITED,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,62.55,2.98,True,Owner,False,True,True,True,True
SHRIPISTON,INE526E01018,SPR Auto Technologies Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,43.75,31.09,False,,False,False,False,False,True
SHYAMMETL,INE810G01011,Shyam Metalics and Energy Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,74.59,9.62,True,Owner,False,False,False,True,True
SKIPPER,INE439E01022,Skipper Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,66.48,0.16,False,,False,False,False,False,True
SKYGOLD,INE01IU01018,SKY GOLD AND DIAMONDS LIMITED,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,51.74,51.74,False,,False,False,False,False,True
SMARTWORKS,INE0NAZ01010,Smartworks Coworking Spaces Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,58.18,0.04,False,,False,False,False,False,True
SOBHA,INE671H01015,Sobha Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,52.88,52.88,True,Owner,False,False,False,True,True
SOLARA,INE624Z01016,Solara Active Pharma Sciences Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,42.0,7.09,True,Owner,False,False,False,False,False
SOLARINDS,INE343H01029,Solar Industries India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,73.15,43.92,True,Owner,False,True,True,True,True
SONACOMS,INE073K01018,Sona BLW Precision Forgings Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,28.02,0.08,True,Owner,False,False,False,True,True
SONATSOFTW,INE269A01021,Sonata Software Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,28.17,27.96,True,Owner,False,False,False,True,True
SPARC,INE232I01014,Sun Pharma Advanced Research Company Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,65.67,20.22,True,Owner,False,False,False,False,True
SPLPETRO,INE663A01033,Supreme Petrochem Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,64.24,0.24,False,,False,False,False,True,True
SRF,INE647A01010,SRF Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,50.26,0.18,True,Owner,False,False,True,True,True
SSWL,INE802C01033,Steel Strips Wheels Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,61.14,35.75,True,Owner,False,False,False,False,False
STAR,INE939A01011,Strides Pharma Science Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,27.86,4.56,True,Owner,False,False,False,False,True
STARCEMENT,INE460H01021,Star Cement Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,57.62,50.45,False,,False,False,False,False,True
STARHEALTH,INE575P01011,Star Health and Allied Insurance Company Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,57.98,17.49,True,Professional,False,False,False,True,True
STYL,INE04VU01023,Seshaasai Technologies Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,81.8,81.8,False,,False,False,False,False,True
SUBROS,INE287B01021,Subros Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,36.79,8.56,False,,False,False,False,False,True
SUDEEPPHRM,INE0QPI01025,Sudeep Pharma Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,76.15,35.81,False,,False,False,False,False,True
SULA,INE142Q01026,Sula Vineyards Limited,True,True,,owner_probable_nri_family,OWNER,UNKNOWN,24.55,24.57,True,Owner,False,False,False,False,False
SUNDARMFIN,INE660A01013,Sundaram Finance Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,37.21,24.61,True,Owner,False,False,False,True,True
SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,54.48,10.83,True,Owner,True,True,True,True,True
SUNTECK,INE805D01034,Sunteck Realty Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,63.3,1.62,True,Owner,False,False,False,False,True
SUNTV,INE424H01027,Sun TV Network Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,75.0,75.0,True,Owner,False,False,False,True,True
SUPREMEIND,INE195A01028,Supreme Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,48.96,2.48,True,Owner,False,False,True,True,True
SUPRIYA,INE07RO01027,Supriya Lifescience Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,68.3,68.3,False,,False,False,False,False,True
SURYAROSNI,INE335A01020,Surya Roshni Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,62.89,4.96,True,Owner,False,False,False,False,True
SURYODAY,INE428Q01011,Suryoday Small Finance Bank Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,22.44,11.29,True,Owner,False,False,False,False,False
SUVEN,INE495B01038,Suven Life Sciences Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,70.15,0.7,True,Owner,False,False,False,False,False
SUZLON,INE040H01021,Suzlon Energy Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,11.73,4.44,True,Owner,False,False,True,True,True
SWANCORP,INE665A01038,SWAN CORP LIMITED,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,53.96,0.03,True,Owner,False,False,False,True,True
SWSOLAR,INE00M201021,Sterling and Wilson Renewable Energy Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,45.72,6.31,True,Owner,False,False,False,False,True
SYNGENE,INE398R01022,Syngene International Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,52.68,0.07,True,Owner,False,False,False,True,True
SYRMA,INE0DYJ01015,Syrma SGS Technology Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,42.72,7.18,True,Owner,False,False,False,True,True
TANLA,INE483C01032,Tanla Platforms Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,46.17,41.23,True,Owner,False,False,False,False,True
TARC,INE0EK901012,TARC Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,65.12,65.82,False,,False,False,False,False,True
TARIL,INE763I01026,Transformers And Rectifiers (India) Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,64.36,64.36,False,,False,False,False,True,True
TARSONS,INE144Z01023,Tarsons Products Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,47.3,47.3,True,Owner,False,False,False,False,False
TATVA,INE0GK401011,Tatva Chintan Pharma Chem Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,72.02,72.02,True,Owner,False,False,False,False,False
TBOTEK,INE673O01025,TBO Tek Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,44.41,22.84,False,,False,False,False,True,True
TCIEXP,INE586V01016,TCI Express Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,69.46,18.25,True,Owner,False,False,False,False,False
TDPOWERSYS,INE419M01027,TD Power Systems Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,26.87,13.74,False,,False,False,False,False,True
TECHNOE,INE285K01026,Techno Electric & Engineering Company Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,56.92,0.85,True,Owner,False,False,False,True,True
TEGA,INE011K01018,Tega Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,67.27,17.4,True,Owner,False,False,False,True,True
TEXRAIL,INE621L01012,Texmaco Rail & Engineering Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,48.34,7.74,True,Owner,False,False,False,False,True
THANGAMAYL,INE085J01014,Thangamayil Jewellery Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,61.61,54.39,False,,False,False,False,False,True
THERMAX,INE152A01029,Thermax Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,61.98,0.01,True,Owner,False,False,False,True,True
TI,INE133E01013,Tilaknagar Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,31.71,25.14,False,,False,False,False,False,True
TICL,INE388G01026,Twamev Construction and Infrastructure Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,84.06,57.37,True,Professional,False,False,False,False,False
TIINDIA,INE974X01010,Tube Investments of India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,44.05,4.19,True,Owner,False,False,True,True,True
TIMETECHNO,INE508G01029,Time Technoplast Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,47.51,7.16,True,Owner,False,False,False,False,True
TIPSMUSIC,INE716B01029,Tips Music Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,64.15,64.16,False,,False,False,False,False,True
TITAGARH,INE615H01020,TITAGARH RAIL SYSTEMS LIMITED,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,40.46,7.8,True,Owner,False,False,False,True,True
TORNTPHARM,INE685A01028,Torrent Pharmaceuticals Limited,True,True,,owner_confirmed_individual_and_director,OWNER,PROFESSIONAL,68.31,0.66,True,Owner,False,True,True,True,True
TORNTPOWER,INE813H01021,Torrent Power Limited,True,True,,owner_confirmed_individual,OWNER,PROFESSIONAL,51.09,0.06,True,Owner,False,False,False,True,True
TRANSRAILL,INE454P01035,Transrail Lighting Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,71.12,1.43,False,,False,False,False,False,True
TRAVELFOOD,INE103V01028,Travel Food Services Limited,True,True,,ambiguous_holding_indian,OWNER,UNKNOWN,86.19,0.0,False,,False,False,False,True,True
TRITURBINE,INE152M01016,Triveni Turbine Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,55.84,28.56,True,Owner,False,False,False,True,True
TRIVENI,INE256C01024,Triveni Engineering & Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,60.98,24.59,True,Owner,False,False,False,False,True
TSFINV,INE202Z01029,TSF INVESTMENTS LIMITED,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,54.99,23.14,False,,False,False,False,False,True
TTKPRESTIG,INE690A01028,TTK Prestige Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,70.52,9.95,True,Owner,False,False,False,False,False
TVSMOTOR,INE494B01023,TVS Motor Company Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,50.27,0.07,True,Owner,False,True,True,True,True
TVSSCS,INE395N01027,TVS Supply Chain Solutions Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,43.03,2.61,True,Owner,False,False,False,False,True
UFLEX,INE516A01017,UFLEX Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,44.58,3.24,True,Owner,False,False,False,False,False
UNIPARTS,INE244O01017,Uniparts India Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,65.89,33.71,True,Owner,False,False,False,False,False
UNOMINDA,INE405E01023,UNO Minda Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,68.41,37.84,True,Owner,False,False,False,True,True
UPL,INE628A01036,UPL Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,33.51,3.15,True,Owner,False,False,True,True,True
URBANCO,INE0CAZ01013,Urban Company Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,20.29,20.3,False,,False,False,False,True,True
USHAMART,INE228A01035,Usha Martin Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,40.52,3.25,True,Owner,False,False,False,True,True
UTLSOLAR,INE12UR01024,Fujiyama Power Systems Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,86.77,86.76,False,,False,False,False,False,True
V2RETAIL,INE945H01021,V2 Retail Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,51.43,11.19,False,,False,False,False,False,True
VAIBHAVGBL,INE884A01027,Vaibhav Global Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,57.11,1.47,True,Owner,False,False,False,False,True
VAKRANGEE,INE051B01021,Vakrangee Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,40.05,4.8,True,Owner,False,False,False,False,False
VARROC,INE665L01035,Varroc Engineering Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,75.0,39.75,True,Owner,False,False,False,False,True
VENKEYS,INE398A01010,Venky's (India) Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,56.11,56.11,True,Owner,False,False,False,False,False
VENUSPIPES,INE0JA001018,Venus Pipes & Tubes Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,48.41,48.41,True,Owner,False,False,False,False,False
VGUARD,INE951I01027,V-Guard Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,53.28,40.2,True,Owner,False,False,False,False,True
VIJAYA,INE043W01024,Vijaya Diagnostic Centre Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,52.51,52.51,True,Owner,False,False,False,True,True
VINATIORGA,INE410B01037,Vinati Organics Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,74.28,2.59,True,Owner,False,False,False,False,False
VIPIND,INE054A01027,VIP Industries Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,42.35,0.95,True,Owner,False,False,False,False,True
VMART,INE665J01013,V-Mart Retail Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,44.15,6.46,False,,False,False,False,False,True
VOLTAMP,INE540H01012,Voltamp Transformers Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,30.0,30.0,True,Owner,False,False,False,False,True
VRLLOG,INE366I01010,VRL Logistics Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,60.24,60.24,True,Owner,False,False,False,False,False
VTL,INE825A01020,Vardhman Textiles Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,65.09,2.36,False,,False,False,False,True,True
WAAREEENER,INE377N01017,Waaree Energies Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,64.19,46.57,True,Owner,False,False,True,True,True
WABAG,INE956G01038,VA Tech Wabag Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,19.09,19.11,False,,False,False,False,False,True
WAKEFIT,INE0E7301029,Wakefit Innovations Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,37.03,37.03,False,,False,False,False,False,True
WEBELSOLAR,INE855C01023,Websol Energy System Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,29.72,8.93,False,,False,False,False,False,True
WESTLIFE,INE274F01020,WESTLIFE FOODWORLD LIMITED,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,56.36,2.45,True,Owner,False,False,False,False,True
WEWORK,INE085001019,WeWork India Management Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,49.8,0.0,False,,False,False,False,False,True
WIPRO,INE075A01022,Wipro Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,72.63,4.42,True,Owner,True,True,True,True,True
WOCKPHARMA,INE049B01025,Wockhardt Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,49.08,0.74,True,Owner,False,False,False,True,True
WSTCSTPAPR,INE976A01021,West Coast Paper Mills Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,56.58,12.7,True,Owner,False,False,False,False,False
YATHARTH,INE0JO301016,Yatharth Hospital & Trauma Care Services Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,55.8,55.8,False,,False,False,False,False,True
ZAGGLE,INE07K301024,Zaggle Prepaid Ocean Services Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,44.13,40.06,False,,False,False,False,False,True
ZENSARTECH,INE520A01027,Zensar Technologies Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,49.01,0.23,True,Owner,False,False,False,True,True
ZENTEC,INE251B01027,Zen Technologies Limited,True,True,,owner_confirmed_individual,OWNER,UNKNOWN,48.51,48.51,True,Owner,False,False,False,True,True
ZYDUSLIFE,INE010B01027,Zydus Lifesciences Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,75.0,0.07,True,Owner,False,True,True,True,True
ZYDUSWELL,INE768C01028,Zydus Wellness Limited,True,True,,owner_confirmed_individual_and_director,OWNER,UNKNOWN,69.63,0.06,False,,False,False,False,True,True
ADANIENSOL,INE931S01010,Adani Energy Solutions Limited,True,True,Adani,owner_confirmed_individual_and_director,OWNER,OWNER,74.71,0.01,True,Owner,False,True,True,True,True
ADANIENT,INE423A01024,Adani Enterprises Limited,True,True,Adani,owner_confirmed_individual_and_director,OWNER,OWNER,74.67,0.02,True,Owner,True,True,True,True,True
ADANIGREEN,INE364U01010,Adani Green Energy Limited,True,True,Adani,owner_confirmed_individual_and_director,OWNER,OWNER,62.43,0.03,True,Owner,False,True,True,True,True
