symbol,isin,company_name,is_owner_company,owner_family,owner_flag,owner_flag_final_hybrid,yaml_classification,promoter_total_pct,natural_pct_sum,in_rev1,rev1_category,is_nifty50,is_nifty100,is_nifty200,is_nifty500,is_nifty_total_mkt,nse_fetch_status
PTC,INE877F01012,PTC India Limited,False,,ambiguous_holding_indian,NOT_OWNER,STATE,16.22,0.0,True,State,False,False,False,False,True,ok
RAILTEL,INE0DD101019,Railtel Corporation Of India Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,72.84,0.0,True,State,False,False,False,True,True,ok
RALLIS,INE613A01020,Rallis India Limited,False,,ambiguous_holding_indian,NOT_OWNER,PROFESSIONAL,55.08,0.0,False,,False,False,False,False,True,ok
RBA,INE07T201019,Restaurant Brands Asia Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,11.26,0.32,True,Professional,False,False,False,False,True,ok
RBLBANK,INE976G01028,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.08,True,Professional,False,False,False,True,True,ok
RCF,INE027A01015,Rashtriya Chemicals and Fertilizers Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,75.0,0.0,True,State,False,False,False,False,True,ok
RECLTD,INE020B01018,REC Limited,False,,owner_confirmed_director_only,NOT_OWNER,STATE,52.63,0.0,True,State,False,True,True,True,True,ok
REDINGTON,INE891D01026,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.03,True,MNC,False,False,False,True,True,ok
RELIGARE,INE621H01010,Religare Enterprises Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,26.27,0.0,True,Professional,False,False,False,False,True,ok
RENUKA,INE087H01022,Shree Renuka Sugars Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,62.48,0.03,True,MNC,False,False,False,False,True,ok
RHIM,INE743M01012,RHI MAGNESITA INDIA LIMITED,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,56.07,0.01,True,MNC,False,False,False,True,True,ok
RITES,INE320J01015,RITES Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,72.2,0.0,True,State,False,False,False,True,True,ok
RVNL,INE415G01027,Rail Vikas Nigam Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,72.84,0.0,True,State,False,False,True,True,True,ok
SAGILITY,INE0W2G01015,SAGILITY LIMITED,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,50.95,0.0,False,,False,False,False,True,True,ok
SAIL,INE114A01011,Steel Authority of India Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,65.0,0.0,True,State,False,False,True,True,True,ok
SAMMAANCAP,INE148I01020,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.36,True,Owner,False,False,False,True,True,ok
SANOFI,INE058A01010,,False,,ambiguous_holding_foreign,NOT_OWNER,MNC,60.4,0.0,True,MNC,False,False,False,False,False,ok
SAPPHIRE,INE806T01020,Sapphire Foods India Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,26.07,0.5,True,Professional,False,False,False,True,True,ok
SBFC,INE423Y01016,SBFC Finance Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,52.82,3.52,True,Professional,False,False,False,True,True,ok
SBICARD,INE018E01016,SBI Cards and Payment Services Limited,False,,owner_confirmed_director_only,NOT_OWNER,STATE,68.58,0.0,True,State,False,False,True,True,True,ok
SBILIFE,INE123W01016,SBI Life Insurance Company Limited,False,,owner_confirmed_director_only,NOT_OWNER,STATE,55.34,0.0,True,State,True,True,True,True,True,ok
SBIN,INE062A01020,State Bank of India,False,,excluded_state_dominant,NOT_OWNER,STATE,55.5,0.0,True,State,True,True,True,True,True,ok
SCHAEFFLER,INE513A01022,Schaeffler India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,74.13,0.0,True,MNC,False,False,False,True,True,ok
SCHNEIDER,INE839M01018,Schneider Electric Infrastructure Limited,False,,owner_confirmed_director_only,NOT_OWNER,MNC,75.0,0.0,True,MNC,False,False,False,True,True,ok
SCI,INE109A01011,Shipping Corporation Of India Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,63.75,0.0,True,State,False,False,False,True,True,ok
SIEMENS,INE003A01024,Siemens Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,75.0,0.0,True,MNC,False,True,True,True,True,ok
SJVN,INE002L01015,SJVN Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,81.85,0.0,True,State,False,False,False,True,True,ok
SKFINDIA,INE640A01023,SKF India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,52.58,0.0,True,MNC,False,False,False,False,True,ok
SKFINDUS,INE2J8701016,SKF India (Industrial) Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,52.58,0.0,False,,False,False,False,False,True,ok
SOUTHBANK,INE683A01023,,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,True,ok
SUMICHEM,INE258G01013,Sumitomo Chemical India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,75.0,0.0,False,,False,False,False,True,True,ok
SWIGGY,INE00H001014,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,5.62,True,Professional,False,False,True,True,True,ok
TATACAP,INE976I01016,Tata Capital Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,85.41,0.18,False,,False,True,True,True,True,ok
TATACHEM,INE092A01019,Tata Chemicals Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,37.98,0.0,True,Professional,False,False,False,True,True,ok
TATACOMM,INE151A01013,Tata Communications Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,58.86,0.0,True,Professional,False,False,True,True,True,ok
TATACONSUM,INE192A01025,TATA CONSUMER PRODUCTS LIMITED,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,33.84,0.01,True,Professional,True,True,True,True,True,ok
TATAELXSI,INE670A01012,Tata Elxsi Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,43.9,0.0,True,Professional,False,False,True,True,True,ok
TATAINVEST,INE672A01026,Tata Investment Corporation Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,73.38,0.07,False,,False,False,True,True,True,ok
TATAPOWER,INE245A01021,Tata Power Company Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,46.86,0.02,True,Professional,False,True,True,True,True,ok
TATASTEEL,INE081A01020,Tata Steel Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,33.19,0.02,True,Professional,True,True,True,True,True,ok
TATATECH,INE142M01025,Tata Technologies Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,55.21,0.0,False,,False,False,False,True,True,ok
TCS,INE467B01029,Tata Consultancy Services Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,71.77,0.01,True,Professional,True,True,True,True,True,ok
TEJASNET,INE010J01012,Tejas Networks Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,53.46,0.2,True,Professional,False,False,False,True,True,ok
TENNIND,INE19RI01016,Tenneco Clean Air India Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,74.79,0.0,False,,False,False,False,True,True,ok
THELEELA,INE0AQ201015,Leela Palaces Hotels & Resorts Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,75.91,0.0,False,,False,False,False,True,True,ok
THOMASCOOK,INE332A01027,Thomas Cook  (India)  Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,63.83,0.09,False,,False,False,False,False,True,ok
THYROCARE,INE594H01019,Thyrocare Technologies Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,60.92,0.14,False,,False,False,False,False,True,ok
TIMKEN,INE325A01013,Timken India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,51.05,0.0,True,MNC,False,False,False,True,True,ok
TITAN,INE280A01028,Titan Company Limited,False,,excluded_state_dominant,NOT_OWNER,PROFESSIONAL,52.9,0.02,True,Professional,True,True,True,True,True,ok
TMB,INE668A01016,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,2.12,True,Professional,False,False,False,False,True,ok
TMCV,INE1TAE01010,Tata Motors Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,42.56,0.03,False,,False,True,True,True,True,ok
TMPV,INE155A01022,Tata Motors Passenger Vehicles Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,42.56,0.03,True,Professional,True,True,True,True,True,ok
TRENT,INE849A01020,Trent Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,37.01,0.27,True,Professional,True,True,True,True,True,ok
TTML,INE517B01013,Tata Teleservices (Maharashtra) Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,74.36,0.0,True,Professional,False,False,False,True,True,ok
UBL,INE686F01025,United Breweries Limited,False,,ambiguous_mnc_jv_candidate,NOT_OWNER,UNKNOWN,70.83,8.08,True,MNC,False,False,False,True,True,ok
UCOBANK,INE691A01018,UCO Bank,False,,excluded_state_dominant,NOT_OWNER,STATE,90.95,0.0,True,State,False,False,False,True,True,ok
UJJIVANSFB,INE551W01018,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.07,True,Professional,False,False,False,False,True,ok
UNIONBANK,INE692A01016,Union Bank of India,False,,excluded_state_dominant,NOT_OWNER,STATE,74.76,0.0,True,State,False,True,True,True,True,ok
UNITDSPR,INE854D01024,United Spirits Limited,False,,ambiguous_mnc_jv_candidate,NOT_OWNER,UNKNOWN,56.67,0.01,True,MNC,False,True,True,True,True,ok
UTIAMC,INE094J01016,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.06,True,Professional,False,False,False,True,True,ok
UTKARSHBNK,INE735W01017,,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,42.67,0.06,True,abb,False,False,False,False,False,ok
VIYASH,INE807F01027,Viyash Scientific Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,61.41,3.2,False,,False,False,False,False,True,ok
VOLTAS,INE226A01021,Voltas Limited,False,,ambiguous_holding_indian,NOT_OWNER,PROFESSIONAL,30.3,0.0,True,Professional,False,False,True,True,True,ok
WHIRLPOOL,INE716A01013,Whirlpool of India Limited,False,,owner_confirmed_director_only,NOT_OWNER,MNC,39.76,0.0,True,MNC,False,False,False,True,True,ok
YESBANK,INE528G01035,,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,True,True,True,ok
ZFCVINDIA,INE342J01019,ZF Commercial Vehicle Control Systems India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,60.0,0.01,True,MNC,False,False,False,True,True,ok
,INE001A01036,HOUSING DEVELOPMENT FINANCE,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False,unresolvable_isin
,INE043D01016,IDFC LTD,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False,unresolvable_isin
,INE0BWS23018,ALTIUS TELECOM INFRASTRUCTUR,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False,unresolvable_isin
,INE0FDU25010,BROOKFIELD INDIA REAL ESTATE,False,,rev1_label_only_mnc,NOT_OWNER,UNKNOWN,0.0,0.0,True,MNC,False,False,False,False,False,unresolvable_isin
,INE0GGX23010,POWERGRID INFRASTRUCTURE INV,False,,rev1_label_only_state,NOT_OWNER,UNKNOWN,0.0,0.0,True,State,False,False,False,False,False,unresolvable_isin
,INE0NDH25011,NEXUS SELECT TRUST,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False,unresolvable_isin
,INE334L01012,UJJIVAN FINANCIAL SERVICES L,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False,unresolvable_isin
,INE493A01027,TATA COFFEE LTD,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False,unresolvable_isin
,INE763G01038,ICICI SECURITIES LTD,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False,unresolvable_isin
IDEA,INE669E01016,Vodafone Idea Limited,False,Birla,excluded_state_dominant,NOT_OWNER,STATE,25.64,0.09,True,State,False,False,True,True,True,ok
