symbol,isin,company_name,is_owner_company,owner_family,owner_flag,owner_flag_final_hybrid,yaml_classification,promoter_total_pct,natural_pct_sum,in_rev1,rev1_category,is_nifty50,is_nifty100,is_nifty200,is_nifty500,is_nifty_total_mkt,nse_fetch_status
HINDZINC,INE267A01025,Hindustan Zinc Limited,True,Vedanta,excluded_state_dominant,OWNER,OWNER,61.84,0.0,True,Owner,False,True,True,True,True,ok
STLTECH,INE089C01029,Sterlite Technologies Limited,True,Vedanta,owner_confirmed_individual_and_director,OWNER,OWNER,44.44,0.58,True,Owner,False,False,False,False,True,ok
VEDL,INE205A01025,Vedanta Limited,True,Vedanta,ambiguous_mnc_jv_candidate,OWNER,OWNER,56.38,0.0,True,Owner,False,True,True,True,True,ok
BBTC,INE050A01025,The Bombay Burmah Trading Corporation Limited,True,Wadia,owner_confirmed_individual,OWNER,OWNER,74.05,10.05,True,Owner,False,False,False,True,True,ok
BOMDYEING,INE032A01023,Bombay Dyeing & Mfg Company Limited,True,Wadia,owner_confirmed_individual,OWNER,OWNER,53.57,2.28,True,Owner,False,False,False,False,False,ok
BRITANNIA,INE216A01030,Britannia Industries Limited,True,Wadia,ambiguous_mnc_jv_candidate,OWNER,OWNER,50.55,0.01,True,Owner,False,True,True,True,True,ok
3MINDIA,INE470A01017,3M India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,75.0,0.0,True,MNC,False,False,False,True,True,ok
AADHARHFC,INE883F01010,Aadhar Housing Finance Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,PROFESSIONAL,64.9,0.41,False,,False,False,False,True,True,ok
AAVAS,INE216P01012,Aavas Financiers Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,48.95,0.93,True,Professional,False,False,False,True,True,ok
ABB,INE117A01022,ABB India Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,75.0,0.0,True,MNC,False,True,True,True,True,ok
ABBOTINDIA,INE358A01014,Abbott India Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,74.99,0.0,True,MNC,False,False,False,True,True,ok
AKZOINDIA,INE133A01011,Akzo Nobel India Limited,False,,ambiguous_holding_indian,NOT_OWNER,UNKNOWN,61.2,0.0,False,,False,False,False,True,True,ok
AXISBANK,INE238A01034,,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,8.14,0.0,True,Professional,True,True,True,True,True,ok
BALMLAWRIE,INE164A01016,,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,0.0,0.0,True,State,False,False,False,False,False,ok
BANKBARODA,INE028A01039,Bank of Baroda,False,,excluded_state_dominant,NOT_OWNER,STATE,63.97,0.0,True,State,False,True,True,True,True,ok
BANKINDIA,INE084A01016,Bank of India,False,,excluded_state_dominant,NOT_OWNER,STATE,73.38,0.0,True,State,False,False,True,True,True,ok
BATAINDIA,INE176A01028,Bata India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,50.16,0.0,True,MNC,False,False,False,True,True,ok
BAYERCROP,INE462A01022,Bayer Cropscience Limited,False,,ambiguous_holding_indian,NOT_OWNER,UNKNOWN,68.7,0.0,True,MNC,False,False,False,True,True,ok
BBOX,INE676A01027,Black Box Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,70.49,1.6,False,,False,False,False,False,True,ok
BDL,INE171Z01026,Bharat Dynamics Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,74.93,0.0,True,State,False,False,True,True,True,ok
BEL,INE263A01024,Bharat Electronics Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,51.14,0.0,True,State,True,True,True,True,True,ok
BEML,INE258A01024,BEML Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,54.03,0.0,True,State,False,False,False,True,True,ok
BHEL,INE257A01026,Bharat Heavy Electricals Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,58.17,0.0,True,State,False,False,True,True,True,ok
BLUEDART,INE233B01017,Blue Dart Express Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,75.0,0.0,False,,False,False,False,True,True,ok
BOSCHLTD,INE323A01026,Bosch Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,70.54,0.0,True,MNC,False,True,True,True,True,ok
BPCL,INE029A01011,Bharat Petroleum Corporation Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,52.98,0.0,True,State,False,True,True,True,True,ok
BSE,INE118H01025,BSE LTD,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,True,True,True,phase4_failed_xbrl
CAMS,INE596I01020,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.22,True,Professional,False,False,False,True,True,ok
CANBK,INE476A01022,Canara Bank,False,,excluded_state_dominant,NOT_OWNER,STATE,62.93,0.0,True,State,False,True,True,True,True,ok
CANFINHOME,INE477A01020,Can Fin Homes Limited,False,,owner_confirmed_director_only,NOT_OWNER,STATE,29.99,0.0,True,State,False,False,False,True,True,ok
CANHLIFE,INE01TY01017,Canara HSBC Life Insurance Company Limited,False,,owner_confirmed_director_only,NOT_OWNER,STATE,62.0,0.0,False,,False,False,False,True,True,ok
CARTRADE,INE290S01011,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,2.89,True,Professional,False,False,False,True,True,ok
CASTROLIND,INE172A01027,Castrol India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,51.0,0.0,True,MNC,False,False,False,True,True,ok
CDSL,INE736A01011,Central Depository Services (India) Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,15.0,0.0,True,Professional,False,False,False,True,True,ok
CEMPRO,INE686A01026,Cemindia Projects Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,67.46,0.0,True,MNC,False,False,False,True,True,ok
CENTRALBK,INE483A01010,Central Bank of India,False,,excluded_state_dominant,NOT_OWNER,STATE,89.27,0.0,True,State,False,False,False,True,True,ok
CHENNPETRO,INE178A01016,Chennai Petroleum Corporation Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,67.29,0.0,True,State,False,False,False,True,True,ok
CIEINDIA,INE536H01010,CIE Automotive India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,65.7,0.81,True,MNC,False,False,False,False,True,ok
CIGNITITEC,INE675C01017,Cigniti Technologies Limited,False,,ambiguous_holding_indian,NOT_OWNER,UNKNOWN,54.0,0.0,False,,False,False,False,False,True,ok
CMSINFO,INE925R01014,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,6.5,True,Professional,False,False,False,False,True,ok
COALINDIA,INE522F01014,Coal India Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,63.13,0.0,True,State,True,True,True,True,True,ok
COCHINSHIP,INE704P01025,Cochin Shipyard Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,67.91,0.0,True,State,False,False,True,True,True,ok
COFORGE,INE591G01025,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.22,True,MNC,False,False,True,True,True,ok
COHANCE,INE03QK01018,Cohance Lifesciences Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,57.49,0.0,True,Professional,False,False,False,True,True,ok
COLPAL,INE259A01022,Colgate Palmolive (India) Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,51.0,0.0,True,MNC,False,False,True,True,True,ok
CONCOR,INE111A01025,Container Corporation of India Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,54.8,0.0,True,State,False,False,True,True,True,ok
CRAMC,INE218I01013,Canara Robeco Asset Management Company Limited,False,,ambiguous_holding_foreign,NOT_OWNER,STATE,75.0,0.0,False,,False,False,False,False,True,ok
CREDITACC,INE741K01010,CREDITACCESS GRAMEEN LIMITED,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,66.28,0.03,True,Professional,False,False,False,True,True,ok
CRISIL,INE007A01025,CRISIL Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,66.64,0.06,False,,False,False,False,True,True,ok
CROMPTON,INE299U01018,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.18,True,Professional,False,False,False,True,True,ok
CSBBANK,INE679A01013,CSB Bank Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,40.0,0.0,True,Professional,False,False,False,False,True,ok
CUB,INE491A01021,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,2.61,True,Professional,False,False,False,True,True,ok
CUMMINSIND,INE298A01020,Cummins India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,51.0,0.0,True,MNC,False,True,True,True,True,ok
DCBBANK,INE503A01015,DCB Bank Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,16.24,0.17,True,Professional,False,False,False,False,True,ok
DELHIVERY,INE148O01028,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,4.56,True,Professional,False,False,False,True,True,ok
ENGINERSIN,INE510A01028,Engineers India Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,51.32,0.0,True,State,False,False,False,True,True,ok
ENRIN,INE1NPP01017,Siemens Energy India Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,75.0,0.0,False,,False,True,True,True,True,ok
EPL,INE255A01020,EPL Limited,False,,owner_confirmed_director_only,NOT_OWNER,MNC,26.38,0.23,True,MNC,False,False,False,False,True,ok
EQUITASBNK,INE063P01018,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.34,True,Professional,False,False,False,False,True,ok
ETERNAL,INE758T01015,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,4.53,True,Professional,True,True,True,True,True,ok
EUREKAFORB,INE0KCE01017,Eureka Forbes Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,62.56,0.0,False,,False,False,False,False,True,ok
FACT,INE188A01015,Fertilizers and Chemicals Travancore Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,90.0,0.0,True,State,False,False,False,True,True,ok
FEDERALBNK,INE171A01029,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.09,True,Professional,False,False,True,True,True,ok
FEDFINA,INE007N01010,Fedbank Financial Services Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,60.81,0.28,False,,False,False,False,False,True,ok
FINOPB,INE02NC01014,,False,,owner_confirmed_director_only,NOT_OWNER,STATE,75.0,0.02,True,Professional,False,False,False,False,False,ok
FORTIS,INE061F01013,Fortis Healthcare Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,31.17,0.0,True,MNC,False,False,True,True,True,ok
GAIL,INE129A01019,GAIL (India) Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,51.88,0.0,True,State,False,True,True,True,True,ok
GICRE,INE481Y01014,General Insurance Corporation of India,False,,excluded_state_dominant,NOT_OWNER,STATE,82.4,0.0,True,State,False,False,False,True,True,ok
GILLETTE,INE322A01010,Gillette India Limited,False,,owner_confirmed_director_only,NOT_OWNER,MNC,75.0,0.0,True,MNC,False,False,False,True,True,ok
GLAXO,INE159A01016,GlaxoSmithKline Pharmaceuticals Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,75.0,0.0,False,,False,False,False,True,True,ok
GMDCLTD,INE131A01031,Gujarat Mineral Development Corporation Limited,False,,excluded_state_dominant,NOT_OWNER,UNKNOWN,74.0,0.0,True,state,False,False,False,True,True,ok
GNFC,INE113A01013,Gujarat Narmada Valley Fertilizers and Chemicals Limited,False,,ambiguous_holding_indian,NOT_OWNER,STATE,41.3,0.0,True,State,False,False,False,False,True,ok
GPPL,INE517F01014,Gujarat Pipavav Port Limited,False,,owner_confirmed_director_only,NOT_OWNER,MNC,44.01,0.0,True,MNC,False,False,False,False,True,ok
GRSE,INE382Z01011,Garden Reach Shipbuilders & Engineers Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,74.5,0.0,True,State,False,False,False,True,True,ok
GSFC,INE026A01025,Gujarat State Fertilizers & Chemicals Limited,False,,owner_confirmed_director_only,NOT_OWNER,STATE,37.84,0.0,True,State,False,False,False,False,True,ok
GSPL,INE246F01010,Gujarat State Petronet Limited,False,,ambiguous_holding_indian,NOT_OWNER,STATE,37.63,0.0,True,State,False,False,False,True,True,ok
GUJALKALI,INE186A01019,,False,,ambiguous_holding_indian,NOT_OWNER,STATE,47.28,0.0,True,State,False,False,False,False,False,ok
GUJGASLTD,INE844O01030,,False,,ambiguous_holding_indian,NOT_OWNER,STATE,60.89,0.0,True,State,False,False,False,False,False,ok
GVT&D,INE200A01026,GE Vernova T&D India Limited,False,,owner_confirmed_director_only,NOT_OWNER,MNC,51.0,0.0,False,,False,False,True,True,True,ok
HAL,INE066F01020,Hindustan Aeronautics Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,71.64,0.0,True,State,False,True,True,True,True,ok
HCG,INE075I01017,Healthcare Global Enterprises Limited,False,,ambiguous_mnc_jv_candidate,NOT_OWNER,PROFESSIONAL,64.21,9.86,False,,False,False,False,False,True,ok
HDBFS,INE756I01012,HDB Financial Services Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,74.15,0.16,False,,False,False,False,True,True,ok
HDFCAMC,INE127D01025,HDFC Asset Management Company Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,52.38,0.19,True,Professional,False,True,True,True,True,ok
HDFCBANK,INE040A01034,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.2,True,Professional,True,True,True,True,True,ok
HDFCLIFE,INE795G01014,HDFC Life Insurance Company Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,50.21,0.06,True,Professional,True,True,True,True,True,ok
HEMIPROP,INE0AJG01018,Hemisphere Properties India Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,51.12,0.0,False,,False,False,False,False,True,ok
HEXT,INE093A01041,Hexaware Technologies Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,74.3,0.48,False,,False,False,False,True,True,ok
HINDCOPPER,INE531E01026,Hindustan Copper Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,66.14,0.0,True,State,False,False,False,True,True,ok
HINDPETRO,INE094A01015,Hindustan Petroleum Corporation Limited,False,,owner_confirmed_director_only,NOT_OWNER,STATE,54.9,0.0,True,State,False,False,True,True,True,ok
HINDUNILVR,INE030A01027,Hindustan Unilever Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,61.9,0.01,True,MNC,True,True,True,True,True,ok
HOMEFIRST,INE481N01025,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,6.99,0.99,True,Professional,False,False,False,True,True,ok
HONAUT,INE671A01010,Honeywell Automation India Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,75.0,0.0,True,MNC,False,False,False,True,True,ok
HUDCO,INE031A01017,Housing & Urban Development Corporation Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,75.0,0.0,True,State,False,False,True,True,True,ok
HYUNDAI,INE0V6F01027,Hyundai Motor India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,82.5,0.0,True,MNC,False,True,True,True,True,ok
ICICIAMC,INE346A01027,ICICI Prudential Asset Management Company Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,PROFESSIONAL,87.59,0.0,False,,False,False,True,True,True,ok
ICICIBANK,INE090A01021,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.05,True,Professional,True,True,True,True,True,ok
ICICIGI,INE765G01017,ICICI Lombard General Insurance Company Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,51.31,0.05,True,Professional,False,False,True,True,True,ok
ICICIPRULI,INE726G01019,ICICI Prudential Life Insurance Company Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,72.88,0.0,True,Professional,False,False,False,True,True,ok
IDBI,INE008A01015,IDBI Bank Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,94.71,0.0,True,State,False,False,False,True,True,ok
IDFCFIRSTB,INE092T01019,,False,,owner_confirmed_director_only,NOT_OWNER,STATE,0.0,0.83,True,Professional,False,False,True,True,True,ok
IEX,INE022Q01020,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.04,True,Professional,False,False,False,True,True,ok
IFCI,INE039A01010,IFCI Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,72.57,0.0,True,State,False,False,False,True,True,ok
IGIL,INE0Q9301021,International Gemmological Institute (India) Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,PROFESSIONAL,76.55,0.0,False,,False,False,False,True,True,ok
IGL,INE203G01027,Indraprastha Gas Limited,False,,ambiguous_holding_indian,NOT_OWNER,STATE,45.0,0.0,True,State,False,False,False,True,True,ok
INDHOTEL,INE053A01029,The Indian Hotels Company Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,38.12,0.01,True,Professional,False,True,True,True,True,ok
INDIANB,INE562A01011,Indian Bank,False,,excluded_state_dominant,NOT_OWNER,STATE,73.84,0.0,True,State,False,False,True,True,True,ok
IOB,INE565A01014,Indian Overseas Bank,False,,excluded_state_dominant,NOT_OWNER,STATE,92.44,0.0,True,State,False,False,False,True,True,ok
IOC,INE242A01010,Indian Oil Corporation Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,51.5,0.0,True,State,False,True,True,True,True,ok
IRCON,INE962Y01021,Ircon International Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,65.17,0.0,True,State,False,False,False,True,True,ok
IRCTC,INE335Y01020,Indian Railway Catering And Tourism Corporation Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,62.4,0.0,True,State,False,False,True,True,True,ok
IREDA,INE202E01016,Indian Renewable Energy Development Agency Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,71.76,0.0,False,,False,False,True,True,True,ok
IRFC,INE053F01010,Indian Railway Finance Corporation Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,84.65,0.0,True,State,False,True,True,True,True,ok
ITC,INE154A01025,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.02,True,Professional,True,True,True,True,True,ok
ITCHOTELS,INE379A01028,ITC Hotels Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,39.85,0.02,False,,False,False,False,True,True,ok
ITI,INE248A01017,ITI Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,90.02,0.0,True,State,False,False,False,True,True,ok
J&KBANK,INE168A01041,The Jammu & Kashmir Bank Limited,False,,excluded_state_dominant,NOT_OWNER,UNKNOWN,59.4,0.0,True,State,False,False,False,True,True,ok
JBCHEPHARM,INE572A01036,JB Chemicals & Pharmaceuticals Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,48.78,0.0,True,Professional,False,False,False,True,True,ok
JSFB,INE953L01027,Jana Small Finance Bank Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,21.85,0.68,False,,False,False,False,False,True,ok
KANSAINER,INE531A01024,Kansai Nerolac Paints Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,74.98,0.0,True,MNC,False,False,False,False,True,ok
KFINTECH,INE138Y01010,Kfin Technologies Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,22.87,0.0,True,Professional,False,False,False,True,True,ok
KIOCL,INE880L01014,,False,,excluded_state_dominant,NOT_OWNER,STATE,99.03,0.0,True,State,False,False,False,False,False,ok
KTKBANK,INE614B01018,,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,True,ok
LGEINDIA,INE324D01010,LG Electronics India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,85.0,0.0,False,,False,False,True,True,True,ok
LICHSGFIN,INE115A01026,LIC Housing Finance Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,45.24,0.0,True,State,False,False,True,True,True,ok
LICI,INE0J1Y01017,Life Insurance Corporation Of India,False,,excluded_state_dominant,NOT_OWNER,STATE,96.5,0.0,True,State,False,False,False,True,True,ok
LINDEINDIA,INE473A01011,Linde India Limited,False,,ambiguous_holding_foreign,NOT_OWNER,UNKNOWN,75.0,0.0,True,MNC,False,False,False,True,True,ok
LT,INE018A01030,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,0.08,True,Professional,True,True,True,True,True,ok
LTF,INE498L01015,L&T Finance Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,66.03,0.03,True,Professional,False,False,True,True,True,ok
LTM,INE214T01019,LTM Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,68.53,0.1,True,Professional,False,True,True,True,True,ok
LTTS,INE010V01017,L&T Technology Services Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,73.58,0.49,True,Professional,False,False,False,True,True,ok
MAHABANK,INE457A01014,Bank of Maharashtra,False,,excluded_state_dominant,NOT_OWNER,STATE,73.6,0.0,True,State,False,False,False,True,True,ok
MARUTI,INE585B01010,Maruti Suzuki India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,58.28,0.0,True,MNC,True,True,True,True,True,ok
MAZDOCK,INE249Z01020,Mazagon Dock Shipbuilders Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,81.22,0.0,True,State,False,True,True,True,True,ok
MCX,INE745G01043,JHUNJHUNWALA RAKESH RADHESHYAM,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,True,True,True,ok
MGL,INE002S01010,Mahanagar Gas Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,32.5,0.0,True,State,False,False,False,True,True,ok
MIDHANI,INE099Z01011,Mishra Dhatu Nigam Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,74.0,0.0,True,State,False,False,False,False,True,ok
MMTC,INE123F01029,MMTC Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,89.93,0.0,True,State,False,False,False,True,True,ok
MOIL,INE490G01020,MOIL Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,64.68,0.0,True,State,False,False,False,False,True,ok
MPHASIS,INE356A01018,MphasiS Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,30.59,0.21,True,Professional,False,False,True,True,True,ok
MRPL,INE103A01014,Mangalore Refinery and Petrochemicals Limited,False,,owner_confirmed_director_only,NOT_OWNER,STATE,88.58,0.0,True,State,False,False,False,True,True,ok
MSTCLTD,INE255X01014,Mstc Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,64.75,0.0,True,State,False,False,False,False,True,ok
NAM-INDIA,INE298J01013,Nippon Life India Asset Management Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,72.05,0.09,True,MNC,False,False,False,True,True,ok
NATIONALUM,INE139A01034,National Aluminium Company Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,51.28,0.0,True,State,False,False,True,True,True,ok
NBCC,INE095N01031,NBCC (India) Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,61.75,0.0,True,State,False,False,False,True,True,ok
NESTLEIND,INE239A01024,Nestle India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,62.76,0.0,True,MNC,True,True,True,True,True,ok
NETWORK18,INE870H01013,Network18 Media & Investments Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,56.89,0.0,True,Professional,False,False,False,False,True,ok
NFL,INE870D01012,National Fertilizers Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,74.71,0.0,True,State,False,False,False,False,True,ok
NHPC,INE848E01016,NHPC Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,67.4,0.0,True,State,False,False,True,True,True,ok
NIACL,INE470Y01017,The New India Assurance Company Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,85.44,0.0,True,State,False,False,False,True,True,ok
NIVABUPA,INE995S01015,Niva Bupa Health Insurance Company Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,55.36,0.92,False,,False,False,False,True,True,ok
NLCINDIA,INE589A01014,NLC India Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,72.2,0.0,True,State,False,False,False,True,True,ok
NMDC,INE584A01023,NMDC Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,60.79,0.0,True,State,False,False,True,True,True,ok
NSLNISP,INE0NNS01018,NMDC Steel Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,60.79,0.0,True,State,False,False,False,True,True,ok
NTPC,INE733E01010,NTPC Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,51.1,0.0,True,State,True,True,True,True,True,ok
NUVAMA,INE531F01023,Nuvama Wealth Management Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,54.2,0.0,False,,False,False,False,True,True,ok
OFSS,INE881D01027,Oracle Financial Services Software Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,72.46,0.18,True,MNC,False,False,True,True,True,ok
OIL,INE274J01014,Oil India Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,56.66,0.0,True,State,False,False,True,True,True,ok
ONGC,INE213A01029,Oil & Natural Gas Corporation Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,58.89,0.0,True,State,True,True,True,True,True,ok
ORKLAINDIA,INE16NZ01023,Orkla India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,75.0,0.01,False,,False,False,False,False,True,ok
PAYTM,INE982J01020,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,9.28,True,Professional,False,False,True,True,True,ok
PETRONET,INE347G01014,Petronet LNG Limited,False,,owner_confirmed_director_only,NOT_OWNER,STATE,50.0,0.0,True,State,False,False,False,True,True,ok
PFC,INE134E01011,Power Finance Corporation Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,55.99,0.0,True,State,False,True,True,True,True,ok
PFIZER,INE182A01018,Pfizer Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,63.92,0.0,True,MNC,False,False,False,True,True,ok
PGHH,INE179A01014,,False,,ambiguous_holding_foreign,NOT_OWNER,MNC,70.64,0.0,True,MNC,False,False,False,False,False,ok
PGHL,INE199A01012,,False,,ambiguous_holding_foreign,NOT_OWNER,MNC,51.82,0.0,True,MNC,False,False,False,False,False,ok
PNB,INE160A01022,Punjab National Bank,False,,excluded_state_dominant,NOT_OWNER,STATE,70.08,0.0,True,State,False,True,True,True,True,ok
PNBHOUSING,INE572E01012,PNB Housing Finance Limited,False,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,28.04,0.01,True,Professional,False,False,False,True,True,ok
POLICYBZR,INE417T01026,,False,,owner_confirmed_director_only,OWNER_WEAK,UNKNOWN,0.0,5.15,True,Professional,False,False,True,True,True,ok
POWERGRID,INE752E01010,Power Grid Corporation of India Limited,False,,excluded_state_dominant,NOT_OWNER,STATE,51.34,0.0,True,State,True,True,True,True,True,ok
POWERINDIA,INE07Y701011,Hitachi Energy India Limited,False,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,71.31,0.0,True,MNC,False,False,True,True,True,ok
PSB,INE608A01012,,False,,excluded_state_dominant,NOT_OWNER,STATE,93.85,0.0,True,State,False,False,False,False,False,ok
