item_id,meeting_date,meeting_title,doc_type,doc_date,filename,text_url,pdf_url,release_date
22517,2005-05-03,"Meeting, May 3, 2005",beige_book,2005-04-20,20050420beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20050420beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20050420beigebook.pdf,2005-04-20
22518,2005-06-29,"Meeting, June 29-30, 2005",beige_book,2005-06-15,20050615beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20050615beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20050615beigebook.pdf,2005-06-15
22519,2005-08-09,"Meeting, August 9, 2005",beige_book,2005-07-27,20050727beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20050727beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20050727beigebook.pdf,2005-07-27
22520,2005-09-20,"Meeting, September 20, 2005",beige_book,2005-09-07,20050907beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20050907beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20050907beigebook.pdf,2005-09-07
22521,2005-11-01,"Meeting, November 1, 2005",beige_book,2005-10-19,20051019beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20051019beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20051019beigebook.pdf,2005-10-19
22522,2005-12-13,"Meeting, December 13, 2005",beige_book,2005-11-30,20051130beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20051130beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20051130beigebook.pdf,2005-11-30
22523,2006-01-31,"Meeting, January 31, 2006",beige_book,2006-01-18,20060118beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20060118beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20060118beigebook.pdf,2006-01-18
23263,2006-03-27,"Meeting, March 27-28, 2006",beige_book,2006-03-15,20060315beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20060315beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20060315beigebook.pdf,2006-03-15
22524,2006-05-10,"Meeting, May 10, 2006",beige_book,2006-04-26,20060426beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20060426beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20060426beigebook.pdf,2006-04-26
22525,2006-06-28,"Meeting, June 28-29, 2006",beige_book,2006-06-14,20060614beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20060614beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20060614beigebook.pdf,2006-06-14
23455,2006-08-08,"Meeting, August 8, 2006",beige_book,2006-07-26,20060726beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20060726beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20060726beigebook.pdf,2006-07-26
22526,2006-09-20,"Meeting, September 20, 2006",beige_book,2006-09-06,20060906beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20060906beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20060906beigebook.pdf,2006-09-06
22527,2006-10-24,"Meeting, October 24-25, 2006",beige_book,2006-10-12,20061012beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20061012beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20061012beigebook.pdf,2006-10-12
22528,2006-12-12,"Meeting, December 12, 2006",beige_book,2006-11-29,20061129beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20061129beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20061129beigebook.pdf,2006-11-29
22529,2007-01-30,"Meeting, January 30-31, 2007",beige_book,2007-01-17,20070117beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20070117beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20070117beigebook.pdf,2007-01-17
22530,2007-03-20,"Meeting, March 20-21, 2007",beige_book,2007-03-07,20070307beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20070307beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20070307beigebook.pdf,2007-03-07
23264,2007-05-09,"Meeting, May 9, 2007",beige_book,2007-04-25,20070425beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20070425beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20070425beigebook.pdf,2007-04-25
23456,2007-06-27,"Meeting, June 27-28, 2007",beige_book,2007-06-13,20070613beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20070613beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20070613beigebook.pdf,2007-06-13
22531,2007-08-07,"Meeting, August 7, 2007",beige_book,2007-07-25,20070725beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20070725beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20070725beigebook.pdf,2007-07-25
23267,2007-09-18,"Meeting, September 18, 2007",beige_book,2007-09-05,20070905beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20070905beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20070905beigebook.pdf,2007-09-05
23268,2007-10-30,"Meeting, October 30-31, 2007",beige_book,2007-10-17,20071017beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20071017beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20071017beigebook.pdf,2007-10-17
22534,2007-12-11,"Meeting, December 11, 2007",beige_book,2007-11-28,20071128beigebook.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20071128beigebook.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20071128beigebook.pdf,2007-11-28
23272,2008-01-29,"Meeting, January 29-30, 2008",beige_book,2008-01-16,20080116beige.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20080116beige.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20080116beige.pdf,2008-01-16
23273,2008-03-18,"Meeting, March 18, 2008",beige_book,2008-03-05,20080305beige.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20080305beige.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20080305beige.pdf,2008-03-05
23274,2008-04-29,"Meeting, April 29-30, 2008",beige_book,2008-04-16,20080416beige.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20080416beige.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20080416beige.pdf,2008-04-16
23275,2008-06-24,"Meeting, June 24-25, 2008",beige_book,2008-06-11,20080611beige.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20080611beige.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20080611beige.pdf,2008-06-11
23276,2008-08-05,"Meeting, August 5, 2008",beige_book,2008-07-23,20080723beige.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20080723beige.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20080723beige.pdf,2008-07-23
22532,2008-09-16,"Meeting, September 16, 2008",beige_book,2008-09-03,20080903beige.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20080903beige.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20080903beige.pdf,2008-09-03
23279,2008-10-28,"Meeting, October 28-29, 2008",beige_book,2008-10-15,20081015beige.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20081015beige.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20081015beige.pdf,2008-10-15
23280,2008-12-15,"Meeting, December 15-16, 2008",beige_book,2008-12-03,20081203beige.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/20081203beige.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/20081203beige.pdf,2008-12-03
22549,2009-01-28,"Meeting, January 28-29, 2009",beige_book,2009-01-14,fullreport20090114.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20090114.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20090114.pdf,2009-01-14
23283,2009-03-17,"Meeting, March 17-18, 2009",beige_book,2009-03-04,fullreport20090304.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20090304.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20090304.pdf,2009-03-04
23284,2009-04-28,"Meeting, April 28-29, 2009",beige_book,2009-04-15,fullreport20090415.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20090415.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20090415.pdf,2009-04-15
23285,2009-06-23,"Meeting, June 23-24, 2009",beige_book,2009-06-10,fullreport20090610.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20090610.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20090610.pdf,2009-06-10
23286,2009-08-11,"Meeting, August 11-12, 2009",beige_book,2009-07-29,fullreport20090729.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20090729.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20090729.pdf,2009-07-29
23287,2009-09-22,"Meeting, September 22-23, 2009",beige_book,2009-09-09,fullreport20090909.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20090909.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20090909.pdf,2009-09-09
22547,2009-11-03,"Meeting, November 3-4, 2009",beige_book,2009-10-21,fullreport20091021.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20091021.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20091021.pdf,2009-10-21
23288,2009-12-15,"Meeting, December 15-16, 2009",beige_book,2009-12-02,fullreport20091202.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20091202.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20091202.pdf,2009-12-02
23289,2010-01-26,"Meeting, January 26-27, 2010",beige_book,2010-01-27,fullreport20100127.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20100127.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20100127.pdf,2010-01-27
23290,2010-03-16,"Meeting, March 16, 2010",beige_book,2010-03-16,fullreport20100316.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20100316.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20100316.pdf,2010-03-16
23291,2010-04-27,"Meeting, April 27-28, 2010",beige_book,2010-04-28,fullreport20100428.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20100428.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20100428.pdf,2010-04-28
23293,2010-06-23,"Meeting, June 23-24, 2010",beige_book,2010-06-23,fullreport20100623.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20100623.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20100623.pdf,2010-06-23
23294,2010-08-10,"Meeting, August 10, 2010",beige_book,2010-08-10,fullreport20100810.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20100810.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20100810.pdf,2010-08-10
22546,2010-09-21,"Meeting, September 21, 2010",beige_book,2010-09-21,fullreport20100921.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20100921.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20100921.pdf,2010-09-21
23296,2010-11-02,"Meeting, November 2-3, 2010",beige_book,2010-11-03,fullreport20101103.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20101103.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20101103.pdf,2010-11-03
23297,2010-12-14,"Meeting, December 14, 2010",beige_book,2010-12-14,fullreport20101214.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20101214.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20101214.pdf,2010-12-14
22545,2011-01-25,"Meeting, January 25-26, 2011",beige_book,2011-01-12,fullreport20110112.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20110112.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20110112.pdf,2011-01-12
23298,2011-03-15,"Meeting, March 15, 2011",beige_book,2011-03-02,fullreport20110302.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20110302.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20110302.pdf,2011-03-02
23299,2011-04-26,"Meeting, April 26-27, 2011",beige_book,2011-04-13,fullreport20110413.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20110413.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20110413.pdf,2011-04-13
23300,2011-06-21,"Meeting, June 21-22, 2011",beige_book,2011-06-08,fullreport20110608.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20110608.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20110608.pdf,2011-06-08
23301,2011-08-09,"Meeting, August 9, 2011",beige_book,2011-07-27,fullreport20110727.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20110727.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20110727.pdf,2011-07-27
23302,2011-09-20,"Meeting, September 20-21, 2011",beige_book,2011-09-07,fullreport20110907.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20110907.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20110907.pdf,2011-09-07
23303,2011-11-01,"Meeting, November 1-2, 2011",beige_book,2011-10-19,fullreport20111019.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20111019.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20111019.pdf,2011-10-19
23305,2011-12-13,"Meeting, December 13, 2011",beige_book,2011-11-30,fullreport20111130.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20111130.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20111130.pdf,2011-11-30
23306,2012-01-24,"Meeting, January 24-25, 2012",beige_book,2012-01-11,fullreport20120111.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20120111.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20120111.pdf,2012-01-11
23307,2012-03-13,"Meeting, March 13, 2012",beige_book,2012-02-29,fullreport20120229.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20120229.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20120229.pdf,2012-02-29
23308,2012-04-24,"Meeting, April 24-25, 2012",beige_book,2012-04-11,fullreport20120411.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/fullreport20120411.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/fullreport20120411.pdf,2012-04-11
23309,2012-06-19,"Meeting, June 19-20, 2012",beige_book,2012-06-06,Beigebook_20120606.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20120606.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20120606.pdf,2012-06-06
22543,2012-07-31,"Meeting, July 31-August 1, 2012",beige_book,2012-07-18,Beigebook_20120718.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20120718.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20120718.pdf,2012-07-18
23310,2012-09-12,"Meeting, September 12-13, 2012",beige_book,2012-08-29,Beigebook_20120829.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20120829.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20120829.pdf,2012-08-29
23311,2012-10-23,"Meeting, October 23-24, 2012",beige_book,2012-10-10,Beigebook_20121010.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20121010.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20121010.pdf,2012-10-10
23312,2012-12-11,"Meeting, December 11-12, 2012",beige_book,2012-11-28,Beigebook_20121128.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20121128.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20121128.pdf,2012-11-28
22541,2013-01-29,"Meeting, January 29-30, 2013",beige_book,2013-01-16,Beigebook_20130116.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20130116.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20130116.pdf,2013-01-16
23313,2013-03-19,"Meeting, March 19-20, 2013",beige_book,2013-03-06,Beigebook_20130306.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20130306.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20130306.pdf,2013-03-06
23314,2013-04-30,"Meeting, April 30-May 1, 2013",beige_book,2013-04-17,Beigebook_20130417.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20130417.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20130417.pdf,2013-04-17
23316,2013-06-18,"Meeting, June 18-19, 2013",beige_book,2013-06-05,Beigebook_20130605.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20130605.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20130605.pdf,2013-06-05
23317,2013-07-30,"Meeting, July 30-31, 2013",beige_book,2013-07-17,Beigebook_20130717.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20130717.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20130717.pdf,2013-07-17
23318,2013-09-18,"Meeting, September 18-19, 2013",beige_book,2013-09-04,Beigebook_20130904.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20130904.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20130904.pdf,2013-09-04
23315,2013-10-29,"Meeting, October 29-30, 2013",beige_book,2013-10-16,BeigeBook_20131016.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/BeigeBook_20131016.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/BeigeBook_20131016.pdf,2013-10-16
23321,2013-12-17,"Meeting, December 17-18, 2013",beige_book,2013-12-04,Beigebook_20131204.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20131204.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20131204.pdf,2013-12-04
23322,2014-01-28,"Meeting, January 28-29, 2014",beige_book,2014-01-15,Beigebook_20140115.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20140115.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20140115.pdf,2014-01-15
23323,2014-03-18,"Meeting, March 18-19, 2014",beige_book,2014-03-05,Beigebook_20140305.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20140305.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20140305.pdf,2014-03-05
23320,2014-04-29,"Meeting, April 29-30, 2014",beige_book,2014-04-16,BeigeBook_20140416.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/BeigeBook_20140416.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/BeigeBook_20140416.pdf,2014-04-16
23324,2014-06-17,"Meeting, June 17-18, 2014",beige_book,2014-06-04,BeigeBook_20140604.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/BeigeBook_20140604.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/BeigeBook_20140604.pdf,2014-06-04
23325,2014-07-29,"Meeting, July 29-30, 2014",beige_book,2014-07-16,Beigebook_20140716.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20140716.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20140716.pdf,2014-07-16
475818,2014-09-16,"Meeting, September 16-17, 2014",beige_book,2014-09-03,BeigeBook_20140903.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/BeigeBook_20140903.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/BeigeBook_20140903.pdf,2014-09-03
475817,2014-10-28,"Meeting, October 28-29, 2014",beige_book,2014-10-15,BeigeBook_20141015.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/BeigeBook_20141015.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/BeigeBook_20141015.pdf,2014-10-15
475819,2014-12-16,"Meeting, December 16-17, 2014",beige_book,2014-12-03,BeigeBook_20141203.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/BeigeBook_20141203.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/BeigeBook_20141203.pdf,2014-12-03
487470,2015-01-27,"Meeting, January 27-28, 2015",beige_book,2015-01-14,BeigeBook_20150114.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/BeigeBook_20150114.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/BeigeBook_20150114.pdf,2015-01-14
487471,2015-03-17,"Meeting, March 17-18, 2015",beige_book,2015-03-04,BeigeBook_20150304.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/BeigeBook_20150304.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/BeigeBook_20150304.pdf,2015-03-04
493227,2015-04-28,"Meeting, April 28-29, 2015",beige_book,2015-04-15,BeigeBook_20150415.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/BeigeBook_20150415.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/BeigeBook_20150415.pdf,2015-04-15
495668,2015-06-16,"Meeting, June 16-17, 2015",beige_book,2015-06-03,BeigeBook_20150603.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/BeigeBook_20150603.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/BeigeBook_20150603.pdf,2015-06-03
495946,2015-07-28,"Meeting, July 28-29, 2015",beige_book,2015-07-15,BeigeBook_20150715.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/BeigeBook_20150715.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/BeigeBook_20150715.pdf,2015-07-15
500041,2015-09-16,"Meeting, September 16-17, 2015",beige_book,2015-09-02,BeigeBook_20150902.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/BeigeBook_20150902.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/BeigeBook_20150902.pdf,2015-09-02
516886,2015-10-27,"Meeting, October 27-28, 2015",beige_book,2015-10-14,Beigebook_20151014.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20151014.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20151014.pdf,2015-10-14
518771,2015-12-15,"Meeting, December 15-16, 2015",beige_book,2015-12-02,Beigebook_20151202.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20151202.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20151202.pdf,2015-12-02
521787,2016-01-26,"Meeting, January 26-27, 2016",beige_book,2016-01-13,Beigebook_20160113.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20160113.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20160113.pdf,2016-01-13
527291,2016-03-15,"Meeting, March 15-16, 2016",beige_book,2016-03-02,Beigebook_20160302.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20160302.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20160302.pdf,2016-03-02
528068,2016-04-26,"Meeting, April 26-27, 2016",beige_book,2016-04-13,Beigebook_20160413.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20160413.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20160413.pdf,2016-04-13
530760,2016-06-14,"Meeting, June 14-15, 2016",beige_book,2016-06-01,Beigebook_20160601.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20160601.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20160601.pdf,2016-06-01
532673,2016-07-26,"Meeting, July 26-27, 2016",beige_book,2016-07-13,Beigebook_20160713.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20160713.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20160713.pdf,2016-07-13
534269,2016-09-20,"Meeting, September 20-21, 2016",beige_book,2016-09-07,Beigebook_20160907.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20160907.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20160907.pdf,2016-09-07
535271,2016-11-01,"Meeting, November 1-2, 2016",beige_book,2016-10-19,Beigebook_20161019.txt,https://fraser.stlouisfed.org/files/text/historical/FOMC/meetingdocuments/Beigebook_20161019.txt,https://fraser.stlouisfed.org/docs/historical/FOMC/meetingdocuments/Beigebook_20161019.pdf,2016-10-19
