symbol,company_name,isin,owner_flag,owner_flag_final,owner_flag_final_hybrid,yaml_classification,yaml_matched_detail,judge,in_rev1,rev1_category,rev1_company_name,promoter_total_pct,natural_pct_sum,hufi_pct,dir_pct,kmp_pct,rel_pct,trust_pct,other_indian_pct,other_foreign_pct,foreign_non_govt_pct,govt_pct,ai_review_needed,owner_flag_ai,ai_confidence,ai_reasoning,promoter_names_full_list,listing_date,exclusion_reason
AGL,Allcargo Global Limited,INE1YPB01014,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,rev1_outside,False,,,63.28,60.35,60.25,0.06,0.0,0.04,0.0,3.03,0.0,0.0,0.0,False,,,,Shashi Kiran Shetty|Priya Adarsh Hegde|Arathi Shetty|Adarsh Sudhakar Hegde,03-JUL-2026,listed 2026-07-03 (after 2026-06-30 cutoff); adopt from the next universe version
